"year","bildungsniveau","migback","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1984","(Fach-)Abitur","direkter Migrationshintergrund","858.46","801.5","179","806.74","910.18"
"1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1984","(Fach-)Abitur","kein Migrationshintergrund","926.89","817.5","282","851.77","1002.01"
"1984","(noch) kein Abschluss","direkter Migrationshintergrund","791.63","815.5","621","767.07","816.19"
"1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1984","(noch) kein Abschluss","kein Migrationshintergrund","504.6","498","30","385.63","623.57"
"1984","AkademikerIn","direkter Migrationshintergrund","1333.54","1237","91","1176.12","1490.96"
"1984","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1984","AkademikerIn","kein Migrationshintergrund","1539.7","1492","526","1476.06","1603.34"
"1984","Hauptschule","direkter Migrationshintergrund","812.62","843","1236","789.4","835.84"
"1984","Hauptschule","indirekter Migrationshintergrund","621.19","601","45","474.05","768.33"
"1984","Hauptschule","kein Migrationshintergrund","841.69","851.5","2868","823.18","860.2"
"1984","Realschule","direkter Migrationshintergrund","960.96","792.5","77","791.52","1130.4"
"1984","Realschule","indirekter Migrationshintergrund","","","","",""
"1984","Realschule","kein Migrationshintergrund","866.16","799","1085","831.13","901.19"
"1985","(Fach-)Abitur","direkter Migrationshintergrund","793.77","824","150","733.04","854.5"
"1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1985","(Fach-)Abitur","kein Migrationshintergrund","844.98","781","285","773.49","916.47"
"1985","(noch) kein Abschluss","direkter Migrationshintergrund","824.25","805","484","798.3","850.2"
"1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1985","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"1985","AkademikerIn","direkter Migrationshintergrund","1325.54","1117","80","1163","1488.08"
"1985","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1985","AkademikerIn","kein Migrationshintergrund","1537.6","1527.5","509","1472.26","1602.94"
"1985","Hauptschule","direkter Migrationshintergrund","826.22","811.5","1081","804.31","848.13"
"1985","Hauptschule","indirekter Migrationshintergrund","601.49","585.5","42","509.44","693.54"
"1985","Hauptschule","kein Migrationshintergrund","840.48","843.5","2602","821.92","859.04"
"1985","Realschule","direkter Migrationshintergrund","808.81","767","84","699.42","918.2"
"1985","Realschule","indirekter Migrationshintergrund","","","","",""
"1985","Realschule","kein Migrationshintergrund","910.35","815","1041","861.95","958.75"
"1986","(Fach-)Abitur","direkter Migrationshintergrund","812.35","805","149","757.07","867.63"
"1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1986","(Fach-)Abitur","kein Migrationshintergrund","875.12","810.5","288","806.38","943.86"
"1986","(noch) kein Abschluss","direkter Migrationshintergrund","826","829.5","447","796.61","855.39"
"1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1986","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"1986","AkademikerIn","direkter Migrationshintergrund","1444.98","1354.5","82","1271.97","1617.99"
"1986","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1986","AkademikerIn","kein Migrationshintergrund","1648.5","1564","500","1580.75","1716.25"
"1986","Hauptschule","direkter Migrationshintergrund","846.69","867","1051","825.37","868.01"
"1986","Hauptschule","indirekter Migrationshintergrund","619.46","559.5","58","491.18","747.74"
