year,age_gr,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,No answer / don't know,,,,,,,,,,,,
1984,17-29 y.,No answer / don't know,2087,648.00824,632.90267,663.11380,346.93720,665.00000,869.00000,0,1652.09420,,,
1984,30-45 y.,No answer / don't know,2888,1039.03570,1015.51108,1062.56032,691.00000,978.06352,1278.00000,0,2158.50000,,,
1984,46-65 y.,No answer / don't know,2090,1027.46565,1001.10832,1053.82298,665.00000,946.00000,1278.00000,0,2197.50000,,,
1984,66 and older,No answer / don't know,50,550.52033,374.60366,726.43701,153.00000,305.93020,719.68523,31,1569.71307,,,
1985,0-16 y.,Urban regions,,,,,,,,,,,,
1985,0-16 y.,Rural regions,,,,,,,,,,,,
1985,17-29 y.,Urban regions,1517,653.59650,636.13182,671.06118,327.96390,690.00000,869.00000,0,1680.55415,,,
1985,17-29 y.,Rural regions,402,590.80087,548.71852,632.88322,265.48804,562.00000,792.00000,0,1581.76794,,,
1985,30-45 y.,Urban regions,2048,1048.67164,1023.81355,1073.52973,716.00000,971.00000,1278.00000,0,2121.00000,,,
1985,30-45 y.,Rural regions,529,974.95236,921.46418,1028.44053,562.00000,920.78115,1278.00000,0,2352.00000,,,
1985,46-65 y.,Urban regions,1556,1076.25009,1044.87430,1107.62588,665.00000,997.00000,1329.00000,0,2325.00000,,,
1985,46-65 y.,Rural regions,387,1001.16230,893.62177,1108.70283,562.00000,910.95425,1227.00000,0,2224.50000,,,
1985,66 and older,Urban regions,38,474.65050,302.10599,647.19502,116.81975,235.95687,724.91276,15,1637.05227,,,
1985,66 and older,Rural regions,,,,,,,,,,,,
1986,0-16 y.,Urban regions,,,,,,,,,,,,
1986,0-16 y.,Rural regions,,,,,,,,,,,,
1986,17-29 y.,Urban regions,1492,707.03025,684.91340,729.14710,364.23648,716.00000,920.00000,0,1753.64528,,,
1986,17-29 y.,Rural regions,425,579.47447,546.89443,612.05451,256.00000,563.52855,818.00000,0,1661.00000,,,
1986,30-45 y.,Urban regions,1907,1094.46447,1067.43325,1121.49568,730.66438,1023.00000,1329.00000,0,2226.50343,,,
1986,30-45 y.,Rural regions,493,1025.61916,977.08760,1074.15071,665.00000,1023.00000,1315.68434,0,2291.71085,,,
1986,46-65 y.,Urban regions,1544,1125.91936,1085.05602,1166.78270,703.65969,1023.00000,1380.00000,0,2394.51046,,,
1986,46-65 y.,Rural regions,380,982.75817,929.31199,1036.20436,614.00000,920.00000,1278.00000,0,2274.00000,,,
1986,66 and older,Urban regions,,,,,,,,,,,,
1986,66 and older,Rural regions,,,,,,,,,,,,
1987,0-16 y.,Urban regions,,,,,,,,,,,,
1987,0-16 y.,Rural regions,,,,,,,,,,,,
1987,17-29 y.,Urban regions,1492,695.92693,677.96181,713.89206,358.00000,716.00000,920.00000,0,1763.00000,,,
1987,17-29 y.,Rural regions,437,611.01572,576.07637,645.95507,283.19569,614.00000,818.00000,35,1620.20646,,,
1987,30-45 y.,Urban regions,1876,1121.68235,1094.71347,1148.65124,767.00000,1023.00000,1380.00000,66,2299.50000,,,
1987,30-45 y.,Rural regions,498,1020.41991,970.17646,1070.66337,614.00000,1000.64612,1318.15442,36,2374.38604,,,
1987,46-65 y.,Urban regions,1533,1137.79567,1101.64603,1173.94531,703.30280,1023.00000,1413.54306,31,2478.90344,,,
1987,46-65 y.,Rural regions,392,989.76555,933.11622,1046.41488,562.00000,920.00000,1278.00000,0,2352.00000,,,
1987,66 and older,Urban regions,,,,,,,,,,,,
1987,66 and older,Rural regions,,,,,,,,,,,,
1988,0-16 y.,Urban regions,,,,,,,,,,,,
1988,0-16 y.,Rural regions,,,,,,,,,,,,
1988,17-29 y.,Urban regions,1455,730.31873,711.49441,749.14305,389.70015,767.00000,971.00000,0,1842.94977,,,
1988,17-29 y.,Rural regions,378,642.78828,603.37885,682.19771,286.00000,628.16810,869.00000,0,1743.50000,,,
1988,30-45 y.,Urban regions,1749,1156.26241,1126.11266,1186.41217,818.00000,1065.66539,1433.47147,0,2356.67868,,,
1988,30-45 y.,Rural regions,474,991.01644,939.36687,1042.66601,556.88729,1023.00000,1278.71258,0,2361.45051,,,
1988,46-65 y.,Urban regions,1506,1170.48848,1133.67019,1207.30677,755.00000,1074.00000,1432.00000,0,2447.50000,,,
