year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,No migration background,Urban regions,3401,946.3781637821018,926.7049317788913,966.0513957853123,562.0,895.0,1191.5148259576972,0.0,2135.787064894243,895.0,870.0,921.0
1985,No migration background,Rural regions,1096,868.9014570140441,821.9148592296438,915.8880547984445,435.0,818.0,1086.2325410667297,0.0,2063.0813526668244,818.0,792.0,869.0
1985,Direct migration background,Urban regions,1689,869.0484587631358,847.4081648016216,890.68875272465,610.4132619330962,869.0,1048.657671547973,0.0,1706.024285970288,869.0,869.0,920.0
1985,Direct migration background,Rural regions,236,814.7792137929921,761.3396275766346,868.2188000093496,530.0136384955124,795.101574324229,1023.0,102.0,1762.4795422567313,797.0,724.8,878.6
1985,Indirect migration background,Urban regions,56,624.5952297263461,517.6763631199391,731.5140963327532,255.0,562.0,892.3712346750648,38.0,1584.0,562.0,403.7999999999997,843.375
1985,Indirect migration background,Rural regions,,,,,,,,,,,,
1986,No migration background,Urban regions,3269,996.3860273073346,972.6515281210726,1020.1205264935967,589.4247246021987,920.0,1241.6071424601068,0.0,2219.880769246969,920.0,904.0,920.0
1986,No migration background,Rural regions,1057,865.1430951039872,832.9710952659403,897.3150949420341,461.015286968889,823.0,1134.4166849697551,0.0,2144.5187819710545,823.0,777.0,859.0
1986,Direct migration background,Urban regions,1616,904.9289280175553,881.4619815609628,928.3958744741478,614.0,893.2884578605967,1074.0,0.0,1764.0,892.0,864.0,915.0
1986,Direct migration background,Rural regions,240,813.4067703692547,763.3109122762521,863.5026284622572,513.8652509106078,818.0,1073.0620371964874,0.0,1841.0,818.0,665.0,895.275
1986,Indirect migration background,Urban regions,75,678.4357740822771,582.6615990684265,774.2099490961277,283.118021347492,659.2972857779685,924.4420332725792,49.0,1886.42805116021,621.0,373.0,731.0
1986,Indirect migration background,Rural regions,,,,,,,,,,,,
1987,No migration background,Urban regions,3247,1011.8637792523328,989.8610758466892,1033.8664826579766,604.5174763959224,931.0,1278.0,0.0,2288.2237854061163,931.0,891.0,942.0
1987,No migration background,Rural regions,1078,884.0106848668919,850.7813838224114,917.2399859113724,458.45847433071305,818.0,1166.6244688200593,0.0,2228.8734605540785,818.0,767.0,844.3
1987,Direct migration background,Urban regions,1598,918.7728462888892,896.3682152901164,941.1774772876621,614.0,920.0,1125.0,31.0,1891.5,920.0,920.0,971.0
1987,Direct migration background,Rural regions,250,850.326766369826,788.8118355142849,911.8416972253672,444.4402838720084,818.0,1125.0,55.0,2145.8395741919876,818.0,716.0,920.0
1987,Indirect migration background,Urban regions,76,680.0793352287511,592.372847916644,767.7858225408582,350.45331655642667,716.0,920.0,118.0,1774.32002516536,716.0,614.0,972.5
1987,Indirect migration background,Rural regions,,,,,,,,,,,,
1988,No migration background,Urban regions,3124,1050.485358753682,1027.561610469086,1073.409107038278,644.8572268622526,971.0,1321.6477991561994,0.0,2336.83365759712,971.0,919.0,971.0
1988,No migration background,Rural regions,992,901.869094964416,866.168230757893,937.5699591709391,460.0,869.0,1176.0,0.0,2250.0,869.0,818.0,920.0
1988,Direct migration background,Urban regions,1504,964.4220683440445,932.392008180452,996.4521285076371,614.0,920.0,1125.0,0.0,1891.5,920.0,919.3499999999999,951.25
1988,Direct migration background,Rural regions,223,878.7047869413124,816.1654298533109,941.2441440293138,511.0,869.0,1125.0,66.0,2046.0,869.0,767.0,946.0
1988,Indirect migration background,Urban regions,101,638.2087092475822,554.8828837760111,721.5345347191533,296.7227359903318,562.0,982.3785711323955,0.0,2010.8623238454911,562.0,342.0,708.825
1988,Indirect migration background,Rural regions,,,,,,,,,,,,
1989,No migration background,Urban regions,3095,1087.5813531077765,1062.9344325565432,1112.2282736590098,665.0,1022.0,1371.7612200129083,0.0,2431.9030500322706,1022.0,1021.0,1056.05
1989,No migration background,Rural regions,944,977.0873044122606,939.190418425303,1014.984190399218,557.9161299231629,920.0,1253.0,0.0,2295.6258051152554,920.0,869.0,920.45
1989,Direct migration background,Urban regions,1461,1015.761183148745,988.7745869972644,1042.7477793002256,716.0,971.0,1227.0,0.0,1993.5,971.0,919.0,991.125
1989,Direct migration background,Rural regions,221,871.4692016877844,812.0913154952992,930.8470878802697,511.0,910.1702013309341,1162.3467376084225,0.0,2139.3668440210563,895.0,788.4499999999998,972.0
1989,Indirect migration background,Urban regions,114,679.1466600838819,599.9810170154135,758.3123031523503,315.5141316384997,665.0,933.104873736989,0.0,1859.490986884723,665.0,547.2999999999998,947.25
1989,Indirect migration background,Rural regions,,,,,,,,,,,,
1990,No migration background,Urban regions,4110,1060.7460245917052,1038.6933640719262,1082.7986851114842,534.0,971.0,1355.0412198866559,0.0,2586.6030497166394,971.0,919.0,981.2
