year,age_gr,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,No migration background,,,,,,,,,,,,
1984,0-16 y.,Direct migration background,,,,,,,,,,,,
1984,0-16 y.,Indirect migration background,,,,,,,,,,,,
1984,17-29 y.,No migration background,1457,645.9634996647998,637.1392154137155,654.787783915884,326.8210260345589,665.0,869.0,0.0,1682.2684609481616,665.0,640.0,691.0
1984,17-29 y.,Direct migration background,582,677.764471061335,664.9053680415815,690.6235740810886,451.1423216646768,690.0,869.0,0.0,1495.7865175029847,690.0,664.0,766.0
1984,17-29 y.,Indirect migration background,48,540.884829770611,511.77493854774485,569.9947209934771,315.8447124031861,614.0,718.3364028801675,80.0,920.0,614.0,512.0,929.0
1984,30-45 y.,No migration background,1854,1053.4348130249057,1038.938565369582,1067.9310606802294,705.5426503206317,1022.0,1324.0,0.0,2251.686024519053,1022.0,1021.0,1073.0
1984,30-45 y.,Direct migration background,1021,931.7457816664266,916.8477233438201,946.6438399890332,665.0,920.0,1112.3837390567498,0.0,1783.4593476418745,920.0,920.0,971.0
1984,30-45 y.,Indirect migration background,,,,,,,,,,,,
1984,46-65 y.,No migration background,1443,1039.4141594067862,1024.1444877175386,1054.6838310960338,665.0,969.1901075509643,1278.0,0.0,2197.5,969.0,946.0,1018.0
1984,46-65 y.,Direct migration background,642,911.8524544190204,888.9378077426247,934.7671010954161,614.0,869.0,1027.7139221379841,0.0,1648.2848053449602,869.0,818.0,920.0
1984,46-65 y.,Indirect migration background,,,,,,,,,,,,
1984,66 and older,No migration background,48,539.7627275634636,454.81854801141344,624.7069071155138,153.0,309.55826218015926,720.8230256448351,31.0,1572.5575641120877,310.0,134.0,421.275
1984,66 and older,Direct migration background,,,,,,,,,,,,
1984,66 and older,Indirect migration background,,,,,,,,,,,,
1985,0-16 y.,No migration background,,,,,,,,,,,,
1985,0-16 y.,Direct migration background,,,,,,,,,,,,
1985,0-16 y.,Indirect migration background,,,,,,,,,,,,
1985,17-29 y.,No migration background,1373,638.4349451991244,628.8451818456757,648.0247085525731,303.67596413127285,665.0,869.0,0.0,1716.9860538030907,665.0,640.0,704.0
