"year","alter_gr","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1984","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1984","16-34 Jahre alt","AkademikerInnen","","","","",""
"1984","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1984","16-34 Jahre alt","Realschulabschluss","701.81","699.77","696","668.88","734.74"
"1984","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1984","35-65 Jahre alt","(noch) kein Abschluss","812.93","819.25","496","785.49","840.37"
"1984","35-65 Jahre alt","AkademikerInnen","1693.74","1687","414","1619.04","1768.44"
"1984","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1984","35-65 Jahre alt","Realschulabschluss","1101.84","1023","474","1038.51","1165.17"
"1984","66 und Ã¤lter","(Fach-)Abitur","1054.29","1014.98","6","707.1","1401.48"
"1984","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1984","66 und Ã¤lter","AkademikerInnen","1407.1","604.86","8","465.92","2348.28"
"1984","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1984","66 und Ã¤lter","Realschulabschluss","338.29","164.22","8","-114.27","790.85"
"1985","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1985","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1985","16-34 Jahre alt","AkademikerInnen","","","","",""
"1985","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1985","16-34 Jahre alt","Realschulabschluss","704.61","716","674","671.37","737.85"
"1985","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1985","35-65 Jahre alt","(noch) kein Abschluss","829.47","818","407","802.3","856.64"
"1985","35-65 Jahre alt","AkademikerInnen","1693.76","1716.76","399","1619.48","1768.04"
"1985","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1985","35-65 Jahre alt","Realschulabschluss","1194.29","1081.98","462","1099.61","1288.97"
"1985","66 und Ã¤lter","(Fach-)Abitur","661.93","474.44","8","264.76","1059.1"
"1985","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1985","66 und Ã¤lter","AkademikerInnen","1376.26","1144.97","5","164.48","2588.04"
"1985","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1985","66 und Ã¤lter","Realschulabschluss","367.61","182","7","-151.64","886.86"
"1986","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1986","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1986","16-34 Jahre alt","AkademikerInnen","","","","",""
"1986","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1986","16-34 Jahre alt","Realschulabschluss","732.26","716","672","696.04","768.48"
"1986","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1986","35-65 Jahre alt","(noch) kein Abschluss","841.19","842.18","374","810.83","871.55"
"1986","35-65 Jahre alt","AkademikerInnen","1838.5","1790","398","1762.47","1914.53"
"1986","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1986","35-65 Jahre alt","Realschulabschluss","1186.74","1092.32","438","1120.8","1252.68"
"1986","66 und Ã¤lter","(Fach-)Abitur","1190.07","909.8","4","285.97","2094.17"
"1986","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1986","66 und Ã¤lter","AkademikerInnen","1760.94","1640.73","5","713.12","2808.76"
"1986","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1986","66 und Ã¤lter","Realschulabschluss","667.58","372.76","7","72.54","1262.62"
"1987","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1987","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1987","16-34 Jahre alt","AkademikerInnen","","","","",""
"1987","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1987","16-34 Jahre alt","Realschulabschluss","748.48","767","700","717.36","779.6"
"1987","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1987","35-65 Jahre alt","(noch) kein Abschluss","859.99","869","362","820.77","899.21"
"1987","35-65 Jahre alt","AkademikerInnen","1802.19","1841","398","1721.85","1882.53"
"1987","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1987","35-65 Jahre alt","Realschulabschluss","1203.53","1125","438","1132.05","1275.01"
"1987","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"1987","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1987","66 und Ã¤lter","AkademikerInnen","1898.58","1575","8","1221.54","2575.62"
"1987","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1987","66 und Ã¤lter","Realschulabschluss","401.79","189.67","4","-91.73","895.31"
"1988","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1988","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1988","16-34 Jahre alt","AkademikerInnen","","","","",""
"1988","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1988","16-34 Jahre alt","Realschulabschluss","767.87","782","668","736.89","798.85"
"1988","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1988","35-65 Jahre alt","(noch) kein Abschluss","864.52","899.69","317","826.98","902.06"
"1988","35-65 Jahre alt","AkademikerInnen","1877.1","1943","379","1789.97","1964.23"
"1988","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1988","35-65 Jahre alt","Realschulabschluss","1217.95","1125","441","1150.25","1285.65"
"1988","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"1988","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1988","66 und Ã¤lter","AkademikerInnen","","","","",""
"1988","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1988","66 und Ã¤lter","Realschulabschluss","419","154.43","5","-116.22","954.22"
"1989","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1989","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1989","16-34 Jahre alt","AkademikerInnen","","","","",""
"1989","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1989","16-34 Jahre alt","Realschulabschluss","806.59","818","679","772.88","840.3"
"1989","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1989","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1989","35-65 Jahre alt","AkademikerInnen","1972.88","1890.44","376","1868.8","2076.96"
"1989","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1989","35-65 Jahre alt","Realschulabschluss","1270.88","1176","425","1200.12","1341.64"
"1989","66 und Ã¤lter","(Fach-)Abitur","928.44","736.45","6","576.17","1280.71"
"1989","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1989","66 und Ã¤lter","AkademikerInnen","","","","",""
"1989","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1989","66 und Ã¤lter","Realschulabschluss","","","","",""
"1990","16-34 Jahre alt","(Fach-)Abitur","791","748.47","333","742.39","839.61"
"1990","16-34 Jahre alt","(noch) kein Abschluss","763.73","869","96","675.86","851.6"
"1990","16-34 Jahre alt","AkademikerInnen","1058.95","869","434","999.86","1118.04"
"1990","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1990","16-34 Jahre alt","Realschulabschluss","","","","",""
"1990","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1990","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1990","35-65 Jahre alt","AkademikerInnen","1482.75","1278","957","1421.49","1544.01"
"1990","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1990","35-65 Jahre alt","Realschulabschluss","1073.36","962.83","879","1027.91","1118.81"
"1990","66 und Ã¤lter","(Fach-)Abitur","865.66","814.27","7","588.47","1142.85"
"1990","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1990","66 und Ã¤lter","AkademikerInnen","","","","",""
"1990","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1990","66 und Ã¤lter","Realschulabschluss","566.52","488.27","7","297.85","835.19"
"1991","16-34 Jahre alt","(Fach-)Abitur","861.28","869","350","809.65","912.91"
"1991","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1991","16-34 Jahre alt","AkademikerInnen","1130.58","892.68","390","1065.19","1195.97"
"1991","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1991","16-34 Jahre alt","Realschulabschluss","","","","",""
"1991","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1991","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1991","35-65 Jahre alt","AkademikerInnen","1609.47","1432","924","1544.25","1674.69"
"1991","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1991","35-65 Jahre alt","Realschulabschluss","1112.04","971","876","1063.45","1160.63"
"1991","66 und Ã¤lter","(Fach-)Abitur","875.71","641.58","7","391.77","1359.65"
"1991","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1991","66 und Ã¤lter","AkademikerInnen","1052.56","675.63","9","452.55","1652.57"
"1991","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1991","66 und Ã¤lter","Realschulabschluss","468.83","336.05","6","84.29","853.37"
"1992","16-34 Jahre alt","(Fach-)Abitur","926.18","965.41","340","872.13","980.23"
"1992","16-34 Jahre alt","(noch) kein Abschluss","760.62","775.43","95","654.1","867.14"
"1992","16-34 Jahre alt","AkademikerInnen","1207.73","1099.49","352","1143.74","1271.72"
"1992","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1992","16-34 Jahre alt","Realschulabschluss","","","","",""
"1992","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1992","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1992","35-65 Jahre alt","AkademikerInnen","1759.93","1543.08","900","1696.16","1823.7"
"1992","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1992","35-65 Jahre alt","Realschulabschluss","1225.58","1109.46","864","1180.07","1271.09"
"1992","66 und Ã¤lter","(Fach-)Abitur","472.97","323.21","4","85.96","859.98"
"1992","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1992","66 und Ã¤lter","AkademikerInnen","935.38","843.5","7","200.03","1670.73"
"1992","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1992","66 und Ã¤lter","Realschulabschluss","","","","",""
"1993","16-34 Jahre alt","(Fach-)Abitur","961.01","971","346","907.47","1014.55"
"1993","16-34 Jahre alt","(noch) kein Abschluss","752.86","870.65","85","648.2","857.52"
"1993","16-34 Jahre alt","AkademikerInnen","1402.63","1329","338","1333.87","1471.39"
"1993","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1993","16-34 Jahre alt","Realschulabschluss","","","","",""
"1993","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1993","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1993","35-65 Jahre alt","AkademikerInnen","1948.91","1769.4","893","1878.97","2018.85"
"1993","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1993","35-65 Jahre alt","Realschulabschluss","1396.53","1227","879","1328.97","1464.09"
"1993","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"1993","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
