year,regtyp,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Urban regions,Statutory health insurance,0.72876,7912,8873,0.71951,0.73801
1999,Urban regions,Private health insurance,0.09588,890,8873,0.08976,0.10201
1999,Urban regions,No insurance,0.00701,71,8873,0.00528,0.00875
1999,Rural regions,Statutory health insurance,0.74654,4437,4796,0.73423,0.75886
1999,Rural regions,Private health insurance,0.06496,320,4796,0.05798,0.07193
1999,Rural regions,No insurance,0.00663,39,4796,0.00433,0.00893
2000,Urban regions,Statutory health insurance,0.72314,13763,15692,0.71614,0.73014
2000,Urban regions,Private health insurance,0.10007,1837,15692,0.09537,0.10476
2000,Urban regions,No insurance,0.00518,92,15692,0.00406,0.00630
2000,Rural regions,Statutory health insurance,0.74925,7660,8389,0.73998,0.75853
2000,Rural regions,Private health insurance,0.06951,682,8389,0.06407,0.07496
2000,Rural regions,No insurance,0.00426,47,8389,0.00286,0.00565
2001,Urban regions,Statutory health insurance,0.71895,12495,14296,0.71158,0.72632
2001,Urban regions,Private health insurance,0.10384,1716,14296,0.09884,0.10884
2001,Urban regions,No insurance,0.00542,85,14296,0.00422,0.00662
2001,Rural regions,Statutory health insurance,0.75520,6963,7619,0.74554,0.76485
2001,Rural regions,Private health insurance,0.06876,611,7619,0.06308,0.07444
2001,Rural regions,No insurance,0.00563,45,7619,0.00395,0.00731
2002,Urban regions,Statutory health insurance,0.72651,12736,15259,0.71944,0.73358
2002,Urban regions,Private health insurance,0.10050,2452,15259,0.09573,0.10528
2002,Urban regions,No insurance,0.00362,71,15259,0.00267,0.00458
2002,Rural regions,Statutory health insurance,0.75757,6874,7754,0.74803,0.76711
2002,Rural regions,Private health insurance,0.06908,834,7754,0.06344,0.07473
2002,Rural regions,No insurance,0.00427,46,7754,0.00282,0.00572
2003,Urban regions,Statutory health insurance,0.72541,12302,14708,0.71820,0.73262
2003,Urban regions,Private health insurance,0.09983,2326,14708,0.09498,0.10467
2003,Urban regions,No insurance,0.00440,80,14708,0.00333,0.00547
2003,Rural regions,Statutory health insurance,0.75994,6596,7428,0.75023,0.76965
2003,Rural regions,Private health insurance,0.06926,786,7428,0.06348,0.07503
2003,Rural regions,No insurance,0.00568,46,7428,0.00397,0.00739
2004,Urban regions,Statutory health insurance,0.72869,11956,14230,0.72139,0.73600
2004,Urban regions,Private health insurance,0.09790,2274,14230,0.09301,0.10278
2004,Rural regions,Statutory health insurance,0.76131,6428,7200,0.75147,0.77116
2004,Rural regions,Private health insurance,0.07068,772,7200,0.06476,0.07660
2005,Urban regions,Statutory health insurance,0.73240,11416,13603,0.72496,0.73984
2005,Urban regions,Private health insurance,0.09724,2187,13603,0.09226,0.10222
2005,Rural regions,Statutory health insurance,0.75565,6128,6849,0.74548,0.76583
2005,Rural regions,Private health insurance,0.07442,721,6849,0.06821,0.08064
2006,Urban regions,Statutory health insurance,0.72708,12004,14328,0.71979,0.73438
2006,Urban regions,Private health insurance,0.10119,2324,14328,0.09625,0.10612
2006,Rural regions,Statutory health insurance,0.74669,6640,7465,0.73682,0.75656
2006,Rural regions,Private health insurance,0.07923,825,7465,0.07310,0.08536
2007,Urban regions,Statutory health insurance,0.72283,11159,13299,0.71522,0.73043
2007,Urban regions,Private health insurance,0.10050,2140,13299,0.09539,0.10561
2007,Rural regions,Statutory health insurance,0.74654,6203,6990,0.73634,0.75674
2007,Rural regions,Private health insurance,0.08169,787,6990,0.07527,0.08811
2008,Urban regions,Statutory health insurance,0.73427,10616,12635,0.72657,0.74197
2008,Urban regions,Private health insurance,0.10040,2019,12635,0.09516,0.10564
2008,Rural regions,Statutory health insurance,0.76182,5896,6637,0.75157,0.77206
2008,Rural regions,Private health insurance,0.08121,741,6637,0.07464,0.08778
2009,Urban regions,Statutory health insurance,0.73586,9781,11666,0.72786,0.74386
2009,Urban regions,Private health insurance,0.10395,1885,11666,0.09841,0.10949
2009,Rural regions,Statutory health insurance,0.75996,5604,6329,0.74943,0.77048
2009,Rural regions,Private health insurance,0.08757,725,6329,0.08060,0.09453
2010,Urban regions,Statutory health insurance,0.73577,13240,15589,0.72884,0.74269
2010,Urban regions,Private health insurance,0.10608,2349,15589,0.10124,0.11091
2010,Rural regions,Statutory health insurance,0.75856,7473,8342,0.74937,0.76774
2010,Rural regions,Private health insurance,0.09010,869,8342,0.08395,0.09624
2011,Urban regions,Statutory health insurance,0.72514,15404,18122,0.71864,0.73164
2011,Urban regions,Private health insurance,0.10972,2718,18122,0.10517,0.11427
2011,Rural regions,Statutory health insurance,0.75123,9127,10182,0.74283,0.75963
2011,Rural regions,Private health insurance,0.08853,1055,10182,0.08301,0.09404
2012,Urban regions,Statutory health insurance,0.72379,14867,17471,0.71716,0.73042
2012,Urban regions,Private health insurance,0.11227,2604,17471,0.10759,0.11695
2012,Rural regions,Statutory health insurance,0.75906,9063,10119,0.75072,0.76739
2012,Rural regions,Private health insurance,0.08563,1056,10119,0.08017,0.09108
2013,Urban regions,Statutory health insurance,0.72467,17530,20100,0.71850,0.73085
2013,Urban regions,Private health insurance,0.11275,2570,20100,0.10838,0.11712
2013,Rural regions,Statutory health insurance,0.76185,9469,10473,0.75369,0.77001
2013,Rural regions,Private health insurance,0.08544,1004,10473,0.08008,0.09079
2014,Urban regions,Statutory health insurance,0.72581,15296,17579,0.71922,0.73241
2014,Urban regions,Private health insurance,0.10951,2283,17579,0.10490,0.11413
2014,Rural regions,Statutory health insurance,0.76288,8497,9434,0.75430,0.77147
2014,Rural regions,Private health insurance,0.08779,937,9434,0.08208,0.09350
2015,Urban regions,Statutory health insurance,0.72728,15228,17428,0.72067,0.73390
2015,Urban regions,Private health insurance,0.11311,2200,17428,0.10841,0.11781
2015,Rural regions,Statutory health insurance,0.75891,8371,9294,0.75022,0.76761
2015,Rural regions,Private health insurance,0.08851,923,9294,0.08274,0.09429
2016,Urban regions,Statutory health insurance,0.72422,13715,15731,0.71723,0.73120
2016,Urban regions,Private health insurance,0.10914,2016,15731,0.10426,0.11401
2016,Rural regions,Statutory health insurance,0.75462,7657,8517,0.74548,0.76376
2016,Rural regions,Private health insurance,0.08646,860,8517,0.08050,0.09243
2017,Urban regions,Statutory health insurance,0.72087,14839,17105,0.71414,0.72759
2017,Urban regions,Private health insurance,0.10863,2266,17105,0.10396,0.11329
2017,Rural regions,Statutory health insurance,0.75006,8439,9382,0.74130,0.75883
2017,Rural regions,Private health insurance,0.08595,943,9382,0.08028,0.09162
2018,Urban regions,Statutory health insurance,0.72705,14526,16641,0.72028,0.73382
2018,Urban regions,Private health insurance,0.10756,2115,16641,0.10285,0.11227
2018,Rural regions,Statutory health insurance,0.75347,8103,8965,0.74455,0.76239
2018,Rural regions,Private health insurance,0.08469,862,8965,0.07892,0.09045
2019,Urban regions,Statutory health insurance,0.72080,13554,16329,0.71392,0.72768
2019,Urban regions,Private health insurance,0.10706,2775,16329,0.10232,0.11181
2019,Rural regions,Statutory health insurance,0.74498,7661,8784,0.73586,0.75410
2019,Rural regions,Private health insurance,0.08687,1123,8784,0.08098,0.09276
2020,Urban regions,Statutory health insurance,0.72267,16438,18970,0.71630,0.72904
2020,Urban regions,Private health insurance,0.10824,2532,18970,0.10382,0.11266
2020,Rural regions,Statutory health insurance,0.74774,8373,9352,0.73893,0.75654
2020,Rural regions,Private health insurance,0.08230,979,9352,0.07673,0.08787
