year,quintil_oecd,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,1st Quintile,Statutory health insurance,0.74251,2520,2576,0.72563,0.75940
1999,1st Quintile,Private health insurance,0.01655,56,2576,0.01162,0.02147
1999,2nd Quintile,Statutory health insurance,0.77232,2788,2860,0.75695,0.78769
1999,2nd Quintile,Private health insurance,0.02226,72,2860,0.01685,0.02766
1999,3rd Quintile,Statutory health insurance,0.75413,2634,2793,0.73815,0.77010
1999,3rd Quintile,Private health insurance,0.05293,159,2793,0.04463,0.06124
1999,4th Quintile,Statutory health insurance,0.75750,2461,2780,0.74156,0.77343
1999,4th Quintile,Private health insurance,0.09354,287,2780,0.08271,0.10437
1999,4th Quintile,No insurance,0.00957,32,2780,0.00595,0.01319
1999,5th Quintile,Statutory health insurance,0.64520,1946,2582,0.62674,0.66366
1999,5th Quintile,Private health insurance,0.24572,636,2582,0.22911,0.26233
2000,1st Quintile,Statutory health insurance,0.76135,2531,2573,0.74487,0.77782
2000,1st Quintile,Private health insurance,0.01199,42,2573,0.00778,0.01619
2000,2nd Quintile,Statutory health insurance,0.75599,2672,2751,0.73994,0.77205
2000,2nd Quintile,Private health insurance,0.02658,79,2751,0.02057,0.03259
2000,3rd Quintile,Statutory health insurance,0.76084,2526,2694,0.74473,0.77695
2000,3rd Quintile,Private health insurance,0.05068,168,2694,0.04240,0.05896
2000,4th Quintile,Statutory health insurance,0.75509,2382,2677,0.73880,0.77139
2000,4th Quintile,Private health insurance,0.09564,295,2677,0.08449,0.10678
2000,5th Quintile,Statutory health insurance,0.62504,1856,2510,0.60610,0.64399
2000,5th Quintile,Private health insurance,0.25645,654,2510,0.23936,0.27354
2001,1st Quintile,Statutory health insurance,0.74816,3763,3840,0.73443,0.76189
2001,1st Quintile,Private health insurance,0.01753,77,3840,0.01338,0.02168
2001,2nd Quintile,Statutory health insurance,0.75745,4218,4360,0.74473,0.77017
2001,2nd Quintile,Private health insurance,0.02999,142,4360,0.02493,0.03505
2001,3rd Quintile,Statutory health insurance,0.76807,4223,4503,0.75574,0.78039
2001,3rd Quintile,Private health insurance,0.05015,280,4503,0.04378,0.05653
2001,4th Quintile,Statutory health insurance,0.75580,4029,4580,0.74335,0.76824
2001,4th Quintile,Private health insurance,0.09958,551,4580,0.09091,0.10825
2001,5th Quintile,Statutory health insurance,0.62335,3224,4501,0.60919,0.63750
2001,5th Quintile,Private health insurance,0.26631,1277,4501,0.25340,0.27923
2002,1st Quintile,Statutory health insurance,0.75652,3372,3440,0.74218,0.77087
2002,1st Quintile,Private health insurance,0.01774,68,3440,0.01333,0.02216
2002,2nd Quintile,Statutory health insurance,0.77726,3803,3931,0.76425,0.79027
2002,2nd Quintile,Private health insurance,0.02689,128,3931,0.02183,0.03195
2002,3rd Quintile,Statutory health insurance,0.75694,3775,4043,0.74371,0.77016
2002,3rd Quintile,Private health insurance,0.05261,268,4043,0.04573,0.05949
2002,4th Quintile,Statutory health insurance,0.75762,3838,4335,0.74486,0.77038
2002,4th Quintile,Private health insurance,0.09270,497,4335,0.08406,0.10133
2002,5th Quintile,Statutory health insurance,0.68119,3652,4972,0.66824,0.69415
2002,5th Quintile,Private health insurance,0.22767,1284,4972,0.21601,0.23932
2002,5th Quintile,No insurance,0.00529,36,4972,0.00327,0.00730
2003,1st Quintile,Statutory health insurance,0.76740,3305,3378,0.75315,0.78165
2003,1st Quintile,Private health insurance,0.01608,73,3378,0.01183,0.02032
2003,2nd Quintile,Statutory health insurance,0.77032,3746,3855,0.75704,0.78360
2003,2nd Quintile,Private health insurance,0.02208,109,3855,0.01744,0.02671
2003,3rd Quintile,Statutory health insurance,0.75811,3803,4095,0.74499,0.77123
2003,3rd Quintile,Private health insurance,0.05636,292,4095,0.04930,0.06343
2003,4th Quintile,Statutory health insurance,0.76453,3879,4394,0.75199,0.77708
2003,4th Quintile,Private health insurance,0.08869,515,4394,0.08028,0.09710
2003,5th Quintile,Statutory health insurance,0.62195,4164,6322,0.61000,0.63391
2003,5th Quintile,Private health insurance,0.26747,2121,6322,0.25656,0.27838
2003,5th Quintile,No insurance,0.00422,37,6322,0.00262,0.00582
2004,1st Quintile,Statutory health insurance,0.76512,3182,3271,0.75059,0.77965
2004,1st Quintile,Private health insurance,0.01884,89,3271,0.01418,0.02350
2004,2nd Quintile,Statutory health insurance,0.77134,3665,3788,0.75796,0.78472
2004,2nd Quintile,Private health insurance,0.02363,123,3788,0.01879,0.02847
2004,3rd Quintile,Statutory health insurance,0.77284,3670,3898,0.75969,0.78600
2004,3rd Quintile,Private health insurance,0.04445,228,3898,0.03798,0.05092
2004,4th Quintile,Statutory health insurance,0.76467,3805,4315,0.75201,0.77733
2004,4th Quintile,Private health insurance,0.08516,510,4315,0.07683,0.09349
