year,sex,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,male,Statutory health insurance,0.70046,5783,6606,0.68941,0.71151
1999,male,Private health insurance,0.10858,741,6606,0.10107,0.11608
1999,male,No insurance,0.01070,82,6606,0.00822,0.01318
1999,female,Statutory health insurance,0.76681,6566,7035,0.75693,0.77669
1999,female,Private health insurance,0.06470,469,7035,0.05895,0.07044
2000,male,Statutory health insurance,0.69473,9930,11571,0.68634,0.70313
2000,male,Private health insurance,0.11528,1543,11571,0.10946,0.12110
2000,male,No insurance,0.00720,98,11571,0.00566,0.00874
2000,female,Statutory health insurance,0.76670,11493,12510,0.75929,0.77412
2000,female,Private health insurance,0.06636,976,12510,0.06200,0.07072
2000,female,No insurance,0.00267,41,12510,0.00176,0.00357
2001,male,Statutory health insurance,0.69332,8998,10523,0.68451,0.70213
2001,male,Private health insurance,0.11802,1420,10523,0.11186,0.12419
2001,male,No insurance,0.00937,105,10523,0.00753,0.01121
2001,female,Statutory health insurance,0.76614,10460,11367,0.75836,0.77393
2001,female,Private health insurance,0.06835,907,11367,0.06371,0.07299
2002,male,Statutory health insurance,0.70031,9058,11120,0.69179,0.70883
2002,male,Private health insurance,0.11554,1972,11120,0.10960,0.12148
2002,male,No insurance,0.00612,90,11120,0.00467,0.00757
2002,female,Statutory health insurance,0.77121,10552,11866,0.76366,0.77877
2002,female,Private health insurance,0.06630,1314,11866,0.06183,0.07078
2003,male,Statutory health insurance,0.70133,8712,10658,0.69264,0.71002
2003,male,Private health insurance,0.11442,1849,10658,0.10837,0.12046
2003,male,No insurance,0.00761,97,10658,0.00596,0.00926
2003,female,Statutory health insurance,0.77006,10186,11449,0.76235,0.77777
2003,female,Private health insurance,0.06678,1263,11449,0.06221,0.07135
2004,male,Statutory health insurance,0.70415,8447,10260,0.69531,0.71298
2004,male,Private health insurance,0.11457,1813,10260,0.10840,0.12073
2004,female,Statutory health insurance,0.77251,9937,11170,0.76474,0.78029
2004,female,Private health insurance,0.06500,1233,11170,0.06043,0.06958
2005,male,Statutory health insurance,0.70432,8028,9746,0.69526,0.71338
2005,male,Private health insurance,0.11433,1718,9746,0.10802,0.12065
2005,female,Statutory health insurance,0.77388,9516,10706,0.76596,0.78181
2005,female,Private health insurance,0.06661,1190,10706,0.06189,0.07133
2006,male,Statutory health insurance,0.69678,8485,10368,0.68793,0.70563
2006,male,Private health insurance,0.12163,1883,10368,0.11534,0.12792
2006,female,Statutory health insurance,0.76870,10159,11425,0.76097,0.77643
2006,female,Private health insurance,0.06759,1266,11425,0.06299,0.07219
2007,male,Statutory health insurance,0.69210,7906,9634,0.68289,0.70132
2007,male,Private health insurance,0.12136,1728,9634,0.11484,0.12788
2007,female,Statutory health insurance,0.76745,9456,10655,0.75942,0.77547
2007,female,Private health insurance,0.06849,1199,10655,0.06370,0.07329
2008,male,Statutory health insurance,0.70581,7535,9183,0.69649,0.71513
2008,male,Private health insurance,0.12316,1648,9183,0.11644,0.12988
2008,female,Statutory health insurance,0.77900,8977,10089,0.77090,0.78709
2008,female,Private health insurance,0.06641,1112,10089,0.06156,0.07127
2009,male,Statutory health insurance,0.70647,7018,8582,0.69683,0.71610
2009,male,Private health insurance,0.12717,1564,8582,0.12012,0.13422
2009,female,Statutory health insurance,0.77959,8367,9413,0.77121,0.78796
2009,female,Private health insurance,0.07109,1046,9413,0.06590,0.07628
2010,male,Statutory health insurance,0.70753,8966,10891,0.69898,0.71607
2010,male,Private health insurance,0.12921,1925,10891,0.12291,0.13551
