year,bula_h,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Schleswig-Holstein,Statutory health insurance,0.69179,275,314,0.64063,0.74295
1999,Schleswig-Holstein,Private health insurance,0.08467,39,314,0.05383,0.11551
1999,Hamburg,Statutory health insurance,0.78460,127,127,0.71281,0.85638
1999,Lower Saxony,Statutory health insurance,0.72259,1034,1149,0.69669,0.74849
1999,Lower Saxony,Private health insurance,0.08000,115,1149,0.06431,0.09570
1999,Bremen,Statutory health insurance,0.88346,84,84,0.81443,0.95250
1999,North Rhine-Westphalia,Statutory health insurance,0.71933,2371,2672,0.70229,0.73637
1999,North Rhine-Westphalia,Private health insurance,0.09699,301,2672,0.08576,0.10821
1999,Hesse,Statutory health insurance,0.72482,799,892,0.69550,0.75415
1999,Hesse,Private health insurance,0.10419,93,892,0.08413,0.12425
1999,"Rhineland-Palatinate, Saarland",Statutory health insurance,0.71362,681,765,0.68156,0.74567
1999,"Rhineland-Palatinate, Saarland",Private health insurance,0.10701,84,765,0.08509,0.12893
1999,Baden-Wuerttemberg,Statutory health insurance,0.72296,1562,1715,0.70178,0.74415
1999,Baden-Wuerttemberg,Private health insurance,0.08166,153,1715,0.06869,0.09462
1999,Bavaria,Statutory health insurance,0.70175,1568,1776,0.68046,0.72303
1999,Bavaria,Private health insurance,0.12162,208,1776,0.10642,0.13683
1999,Berlin,Statutory health insurance,0.72193,453,513,0.68312,0.76074
1999,Berlin,Private health insurance,0.10181,60,513,0.07561,0.12800
1999,Brandenburg,Statutory health insurance,0.80127,571,571,0.76851,0.83403
1999,Mecklenburg-Western Pomerania,Statutory health insurance,0.77644,368,368,0.73382,0.81907
1999,Saxony,Statutory health insurance,0.81174,1101,1143,0.78907,0.83442
1999,Saxony,Private health insurance,0.03026,42,1143,0.02033,0.04020
1999,Saxony-Anhalt,Statutory health insurance,0.85081,666,666,0.82373,0.87789
1999,Thuringa,Statutory health insurance,0.78946,689,689,0.75900,0.81993
2000,Schleswig-Holstein,Statutory health insurance,0.70043,588,695,0.66635,0.73452
2000,Schleswig-Holstein,Private health insurance,0.11315,107,695,0.08958,0.13672
2000,Hamburg,Statutory health insurance,0.75670,258,298,0.70790,0.80550
2000,Hamburg,Private health insurance,0.10491,40,298,0.07006,0.13976
2000,Lower Saxony,Statutory health insurance,0.72138,1799,2009,0.70177,0.74099
2000,Lower Saxony,Private health insurance,0.08106,210,2009,0.06913,0.09300
2000,Bremen,Statutory health insurance,0.80365,176,176,0.74480,0.86251
2000,North Rhine-Westphalia,Statutory health insurance,0.72629,4484,5138,0.71410,0.73848
2000,North Rhine-Westphalia,Private health insurance,0.09893,618,5138,0.09077,0.10710
2000,North Rhine-Westphalia,No insurance,0.00551,36,5138,0.00349,0.00754
2000,Hesse,Statutory health insurance,0.71604,1470,1659,0.69434,0.73775
2000,Hesse,Private health insurance,0.09874,189,1659,0.08439,0.11310
2000,"Rhineland-Palatinate, Saarland",Statutory health insurance,0.70869,1280,1459,0.68536,0.73201
2000,"Rhineland-Palatinate, Saarland",Private health insurance,0.09416,179,1459,0.07917,0.10915
2000,Baden-Wuerttemberg,Statutory health insurance,0.70125,2600,2935,0.68469,0.71782
2000,Baden-Wuerttemberg,Private health insurance,0.09697,335,2935,0.08626,0.10768
