year,sampreg,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,West,Statutory health insurance,0.71774,8746,9886,0.70887,0.72661
1999,West,Private health insurance,0.09788,1050,9886,0.09203,0.10374
1999,West,No insurance,0.00758,90,9886,0.00587,0.00929
1999,East,Statutory health insurance,0.80748,3603,3763,0.79488,0.82008
1999,East,Private health insurance,0.03455,160,3763,0.02871,0.04039
2000,West,Statutory health insurance,0.71484,15897,18240,0.70829,0.72139
2000,West,Private health insurance,0.10167,2224,18240,0.09728,0.10606
2000,West,No insurance,0.00546,119,18240,0.00439,0.00653
2000,East,Statutory health insurance,0.80419,5526,5821,0.79400,0.81439
2000,East,Private health insurance,0.04064,295,5821,0.03557,0.04571
2001,West,Statutory health insurance,0.71267,14325,16480,0.70576,0.71957
2001,West,Private health insurance,0.10368,2048,16480,0.09902,0.10833
2001,West,No insurance,0.00580,107,16480,0.00464,0.00696
2001,East,Statutory health insurance,0.80999,5133,5412,0.79954,0.82044
2001,East,Private health insurance,0.04358,279,5412,0.03814,0.04902
2002,West,Statutory health insurance,0.71824,14570,17585,0.71159,0.72489
2002,West,Private health insurance,0.10123,2918,17585,0.09677,0.10568
2002,West,No insurance,0.00380,97,17585,0.00289,0.00471
2002,East,Statutory health insurance,0.81829,5040,5408,0.80801,0.82856
2002,East,Private health insurance,0.04199,368,5408,0.03665,0.04734
2003,West,Statutory health insurance,0.71821,13955,16795,0.71141,0.72502
2003,West,Private health insurance,0.10011,2735,16795,0.09557,0.10465
2003,West,No insurance,0.00501,105,16795,0.00394,0.00608
2003,East,Statutory health insurance,0.81842,4943,5320,0.80806,0.82878
2003,East,Private health insurance,0.04502,377,5320,0.03945,0.05060
2004,West,Statutory health insurance,0.72076,13566,16235,0.71386,0.72766
2004,West,Private health insurance,0.09887,2669,16235,0.09427,0.10346
2004,East,Statutory health insurance,0.82256,4818,5195,0.81217,0.83295
2004,East,Private health insurance,0.04550,377,5195,0.03983,0.05117
2005,West,Statutory health insurance,0.72345,12922,15478,0.71641,0.73050
2005,West,Private health insurance,0.10008,2556,15478,0.09536,0.10481
2005,East,Statutory health insurance,0.81403,4622,4974,0.80322,0.82485
2005,East,Private health insurance,0.04417,352,4974,0.03846,0.04988
2006,West,Statutory health insurance,0.71622,13783,16561,0.70936,0.72309
2006,West,Private health insurance,0.10433,2778,16561,0.09968,0.10899
2006,East,Statutory health insurance,0.81117,4861,5232,0.80056,0.82177
2006,East,Private health insurance,0.04785,371,5232,0.04207,0.05364
2007,West,Statutory health insurance,0.71194,12766,15329,0.70477,0.71911
2007,West,Private health insurance,0.10412,2563,15329,0.09928,0.10895
2007,East,Statutory health insurance,0.81422,4596,4960,0.80339,0.82504
2007,East,Private health insurance,0.05071,364,4960,0.04461,0.05682
2008,West,Statutory health insurance,0.72548,12097,14514,0.71822,0.73274
2008,West,Private health insurance,0.10394,2417,14514,0.09897,0.10890
2008,East,Statutory health insurance,0.82391,4415,4758,0.81309,0.83474
2008,East,Private health insurance,0.04986,343,4758,0.04367,0.05604
2009,West,Statutory health insurance,0.72817,11181,13455,0.72066,0.73569
2009,West,Private health insurance,0.10822,2274,13455,0.10297,0.11347
2009,East,Statutory health insurance,0.81307,4204,4540,0.80173,0.82441
2009,East,Private health insurance,0.05574,336,4540,0.04907,0.06242
2010,West,Statutory health insurance,0.72681,15660,18463,0.72038,0.73324
2010,West,Private health insurance,0.11009,2803,18463,0.10558,0.11461
2010,East,Statutory health insurance,0.81853,5053,5468,0.80831,0.82874
2010,East,Private health insurance,0.05862,415,5468,0.05239,0.06485
2011,West,Statutory health insurance,0.71837,18710,22001,0.71242,0.72431
2011,West,Private health insurance,0.11221,3291,22001,0.10804,0.11638
2011,East,Statutory health insurance,0.80481,5821,6303,0.79502,0.81459
2011,East,Private health insurance,0.05905,482,6303,0.05323,0.06487
2012,West,Statutory health insurance,0.72100,18237,21429,0.71500,0.72701
2012,West,Private health insurance,0.11276,3192,21429,0.10853,0.11700
2012,East,Statutory health insurance,0.80339,5693,6161,0.79347,0.81332
2012,East,Private health insurance,0.05985,468,6161,0.05393,0.06578
2013,West,Statutory health insurance,0.72105,21337,24470,0.71543,0.72667
2013,West,Private health insurance,0.11413,3133,24470,0.11015,0.11812
2013,East,Statutory health insurance,0.81104,5662,6103,0.80122,0.82086
2013,East,Private health insurance,0.05535,441,6103,0.04961,0.06108
2014,West,Statutory health insurance,0.72334,18613,21442,0.71735,0.72932
2014,West,Private health insurance,0.11359,2829,21442,0.10934,0.11784
2014,East,Statutory health insurance,0.80564,5180,5571,0.79525,0.81603
2014,East,Private health insurance,0.05037,391,5571,0.04463,0.05611
2015,West,Statutory health insurance,0.72353,18582,21326,0.71753,0.72954
2015,West,Private health insurance,0.11630,2744,21326,0.11200,0.12060
2015,East,Statutory health insurance,0.80308,5017,5396,0.79247,0.81369
2015,East,Private health insurance,0.05288,379,5396,0.04690,0.05885
2016,West,Statutory health insurance,0.72149,16708,19224,0.71515,0.72782
2016,West,Private health insurance,0.11212,2516,19224,0.10766,0.11658
2016,East,Statutory health insurance,0.79295,4664,5024,0.78174,0.80415
2016,East,Private health insurance,0.05339,360,5024,0.04717,0.05960
2017,West,Statutory health insurance,0.71781,18085,20906,0.71170,0.72391
2017,West,Private health insurance,0.11198,2821,20906,0.10770,0.11625
2017,East,Statutory health insurance,0.78911,5193,5581,0.77841,0.79981
2017,East,Private health insurance,0.05091,388,5581,0.04515,0.05668
2018,West,Statutory health insurance,0.72551,17505,20123,0.71934,0.73168
2018,West,Private health insurance,0.11005,2618,20123,0.10573,0.11438
2018,East,Statutory health insurance,0.78243,5124,5483,0.77151,0.79336
2018,East,Private health insurance,0.05403,359,5483,0.04804,0.06001
2019,West,Statutory health insurance,0.71662,16682,20053,0.71038,0.72285
2019,West,Private health insurance,0.11056,3371,20053,0.10622,0.11490
2019,East,Statutory health insurance,0.78590,4932,5534,0.77509,0.79671
2019,East,Private health insurance,0.05382,602,5534,0.04787,0.05977
2020,West,Statutory health insurance,0.71798,19608,22618,0.71211,0.72384
2020,West,Private health insurance,0.11023,3010,22618,0.10615,0.11431
2020,East,Statutory health insurance,0.79161,5203,5704,0.78107,0.80215
2020,East,Private health insurance,0.05071,501,5704,0.04502,0.05641
