year,age_gr,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,Statutory health insurance,0.91031,2745,2972,0.90004,0.92059
1999,17-29 y.,Private health insurance,0.07677,192,2972,0.06720,0.08635
1999,17-29 y.,No insurance,0.01232,35,2972,0.00835,0.01629
1999,30-45 y.,Statutory health insurance,0.86668,4187,4713,0.85697,0.87638
1999,30-45 y.,Private health insurance,0.12000,480,4713,0.11072,0.12928
1999,30-45 y.,No insurance,0.01253,46,4713,0.00935,0.01570
1999,46-65 y.,Statutory health insurance,0.87480,3747,4164,0.86475,0.88486
1999,46-65 y.,Private health insurance,0.11990,417,4164,0.11003,0.12977
1999,66 and older,Statutory health insurance,0.91736,1670,1791,0.90460,0.93012
1999,66 and older,Private health insurance,0.07771,121,1791,0.06531,0.09012
2000,17-29 y.,Statutory health insurance,0.90490,4176,4571,0.89639,0.91340
2000,17-29 y.,Private health insurance,0.08163,348,4571,0.07369,0.08957
2000,17-29 y.,No insurance,0.01033,47,4571,0.00740,0.01327
2000,30-45 y.,Statutory health insurance,0.87103,7192,8158,0.86376,0.87831
2000,30-45 y.,Private health insurance,0.12195,921,8158,0.11485,0.12905
2000,30-45 y.,No insurance,0.00565,45,8158,0.00403,0.00728
2000,46-65 y.,Statutory health insurance,0.86561,6752,7756,0.85802,0.87321
2000,46-65 y.,Private health insurance,0.12743,965,7756,0.12001,0.13485
2000,46-65 y.,No insurance,0.00576,39,7756,0.00408,0.00745
2000,66 and older,Statutory health insurance,0.91407,3303,3588,0.90490,0.92324
2000,66 and older,Private health insurance,0.08309,285,3588,0.07406,0.09212
2001,17-29 y.,Statutory health insurance,0.90531,3730,4097,0.89635,0.91428
2001,17-29 y.,Private health insurance,0.07992,316,4097,0.07161,0.08822
2001,17-29 y.,No insurance,0.01414,51,4097,0.01052,0.01775
2001,30-45 y.,Statutory health insurance,0.87019,6455,7329,0.86249,0.87788
2001,30-45 y.,Private health insurance,0.12357,832,7329,0.11603,0.13110
2001,30-45 y.,No insurance,0.00624,42,7329,0.00444,0.00805
2001,46-65 y.,Statutory health insurance,0.86071,6162,7090,0.85265,0.86877
2001,46-65 y.,Private health insurance,0.13195,895,7090,0.12407,0.13982
2001,46-65 y.,No insurance,0.00618,33,7090,0.00436,0.00800
2001,66 and older,Statutory health insurance,0.91056,3111,3395,0.90096,0.92016
2001,66 and older,Private health insurance,0.08779,284,3395,0.07827,0.09731
2002,17-29 y.,Statutory health insurance,0.91411,3711,4108,0.90554,0.92268
2002,17-29 y.,Private health insurance,0.07737,397,4108,0.06920,0.08554
2002,30-45 y.,Statutory health insurance,0.87630,6299,7438,0.86882,0.88378
2002,30-45 y.,Private health insurance,0.11740,1093,7438,0.11008,0.12471
2002,30-45 y.,No insurance,0.00604,46,7438,0.00428,0.00781
2002,46-65 y.,Statutory health insurance,0.85774,6342,7847,0.85001,0.86547
2002,46-65 y.,Private health insurance,0.13839,1474,7847,0.13075,0.14604
2002,46-65 y.,No insurance,0.00304,31,7847,0.00182,0.00426
2002,66 and older,Statutory health insurance,0.92215,3258,3580,0.91337,0.93092
2002,66 and older,Private health insurance,0.07488,322,3580,0.06626,0.08351
2003,17-29 y.,Statutory health insurance,0.91215,3577,3997,0.90337,0.92092
2003,17-29 y.,Private health insurance,0.07340,379,3997,0.06531,0.08149
2003,17-29 y.,No insurance,0.01024,41,3997,0.00712,0.01336
2003,30-45 y.,Statutory health insurance,0.87645,5916,6929,0.86870,0.88420
2003,30-45 y.,Private health insurance,0.11579,977,6929,0.10826,0.12333
2003,30-45 y.,No insurance,0.00601,36,6929,0.00419,0.00783
2003,46-65 y.,Statutory health insurance,0.85632,6117,7561,0.84841,0.86423
2003,46-65 y.,Private health insurance,0.13849,1412,7561,0.13070,0.14627
2003,46-65 y.,No insurance,0.00375,32,7561,0.00237,0.00513
2003,66 and older,Statutory health insurance,0.91494,3288,3632,0.90587,0.92401
2003,66 and older,Private health insurance,0.07915,344,3632,0.07037,0.08793
2004,17-29 y.,Statutory health insurance,0.91389,3518,3903,0.90509,0.92269
2004,17-29 y.,Private health insurance,0.06873,385,3903,0.06079,0.07667
2004,30-45 y.,Statutory health insurance,0.87371,5551,6484,0.86563,0.88180
2004,30-45 y.,Private health insurance,0.11741,933,6484,0.10957,0.12525
2004,46-65 y.,Statutory health insurance,0.85051,5928,7312,0.84233,0.85868
2004,46-65 y.,Private health insurance,0.14088,1384,7312,0.13291,0.14886
2004,66 and older,Statutory health insurance,0.91781,3387,3731,0.90900,0.92663
2004,66 and older,Private health insurance,0.07210,344,3731,0.06380,0.08040
2005,17-29 y.,Statutory health insurance,0.90996,3394,3768,0.90081,0.91910
2005,17-29 y.,Private health insurance,0.06958,374,3768,0.06146,0.07771
2005,30-45 y.,Statutory health insurance,0.86577,5146,6016,0.85715,0.87438
2005,30-45 y.,Private health insurance,0.11974,870,6016,0.11153,0.12794
2005,46-65 y.,Statutory health insurance,0.84617,5624,6931,0.83768,0.85467
2005,46-65 y.,Private health insurance,0.14001,1307,6931,0.13184,0.14818
2005,66 and older,Statutory health insurance,0.91732,3380,3737,0.90849,0.92615
2005,66 and older,Private health insurance,0.07331,357,3737,0.06495,0.08166
2006,17-29 y.,Statutory health insurance,0.85478,3272,3636,0.84333,0.86623
2006,17-29 y.,Private health insurance,0.07269,364,3636,0.06425,0.08113
2006,30-45 y.,Statutory health insurance,0.87033,5328,6235,0.86199,0.87867
2006,30-45 y.,Private health insurance,0.12288,907,6235,0.11473,0.13103
2006,46-65 y.,Statutory health insurance,0.84621,6082,7523,0.83805,0.85436
2006,46-65 y.,Private health insurance,0.14670,1441,7523,0.13870,0.15469
2006,66 and older,Statutory health insurance,0.91204,3962,4399,0.90367,0.92041
2006,66 and older,Private health insurance,0.07993,437,4399,0.07192,0.08795
2007,17-29 y.,Statutory health insurance,0.83194,3007,3337,0.81925,0.84463
2007,17-29 y.,Private health insurance,0.06939,330,3337,0.06076,0.07801
2007,30-45 y.,Statutory health insurance,0.86164,4829,5657,0.85264,0.87064
2007,30-45 y.,Private health insurance,0.12731,828,5657,0.11862,0.13600
2007,46-65 y.,Statutory health insurance,0.84911,5682,7000,0.84073,0.85750
2007,46-65 y.,Private health insurance,0.14187,1318,7000,0.13369,0.15004
2007,66 and older,Statutory health insurance,0.90186,3844,4295,0.89297,0.91076
2007,66 and older,Private health insurance,0.08382,451,4295,0.07553,0.09211
2008,17-29 y.,Statutory health insurance,0.85797,2843,3146,0.84577,0.87017
2008,17-29 y.,Private health insurance,0.06584,303,3146,0.05717,0.07451
2008,30-45 y.,Statutory health insurance,0.87262,4438,5162,0.86352,0.88172
2008,30-45 y.,Private health insurance,0.12513,724,5162,0.11610,0.13415
2008,46-65 y.,Statutory health insurance,0.85649,5430,6677,0.84808,0.86490
2008,46-65 y.,Private health insurance,0.13930,1247,6677,0.13100,0.14761
2008,66 and older,Statutory health insurance,0.90720,3801,4287,0.89852,0.91589
2008,66 and older,Private health insurance,0.08992,486,4287,0.08136,0.09849
2009,17-29 y.,Statutory health insurance,0.86074,2568,2848,0.84802,0.87345
2009,17-29 y.,Private health insurance,0.07217,280,2848,0.06267,0.08168
2009,30-45 y.,Statutory health insurance,0.87137,4016,4668,0.86176,0.88098
2009,30-45 y.,Private health insurance,0.12596,652,4668,0.11644,0.13548
2009,46-65 y.,Statutory health insurance,0.85070,5147,6319,0.84191,0.85948
2009,46-65 y.,Private health insurance,0.14823,1172,6319,0.13946,0.15699
2009,66 and older,Statutory health insurance,0.90651,3654,4160,0.89767,0.91536
2009,66 and older,Private health insurance,0.09257,506,4160,0.08377,0.10138
2010,17-29 y.,Statutory health insurance,0.87184,3622,3909,0.86136,0.88232
2010,17-29 y.,Private health insurance,0.06978,287,3909,0.06179,0.07777
2010,30-45 y.,Statutory health insurance,0.86081,7887,9054,0.85368,0.86794
2010,30-45 y.,Private health insurance,0.13764,1167,9054,0.13054,0.14474
2010,46-65 y.,Statutory health insurance,0.85191,5709,6946,0.84355,0.86026
2010,46-65 y.,Private health insurance,0.14718,1237,6946,0.13884,0.15551
2010,66 and older,Statutory health insurance,0.90666,3495,4022,0.89767,0.91566
2010,66 and older,Private health insurance,0.09314,527,4022,0.08416,0.10213
2011,17-29 y.,Statutory health insurance,0.85624,3834,4157,0.84558,0.86691
2011,17-29 y.,Private health insurance,0.06967,323,4157,0.06193,0.07741
2011,30-45 y.,Statutory health insurance,0.85916,8679,9906,0.85231,0.86601
2011,30-45 y.,Private health insurance,0.13825,1227,9906,0.13145,0.14504
2011,46-65 y.,Statutory health insurance,0.85388,7589,9104,0.84663,0.86114
2011,46-65 y.,Private health insurance,0.14282,1515,9104,0.13563,0.15001
2011,66 and older,Statutory health insurance,0.88911,4429,5137,0.88052,0.89769
2011,66 and older,Private health insurance,0.10955,708,5137,0.10100,0.11809
2012,17-29 y.,Statutory health insurance,0.86259,3679,3972,0.85189,0.87330
2012,17-29 y.,Private health insurance,0.06631,293,3972,0.05857,0.07405
2012,30-45 y.,Statutory health insurance,0.86206,7970,9058,0.85496,0.86916
2012,30-45 y.,Private health insurance,0.13632,1088,9058,0.12925,0.14339
2012,46-65 y.,Statutory health insurance,0.85770,7849,9360,0.85062,0.86478
2012,46-65 y.,Private health insurance,0.14047,1511,9360,0.13343,0.14751
2012,66 and older,Statutory health insurance,0.87940,4432,5200,0.87054,0.88825
2012,66 and older,Private health insurance,0.11974,768,5200,0.11092,0.12857
2013,17-29 y.,Statutory health insurance,0.85819,4691,5010,0.84853,0.86785
2013,17-29 y.,Private health insurance,0.07139,319,5010,0.06426,0.07852
2013,30-45 y.,Statutory health insurance,0.87288,9315,10344,0.86646,0.87930
2013,30-45 y.,Private health insurance,0.12563,1029,10344,0.11925,0.13202
2013,46-65 y.,Statutory health insurance,0.85913,8707,10174,0.85237,0.86589
2013,46-65 y.,Private health insurance,0.13924,1467,10174,0.13252,0.14597
2013,66 and older,Statutory health insurance,0.87139,4286,5045,0.86215,0.88063
2013,66 and older,Private health insurance,0.12861,759,5045,0.11937,0.13785
2014,17-29 y.,Statutory health insurance,0.86410,4005,4271,0.85383,0.87438
2014,17-29 y.,Private health insurance,0.06177,266,4271,0.05454,0.06899
2014,30-45 y.,Statutory health insurance,0.87853,7670,8501,0.87159,0.88548
2014,30-45 y.,Private health insurance,0.11943,831,8501,0.11254,0.12633
2014,46-65 y.,Statutory health insurance,0.85680,7925,9294,0.84968,0.86393
2014,46-65 y.,Private health insurance,0.14003,1369,9294,0.13297,0.14708
2014,66 and older,Statutory health insurance,0.86449,4193,4947,0.85495,0.87402
2014,66 and older,Private health insurance,0.13357,754,4947,0.12409,0.14305
2015,17-29 y.,Statutory health insurance,0.86100,4150,4437,0.85082,0.87118
2015,17-29 y.,Private health insurance,0.06950,287,4437,0.06201,0.07698
2015,30-45 y.,Statutory health insurance,0.88160,7521,8269,0.87464,0.88857
2015,30-45 y.,Private health insurance,0.11588,748,8269,0.10898,0.12278
2015,46-65 y.,Statutory health insurance,0.85914,7810,9119,0.85200,0.86628
2015,46-65 y.,Private health insurance,0.13970,1309,9119,0.13258,0.14681
2015,66 and older,Statutory health insurance,0.85445,4118,4897,0.84457,0.86432
2015,66 and older,Private health insurance,0.14346,779,4897,0.13364,0.15328
2016,17-29 y.,Statutory health insurance,0.84116,3599,3847,0.82960,0.85271
2016,17-29 y.,Private health insurance,0.06966,248,3847,0.06161,0.07771
2016,30-45 y.,Statutory health insurance,0.88593,6473,7089,0.87853,0.89333
2016,30-45 y.,Private health insurance,0.10418,616,7089,0.09706,0.11129
2016,46-65 y.,Statutory health insurance,0.86018,7375,8601,0.85285,0.86751
2016,46-65 y.,Private health insurance,0.13704,1226,8601,0.12977,0.14431
2016,66 and older,Statutory health insurance,0.85424,3925,4711,0.84416,0.86432
2016,66 and older,Private health insurance,0.14512,786,4711,0.13506,0.15518
2017,17-29 y.,Statutory health insurance,0.83854,4031,4336,0.82758,0.84949
2017,17-29 y.,Private health insurance,0.06844,305,4336,0.06093,0.07596
2017,30-45 y.,Statutory health insurance,0.88937,6614,7244,0.88215,0.89659
2017,30-45 y.,Private health insurance,0.09903,630,7244,0.09215,0.10590
2017,46-65 y.,Statutory health insurance,0.85920,8542,9953,0.85236,0.86603
2017,46-65 y.,Private health insurance,0.13506,1411,9953,0.12835,0.14178
2017,66 and older,Statutory health insurance,0.84443,4091,4954,0.83434,0.85452
2017,66 and older,Private health insurance,0.15292,863,4954,0.14290,0.16295
2018,17-29 y.,Statutory health insurance,0.84238,3973,4257,0.83143,0.85333
2018,17-29 y.,Private health insurance,0.06824,284,4257,0.06067,0.07582
2018,30-45 y.,Statutory health insurance,0.89231,6187,6731,0.88490,0.89971
2018,30-45 y.,Private health insurance,0.09415,544,6731,0.08717,0.10113
2018,46-65 y.,Statutory health insurance,0.86521,8338,9629,0.85839,0.87203
2018,46-65 y.,Private health insurance,0.13175,1291,9629,0.12499,0.13850
2018,66 and older,Statutory health insurance,0.84441,4131,4989,0.83435,0.85447
2018,66 and older,Private health insurance,0.15458,858,4989,0.14455,0.16461
2019,17-29 y.,Statutory health insurance,0.83427,3535,3823,0.82248,0.84606
2019,17-29 y.,Private health insurance,0.06699,288,3823,0.05906,0.07491
2019,30-45 y.,Statutory health insurance,0.88662,5602,6270,0.87877,0.89447
2019,30-45 y.,Private health insurance,0.09560,668,6270,0.08832,0.10288
2019,46-65 y.,Statutory health insurance,0.86234,8410,10403,0.85572,0.86896
2019,46-65 y.,Private health insurance,0.13368,1993,10403,0.12714,0.14022
2019,66 and older,Statutory health insurance,0.84194,4131,5167,0.83199,0.85188
2019,66 and older,Private health insurance,0.15612,1036,5167,0.14622,0.16602
2020,17-29 y.,Statutory health insurance,0.84599,4751,5048,0.83603,0.85595
2020,17-29 y.,Private health insurance,0.06948,297,5048,0.06247,0.07650
2020,30-45 y.,Statutory health insurance,0.90196,7442,8014,0.89545,0.90847
2020,30-45 y.,Private health insurance,0.09064,572,8014,0.08435,0.09693
2020,46-65 y.,Statutory health insurance,0.86616,8699,10361,0.85960,0.87272
