year,migback,quintil_oecd,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,1st Quintile,Agree completely,0.11074,243,2152,0.09748,0.12400
1992,No migration background,1st Quintile,Agree,0.40210,906,2152,0.38137,0.42282
1992,No migration background,1st Quintile,Disagree,0.37243,767,2152,0.35200,0.39286
1992,No migration background,1st Quintile,Disagree completely,0.11473,236,2152,0.10127,0.12820
1992,No migration background,2nd Quintile,Agree completely,0.14342,315,2147,0.12859,0.15825
1992,No migration background,2nd Quintile,Agree,0.43156,970,2147,0.41060,0.45251
1992,No migration background,2nd Quintile,Disagree,0.34510,714,2147,0.32498,0.36521
1992,No migration background,2nd Quintile,Disagree completely,0.07993,148,2147,0.06845,0.09140
1992,No migration background,3rd Quintile,Agree completely,0.12835,268,1963,0.11355,0.14315
1992,No migration background,3rd Quintile,Agree,0.48242,941,1963,0.46031,0.50453
1992,No migration background,3rd Quintile,Disagree,0.30638,601,1963,0.28598,0.32678
1992,No migration background,3rd Quintile,Disagree completely,0.08285,153,1963,0.07065,0.09505
1992,No migration background,4th Quintile,Agree completely,0.12858,278,1960,0.11376,0.14340
1992,No migration background,4th Quintile,Agree,0.46525,935,1960,0.44316,0.48734
1992,No migration background,4th Quintile,Disagree,0.34025,624,1960,0.31927,0.36123
1992,No migration background,4th Quintile,Disagree completely,0.06592,123,1960,0.05493,0.07691
1992,No migration background,5th Quintile,Agree completely,0.17257,354,2073,0.15630,0.18884
1992,No migration background,5th Quintile,Agree,0.50182,1088,2073,0.48029,0.52335
1992,No migration background,5th Quintile,Disagree,0.28130,544,2073,0.26194,0.30066
1992,No migration background,5th Quintile,Disagree completely,0.04431,87,2073,0.03545,0.05317
1992,Direct migration background,1st Quintile,Agree,0.52385,50,50,0.38401,0.66369
1992,Direct migration background,2nd Quintile,Agree,0.38191,50,94,0.28316,0.48066
1992,Direct migration background,2nd Quintile,Disagree,0.39093,44,94,0.29175,0.49010
1992,Direct migration background,3rd Quintile,Agree,0.47952,64,95,0.37852,0.58051
1992,Direct migration background,3rd Quintile,Disagree,0.28307,31,95,0.19200,0.37414
1992,Direct migration background,4th Quintile,Agree,0.48512,53,90,0.38129,0.58896
