year,regtyp,sampreg,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No answer / don't know,East,Agree,0.45548,38,38,0.29501,0.61596
1990,Urban regions,East,Agree completely,0.17221,242,1456,0.15281,0.19161
1990,Urban regions,East,Agree,0.44790,650,1456,0.42235,0.47346
1990,Urban regions,East,Disagree,0.29539,442,1456,0.27195,0.31883
1990,Urban regions,East,Disagree completely,0.08450,122,1456,0.07021,0.09879
1990,Rural regions,East,Agree completely,0.18350,521,2861,0.16931,0.19768
1990,Rural regions,East,Agree,0.44187,1272,2861,0.42367,0.46007
1990,Rural regions,East,Disagree,0.30374,875,2861,0.28689,0.32060
1990,Rural regions,East,Disagree completely,0.07089,193,2861,0.06148,0.08029
1991,No answer / don't know,East,Agree,0.51019,40,71,0.39309,0.62730
1991,No answer / don't know,East,Disagree,0.33055,31,71,0.22035,0.44075
1991,Urban regions,East,Agree completely,0.14926,190,1322,0.13004,0.16848
1991,Urban regions,East,Agree,0.40315,547,1322,0.37669,0.42960
1991,Urban regions,East,Disagree,0.33676,447,1322,0.31128,0.36225
1991,Urban regions,East,Disagree completely,0.11083,138,1322,0.09390,0.12776
1991,Rural regions,East,Agree completely,0.14899,415,2710,0.13558,0.16240
1991,Rural regions,East,Agree,0.40730,1119,2710,0.38879,0.42580
1991,Rural regions,East,Disagree,0.33910,904,2710,0.32128,0.35693
1991,Rural regions,East,Disagree completely,0.10460,272,2710,0.09308,0.11613
1992,No answer / don't know,East,Agree,0.50706,53,84,0.39950,0.61462
1992,No answer / don't know,East,Disagree,0.28528,31,84,0.18814,0.38243
1992,Urban regions,West,Agree completely,0.14009,771,5287,0.13073,0.14945
1992,Urban regions,West,Agree,0.46525,2545,5287,0.45180,0.47870
1992,Urban regions,West,Disagree,0.32569,1626,5287,0.31306,0.33832
1992,Urban regions,West,Disagree completely,0.06897,345,5287,0.06214,0.07580
1992,Urban regions,East,Agree completely,0.13918,175,1310,0.12042,0.15793
1992,Urban regions,East,Agree,0.41750,574,1310,0.39078,0.44421
1992,Urban regions,East,Disagree,0.32781,426,1310,0.30238,0.35324
1992,Urban regions,East,Disagree completely,0.11551,135,1310,0.09820,0.13283
1992,Rural regions,West,Agree completely,0.13569,242,1684,0.11933,0.15205
1992,Rural regions,West,Agree,0.46215,789,1684,0.43833,0.48597
1992,Rural regions,West,Disagree,0.32354,531,1684,0.30119,0.34589
1992,Rural regions,West,Disagree completely,0.07862,122,1684,0.06576,0.09148
1992,Rural regions,East,Agree completely,0.13485,349,2545,0.12158,0.14812
1992,Rural regions,East,Agree,0.45813,1183,2545,0.43877,0.47749
1992,Rural regions,East,Disagree,0.32448,826,2545,0.30629,0.34267
1992,Rural regions,East,Disagree completely,0.08254,187,2545,0.07184,0.09323
1993,Urban regions,West,Agree completely,0.10800,853,7248,0.10086,0.11515
1993,Urban regions,West,Agree,0.40748,3089,7248,0.39617,0.41879
1993,Urban regions,West,Disagree,0.36841,2543,7248,0.35731,0.37952
1993,Urban regions,West,Disagree completely,0.11610,763,7248,0.10873,0.12348
1993,Urban regions,East,Agree completely,0.10538,139,1306,0.08872,0.12204
1993,Urban regions,East,Agree,0.40896,561,1306,0.38229,0.43564
1993,Urban regions,East,Disagree,0.36278,474,1306,0.33670,0.38887
1993,Urban regions,East,Disagree completely,0.12287,132,1306,0.10506,0.14069
1993,Rural regions,West,Agree completely,0.10960,216,1964,0.09578,0.12342
1993,Rural regions,West,Agree,0.38630,790,1964,0.36476,0.40784
1993,Rural regions,West,Disagree,0.41098,768,1964,0.38921,0.43274
1993,Rural regions,West,Disagree completely,0.09312,190,1964,0.08027,0.10598
1993,Rural regions,East,Agree completely,0.08878,228,2510,0.07765,0.09991
1993,Rural regions,East,Agree,0.43357,1128,2510,0.41418,0.45297
1993,Rural regions,East,Disagree,0.36616,902,2510,0.34731,0.38501
1993,Rural regions,East,Disagree completely,0.11149,252,2510,0.09917,0.12381
1995,Urban regions,West,Agree completely,0.15008,1204,7469,0.14198,0.15818
1995,Urban regions,West,Agree,0.51518,3920,7469,0.50384,0.52651
1995,Urban regions,West,Disagree,0.27710,1975,7469,0.26695,0.28725
1995,Urban regions,West,Disagree completely,0.05765,370,7469,0.05236,0.06293
1995,Urban regions,East,Agree completely,0.11984,136,1216,0.10157,0.13810
