year,quintil_oecd,sampreg,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,1st Quintile,West,Agree completely,0.10686,77,675,0.08354,0.13019
1992,1st Quintile,West,Agree,0.39505,265,675,0.35814,0.43195
1992,1st Quintile,West,Disagree,0.37963,249,675,0.34300,0.41627
1992,1st Quintile,West,Disagree completely,0.11846,84,675,0.09406,0.14286
1992,1st Quintile,East,Agree completely,0.11422,183,1590,0.09858,0.12986
1992,1st Quintile,East,Agree,0.42188,694,1590,0.39760,0.44616
1992,1st Quintile,East,Disagree,0.35380,551,1590,0.33029,0.37731
1992,1st Quintile,East,Disagree completely,0.11009,162,1590,0.09470,0.12548
1992,2nd Quintile,West,Agree completely,0.13388,147,1069,0.11346,0.15430
1992,2nd Quintile,West,Agree,0.41820,473,1069,0.38862,0.44779
1992,2nd Quintile,West,Disagree,0.36795,369,1069,0.33902,0.39687
1992,2nd Quintile,West,Disagree completely,0.07997,80,1069,0.06370,0.09624
1992,2nd Quintile,East,Agree completely,0.16136,185,1211,0.14063,0.18209
1992,2nd Quintile,East,Agree,0.45395,556,1211,0.42590,0.48200
1992,2nd Quintile,East,Disagree,0.30578,393,1211,0.27982,0.33174
1992,2nd Quintile,East,Disagree completely,0.07891,77,1211,0.06372,0.09410
1992,3rd Quintile,West,Agree completely,0.12434,184,1396,0.10703,0.14166
1992,3rd Quintile,West,Agree,0.48653,685,1396,0.46030,0.51276
1992,3rd Quintile,West,Disagree,0.30542,420,1396,0.28125,0.32959
1992,3rd Quintile,West,Disagree completely,0.08371,107,1396,0.06918,0.09824
1992,3rd Quintile,East,Agree completely,0.14765,102,710,0.12154,0.17377
1992,3rd Quintile,East,Agree,0.46608,332,710,0.42936,0.50280
1992,3rd Quintile,East,Disagree,0.30156,217,710,0.26778,0.33534
1992,3rd Quintile,East,Disagree completely,0.08470,59,710,0.06421,0.10520
1992,4th Quintile,West,Agree completely,0.12678,254,1783,0.11133,0.14222
1992,4th Quintile,West,Agree,0.46527,846,1783,0.44211,0.48843
1992,4th Quintile,West,Disagree,0.34154,569,1783,0.31952,0.36356
1992,4th Quintile,West,Disagree completely,0.06642,114,1783,0.05485,0.07798
1992,4th Quintile,East,Agree completely,0.16139,49,295,0.11934,0.20345
1992,4th Quintile,East,Agree,0.46079,148,295,0.40381,0.51777
1992,4th Quintile,East,Disagree,0.31206,98,295,0.25910,0.36502
1992,5th Quintile,West,Agree completely,0.17659,354,2060,0.16012,0.19307
1992,5th Quintile,West,Agree,0.50143,1072,2060,0.47984,0.52303
1992,5th Quintile,West,Disagree,0.27931,552,2060,0.25993,0.29869
1992,5th Quintile,West,Disagree completely,0.04266,82,2060,0.03393,0.05139
1992,5th Quintile,East,Agree,0.54568,80,80,0.43588,0.65547
1993,1st Quintile,West,Agree completely,0.09817,156,1412,0.08264,0.11369
1993,1st Quintile,West,Agree,0.33364,512,1412,0.30904,0.35824
1993,1st Quintile,West,Disagree,0.42530,557,1412,0.39950,0.45110
1993,1st Quintile,West,Disagree completely,0.14289,187,1412,0.12463,0.16116
1993,1st Quintile,East,Agree completely,0.08279,97,1166,0.06696,0.09861
1993,1st Quintile,East,Agree,0.40520,483,1166,0.37701,0.43339
1993,1st Quintile,East,Disagree,0.37326,435,1166,0.34549,0.40104
1993,1st Quintile,East,Disagree completely,0.13876,151,1166,0.11891,0.15861
1993,2nd Quintile,West,Agree completely,0.09440,181,1616,0.08014,0.10865
1993,2nd Quintile,West,Agree,0.39282,688,1616,0.36900,0.41664
1993,2nd Quintile,West,Disagree,0.38424,561,1616,0.36051,0.40796
1993,2nd Quintile,West,Disagree completely,0.12855,186,1616,0.11223,0.14487
1993,2nd Quintile,East,Agree completely,0.09631,119,1201,0.07962,0.11300
1993,2nd Quintile,East,Agree,0.42344,528,1201,0.39549,0.45140
1993,2nd Quintile,East,Disagree,0.36455,437,1201,0.33731,0.39178
1993,2nd Quintile,East,Disagree completely,0.11570,117,1201,0.09760,0.13380
1993,3rd Quintile,West,Agree completely,0.10614,209,1844,0.09208,0.12020
1993,3rd Quintile,West,Agree,0.40047,787,1844,0.37810,0.42284
1993,3rd Quintile,West,Disagree,0.38249,666,1844,0.36030,0.40468
1993,3rd Quintile,West,Disagree completely,0.11090,182,1844,0.09656,0.12523
1993,3rd Quintile,East,Agree completely,0.11778,85,816,0.09565,0.13992
1993,3rd Quintile,East,Agree,0.42873,378,816,0.39476,0.46271
1993,3rd Quintile,East,Disagree,0.36558,291,816,0.33251,0.39864
1993,3rd Quintile,East,Disagree completely,0.08790,62,816,0.06846,0.10734
1993,4th Quintile,West,Agree completely,0.10528,231,2129,0.09224,0.11832
1993,4th Quintile,West,Agree,0.40748,901,2129,0.38660,0.42836
1993,4th Quintile,West,Disagree,0.38871,802,2129,0.36800,0.40942
1993,4th Quintile,West,Disagree completely,0.09853,195,2129,0.08587,0.11119
1993,4th Quintile,East,Agree completely,0.08470,47,470,0.05950,0.10990
1993,4th Quintile,East,Agree,0.43321,211,470,0.38836,0.47806
1993,4th Quintile,East,Disagree,0.37466,168,470,0.33086,0.41847
1993,4th Quintile,East,Disagree completely,0.10743,44,470,0.07941,0.13546
1993,5th Quintile,West,Agree completely,0.12727,292,2209,0.11337,0.14117
1993,5th Quintile,West,Agree,0.44391,989,2209,0.42319,0.46464
1993,5th Quintile,West,Disagree,0.33631,725,2209,0.31660,0.35602
1993,5th Quintile,West,Disagree completely,0.09251,203,2209,0.08042,0.10459
1993,5th Quintile,East,Agree,0.56072,89,134,0.47637,0.64507
1993,5th Quintile,East,Disagree,0.26471,45,134,0.18973,0.33969
1995,1st Quintile,West,Agree completely,0.15601,277,1732,0.13892,0.17311
1995,1st Quintile,West,Agree,0.44493,822,1732,0.42152,0.46834
1995,1st Quintile,West,Disagree,0.30627,492,1732,0.28455,0.32798
1995,1st Quintile,West,Disagree completely,0.09279,141,1732,0.07912,0.10645
1995,1st Quintile,East,Agree completely,0.10738,76,786,0.08572,0.12904
1995,1st Quintile,East,Agree,0.42546,349,786,0.39088,0.46005
1995,1st Quintile,East,Disagree,0.37266,301,786,0.33883,0.40648
1995,1st Quintile,East,Disagree completely,0.09450,60,786,0.07404,0.11496
1995,2nd Quintile,West,Agree completely,0.11959,252,1829,0.10471,0.13446
1995,2nd Quintile,West,Agree,0.47349,928,1829,0.45060,0.49638
1995,2nd Quintile,West,Disagree,0.34128,558,1829,0.31955,0.36302
1995,2nd Quintile,West,Disagree completely,0.06564,91,1829,0.05429,0.07699
1995,2nd Quintile,East,Agree completely,0.10292,112,1041,0.08446,0.12139
1995,2nd Quintile,East,Agree,0.48039,521,1041,0.45002,0.51075
1995,2nd Quintile,East,Disagree,0.34293,345,1041,0.31408,0.37178
1995,2nd Quintile,East,Disagree completely,0.07376,63,1041,0.05787,0.08964
1995,3rd Quintile,West,Agree completely,0.14864,313,1855,0.13244,0.16483
1995,3rd Quintile,West,Agree,0.48863,950,1855,0.46588,0.51138
1995,3rd Quintile,West,Disagree,0.30555,514,1855,0.28458,0.32652
1995,3rd Quintile,West,Disagree completely,0.05718,78,1855,0.04661,0.06775
1995,3rd Quintile,East,Agree completely,0.12030,84,855,0.09848,0.14212
1995,3rd Quintile,East,Agree,0.48389,454,855,0.45038,0.51741
1995,3rd Quintile,East,Disagree,0.33762,280,855,0.30591,0.36934
