year,sampreg,plh0188,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,East,Agree completely,0.17945520789404246,779,4404,0.17924409804881783,0.17966631773926708
1990,East,Agree,0.4441872461862534,1960,4404,0.4439138914495444,0.44446060092296236
1990,East,Disagree,0.30065748850671736,1343,4404,0.30040522159847466,0.30090975541496007
1990,East,Disagree completely,0.07570005741298685,322,4404,0.0755545336638535,0.07584558116212022
1991,East,Agree completely,0.14818722065352477,615,4119,0.1479955199203499,0.14837892138669964
1991,East,Agree,0.4078337343723795,1706,4119,0.40756857332462787,0.40809889542013117
1991,East,Disagree,0.3381549660042013,1382,4119,0.33789970623981475,0.33841022576858787
1991,East,Disagree completely,0.10582407896989438,416,4119,0.10565810114997767,0.10599005678981108
1992,West,Agree completely,0.1391406064909358,1016,10944,0.13904263385772944,0.13923857912414214
1992,West,Agree,0.4645629003861209,3341,10944,0.4644217154975866,0.46470408527465523
1992,West,Disagree,0.32504884552722274,2160,10944,0.32491625203487734,0.32518143901956814
1992,West,Disagree completely,0.07124764759572051,467,10944,0.07117482821997612,0.07132046697146491
1992,East,Agree completely,0.13770119347223836,543,10944,0.13751501684364761,0.1378873701008291
1992,East,Agree,0.4449230607454352,1810,10944,0.4446545593992882,0.44519156209158217
1992,East,Disagree,0.32471344535163993,1283,10944,0.3244604447207684,0.32496644598251145
1992,East,Disagree completely,0.0926623004306866,324,10944,0.09250563851467054,0.09281896234670266
1993,West,Agree completely,0.10838127292909083,1069,13028,0.10829717739636092,0.10846536846182074
1993,West,Agree,0.40258133633641807,3879,13028,0.4024486664298876,0.40271400624294856
1993,West,Disagree,0.3782785744934899,3311,13028,0.3781473816936852,0.37840976729329456
1993,West,Disagree completely,0.11075881624100124,953,13028,0.11067391673790802,0.11084371574409446
1993,East,Agree completely,0.09468949211518816,367,13028,0.09453133849428644,0.09484764573608989
1993,East,Agree,0.4247636179115633,1689,13028,0.4244966086695001,0.4250306271536265
1993,East,Disagree,0.364978177576904,1376,13028,0.3647181273485652,0.3652382278052428
1993,East,Disagree completely,0.11556871239634452,384,13028,0.11539601664568369,0.11574140814700534
1995,West,Agree completely,0.14870677597867207,1529,13218,0.1486111071745915,0.14880244478275265
1995,West,Agree,0.5141566914183778,5030,13218,0.5140223031875402,0.5142910796492155
1995,West,Disagree,0.28192631474681046,2521,13218,0.2818053336017199,0.28204729589190103
