year,pgisced97,regtyp,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No answer / don't know,Urban regions,Agree,0.43891,34,34,0.26959,0.60823
1992,Pre-primary Level,Urban regions,Agree,0.55569,50,50,0.41656,0.69482
1992,Pre-primary Level,Rural regions,Agree,0.55712,33,33,0.38502,0.72923
1992,Lower Secondary Level,Urban regions,Agree completely,0.12504,160,1197,0.10629,0.14379
1992,Lower Secondary Level,Urban regions,Agree,0.41276,521,1197,0.38485,0.44066
1992,Lower Secondary Level,Urban regions,Disagree,0.37042,411,1197,0.34305,0.39779
1992,Lower Secondary Level,Urban regions,Disagree completely,0.09179,105,1197,0.07542,0.10815
1992,Lower Secondary Level,Rural regions,Agree completely,0.10828,92,721,0.08558,0.13097
1992,Lower Secondary Level,Rural regions,Agree,0.44762,319,721,0.41129,0.48394
1992,Lower Secondary Level,Rural regions,Disagree,0.33934,241,721,0.30475,0.37392
1992,Lower Secondary Level,Rural regions,Disagree completely,0.10477,69,721,0.08240,0.12714
1992,Upper Secondary Level,No answer / don't know,Agree,0.46068,33,33,0.28797,0.63338
1992,Upper Secondary Level,Urban regions,Agree completely,0.13245,489,3557,0.12131,0.14359
1992,Upper Secondary Level,Urban regions,Agree,0.46309,1684,3557,0.44670,0.47948
1992,Upper Secondary Level,Urban regions,Disagree,0.33055,1131,3557,0.31509,0.34601
1992,Upper Secondary Level,Urban regions,Disagree completely,0.07391,253,3557,0.06531,0.08251
1992,Upper Secondary Level,Rural regions,Agree completely,0.13976,332,2395,0.12587,0.15365
1992,Upper Secondary Level,Rural regions,Agree,0.46117,1119,2395,0.44120,0.48114
1992,Upper Secondary Level,Rural regions,Disagree,0.32851,782,2395,0.30969,0.34732
1992,Upper Secondary Level,Rural regions,Disagree completely,0.07056,162,2395,0.06030,0.08082
1992,Post-secondary Non-tertiary Level,Urban regions,Agree completely,0.16300,38,206,0.11244,0.21357
1992,Post-secondary Non-tertiary Level,Urban regions,Agree,0.53025,112,206,0.46193,0.59857
