syear,quintil_oecd,regtyp,plh0188,proportion,n,lower_confidence,upper_confidence
1990,1. Quintil,Rural regions,2.0,0.21102617558489692,13886,0.20423934587176593,0.2178130052980279
1990,1. Quintil,Rural regions,3.0,0.1498725967106787,13886,0.14393554796474783,0.15580964545660958
1990,1. Quintil,Urban regions,2.0,0.1211489460273338,13886,0.11572163201088345,0.12657626004378414
1990,1. Quintil,Rural regions,1.0,0.0866342367384758,13886,0.08195543511556758,0.09131303836138402
1990,2. Quintil,Rural regions,2.0,0.08362288626360899,13886,0.07901854839730493,0.08822722412991305
1990,1. Quintil,Urban regions,3.0,0.08037989344452166,13886,0.07585773855897948,0.08490204833006385
1990,2. Quintil,Rural regions,3.0,0.05281445448227936,13886,0.049094296176591584,0.056534612787967134
1990,1. Quintil,Urban regions,1.0,0.04794996525364837,13886,0.0443961771771197,0.05150375333017704
1990,2. Quintil,Rural regions,1.0,0.034051424600416956,13886,0.03103486342547954,0.037067985775354376
1990,1. Quintil,Rural regions,4.0,0.03335649756775538,13886,0.03036980252828508,0.03634319260722568
1990,2. Quintil,Urban regions,2.0,0.029418577716006485,13886,0.026608008311988392,0.03222914712002458
1990,1. Quintil,Urban regions,4.0,0.023395876766272874,13886,0.020881696401984777,0.025910057130560972
1990,2. Quintil,Urban regions,3.0,0.022006022700949732,13886,0.019565929811524937,0.024446115590374528
1990,2. Quintil,Rural regions,4.0,0.011350474866805653,13886,0.009588516316020854,0.013112433417590452
1990,2. Quintil,Urban regions,1.0,0.008107482047718323,13886,0.006615914946070996,0.00959904914936565
1990,2. Quintil,Urban regions,4.0,0.004864489228630994,13886,0.0037072391313765158,0.006021739325885472
1991,1. Quintil,Rural regions,2.0,0.19670518809933613,13586,0.19002089239034198,0.20338948380833027
1991,1. Quintil,Rural regions,3.0,0.16695352839931152,13586,0.16068244347970062,0.17322461331892242
1991,1. Quintil,Urban regions,2.0,0.10523727563314482,13586,0.10007728389664486,0.11039726736964478
1991,1. Quintil,Urban regions,3.0,0.08999262355544628,13586,0.08518050654435837,0.09480474056653419
1991,2. Quintil,Rural regions,2.0,0.07917383820998279,13586,0.07463348185077873,0.08371419456918686
1991,1. Quintil,Rural regions,1.0,0.07056798623063683,13586,0.06626150119836297,0.07487447126291069
1991,2. Quintil,Rural regions,3.0,0.055569215638062455,13586,0.051716983350393785,0.059421447925731126
1991,1. Quintil,Rural regions,4.0,0.05015982296533071,13586,0.04648942182110517,0.05383022410955625
1991,1. Quintil,Urban regions,1.0,0.04130808950086059,13586,0.037961770400813395,0.04465440860090778
1991,2. Quintil,Rural regions,1.0,0.03245635603639046,13586,0.02947649900548364,0.03543621306729727
1991,2. Quintil,Urban regions,2.0,0.03221047455126629,13586,0.029241549142455817,0.03517939996007677
1991,1. Quintil,Urban regions,4.0,0.025571674452913695,13586,0.022917284042835922,0.02822606486299147
1991,2. Quintil,Urban regions,3.0,0.021637570690926974,13586,0.019190962645848013,0.024084178736005935
1991,2. Quintil,Rural regions,4.0,0.01671994098844357,13586,0.014563854131357789,0.018876027845529348
1991,2. Quintil,Urban regions,4.0,0.008605851979345954,13586,0.007052641265045497,0.010159062693646411
1991,2. Quintil,Urban regions,1.0,0.007130563068600934,13586,0.005715687491472036,0.008545438645729833
1992,1. Quintil,Urban regions,2.0,0.22344356179567706,13316,0.2163683472581648,0.23051877633318932
1992,1. Quintil,Urban regions,3.0,0.15296508405690007,13316,0.1468512170218128,0.15907895109198733
1992,1. Quintil,Rural regions,2.0,0.1308886015148716,13316,0.12515987862882247,0.13661732440092075
1992,1. Quintil,Rural regions,3.0,0.09126177720302975,13316,0.0863703788074474,0.0961531755986121
1992,1. Quintil,Urban regions,1.0,0.06779974136338444,13316,0.06352964371818229,0.0720698390085866
1992,2. Quintil,Urban regions,2.0,0.06373545169037502,13316,0.059586302971096454,0.06788460040965359
1992,2. Quintil,Rural regions,2.0,0.05218917421023462,13316,0.04841153721346528,0.05596681120700396
1992,1. Quintil,Rural regions,1.0,0.03888786255311288,13316,0.03560416427256397,0.04217156083366178
1992,1. Quintil,Urban regions,4.0,0.037409939035654906,13316,0.03418676790194187,0.04063311016936794
1992,2. Quintil,Urban regions,3.0,0.036209126177720305,13316,0.033036129589945146,0.039382122765495464
1992,2. Quintil,Rural regions,3.0,0.03445409200073896,13316,0.03135613028523396,0.03755205371624397
1992,1. Quintil,Rural regions,4.0,0.02152226122298171,13316,0.01905742196752251,0.02398710047844091
1992,2. Quintil,Urban regions,1.0,0.019305375946794753,13316,0.016968287184791302,0.021642464708798204
1992,2. Quintil,Rural regions,1.0,0.015980048032514318,13316,0.013850143339674381,0.018109952725354254
1992,2. Quintil,Rural regions,4.0,0.007112506927766488,13316,0.005685156697655099,0.008539857157877877
1992,2. Quintil,Urban regions,4.0,0.006835396268243118,13316,0.005435932551867023,0.008234859984619213
1993,1. Quintil,Urban regions,2.0,0.19910961007061714,13101,0.19227149349701422,0.20594772664422006
1993,1. Quintil,Urban regions,3.0,0.1724746699416641,13101,0.1660053719335099,0.17894396794981832
1993,1. Quintil,Rural regions,2.0,0.10362296591955787,13101,0.09840408703951288,0.10884184479960286
1993,1. Quintil,Rural regions,3.0,0.09425852011053117,13101,0.08925510788724422,0.09926193233381811
1993,2. Quintil,Urban regions,2.0,0.0803653669020571,13101,0.0757100851274137,0.0850206486767005
1993,2. Quintil,Urban regions,3.0,0.05848940743015044,13101,0.054470989860726154,0.06250782499957473
1993,1. Quintil,Urban regions,1.0,0.054574762050967146,13101,0.05068508657042989,0.058464437531504404
1993,1. Quintil,Urban regions,4.0,0.053730426773104085,13101,0.04986923447703616,0.05759161906917201
1993,2. Quintil,Rural regions,2.0,0.04428922321154437,13101,0.04076619499705341,0.047812251426035325
1993,2. Quintil,Rural regions,3.0,0.034540988639852624,13101,0.03141391470040741,0.03766806257929784
1993,1. Quintil,Rural regions,4.0,0.0250230273257599,13101,0.022348352732372775,0.027697701919147028
1993,1. Quintil,Rural regions,1.0,0.02394841879029782,13101,0.02133036446051642,0.026566473120079218
