year,regtyp,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No answer / don't know,Agree,0.50243,60,94,0.40081,0.60405
1992,No answer / don't know,Disagree,0.28499,34,94,0.19324,0.37673
1992,Urban regions,Agree completely,0.13999,946,6597,0.13161,0.14836
1992,Urban regions,Agree,0.45980,3119,6597,0.44778,0.47183
1992,Urban regions,Disagree,0.32593,2052,6597,0.31462,0.33724
1992,Urban regions,Disagree completely,0.07428,480,6597,0.06795,0.08061
1992,Rural regions,Agree completely,0.13534,591,4229,0.12503,0.14566
1992,Rural regions,Agree,0.46050,1972,4229,0.44547,0.47552
1992,Rural regions,Disagree,0.32393,1357,4229,0.30982,0.33803
1992,Rural regions,Disagree completely,0.08023,309,4229,0.07204,0.08842
1993,Urban regions,Agree completely,0.10773,992,8554,0.10116,0.11430
1993,Urban regions,Agree,0.40763,3650,8554,0.39722,0.41805
1993,Urban regions,Disagree,0.36783,3017,8554,0.35761,0.37805
1993,Urban regions,Disagree completely,0.11681,895,8554,0.11000,0.12362
1993,Rural regions,Agree completely,0.10105,444,4474,0.09222,0.10988
1993,Rural regions,Agree,0.40572,1918,4474,0.39133,0.42011
1993,Rural regions,Disagree,0.39257,1670,4474,0.37826,0.40688
1993,Rural regions,Disagree completely,0.10067,442,4474,0.09185,0.10949
1995,Urban regions,Agree completely,0.14714,1340,8685,0.13969,0.15459
1995,Urban regions,Agree,0.51068,4535,8685,0.50017,0.52120
1995,Urban regions,Disagree,0.28211,2365,8685,0.27264,0.29157
1995,Urban regions,Disagree completely,0.06008,445,8685,0.05508,0.06507
1995,Rural regions,Agree completely,0.13031,577,4533,0.12051,0.14011
1995,Rural regions,Agree,0.50711,2405,4533,0.49255,0.52167
1995,Rural regions,Disagree,0.31196,1346,4533,0.29847,0.32545
1995,Rural regions,Disagree completely,0.05062,205,4533,0.04424,0.05700
1996,Urban regions,Agree completely,0.13409,1246,8507,0.12685,0.14134
1996,Urban regions,Agree,0.48006,4190,8507,0.46944,0.49067
1996,Urban regions,Disagree,0.32526,2587,8507,0.31531,0.33522
1996,Urban regions,Disagree completely,0.06059,484,8507,0.05552,0.06566
1996,Rural regions,Agree completely,0.11634,499,4496,0.10697,0.12572
1996,Rural regions,Agree,0.48760,2231,4496,0.47298,0.50221
1996,Rural regions,Disagree,0.33425,1499,4496,0.32046,0.34804
1996,Rural regions,Disagree completely,0.06181,267,4496,0.05477,0.06885
1997,Urban regions,Agree completely,0.09113,803,8345,0.08495,0.09730
1997,Urban regions,Agree,0.41818,3623,8345,0.40760,0.42876
1997,Urban regions,Disagree,0.38351,3113,8345,0.37308,0.39394
1997,Urban regions,Disagree completely,0.10719,806,8345,0.10055,0.11382
1997,Rural regions,Agree completely,0.06849,299,4426,0.06105,0.07593
1997,Rural regions,Agree,0.38362,1717,4426,0.36929,0.39795
1997,Rural regions,Disagree,0.42840,1955,4426,0.41382,0.44299
1997,Rural regions,Disagree completely,0.11949,455,4426,0.10993,0.12904
2008,Urban regions,Agree completely,0.10802,1504,12653,0.10261,0.11343
2008,Urban regions,Agree,0.46901,6052,12653,0.46032,0.47771
2008,Urban regions,Disagree,0.34958,4291,12653,0.34127,0.35789
2008,Urban regions,Disagree completely,0.07339,806,12653,0.06884,0.07793
2008,Rural regions,Agree completely,0.08382,573,6593,0.07713,0.09051
2008,Rural regions,Agree,0.45424,3002,6593,0.44222,0.46626
2008,Rural regions,Disagree,0.38512,2526,6593,0.37337,0.39686
2008,Rural regions,Disagree completely,0.07682,492,6593,0.07039,0.08325
2013,Urban regions,Agree completely,0.16325,2043,12023,0.15664,0.16986
2013,Urban regions,Agree,0.56794,6982,12023,0.55909,0.57680
2013,Urban regions,Disagree,0.23518,2619,12023,0.22760,0.24276
2013,Urban regions,Disagree completely,0.03363,379,12023,0.03041,0.03685
2013,Rural regions,Agree completely,0.13835,960,6765,0.13012,0.14658
2013,Rural regions,Agree,0.56810,3954,6765,0.55629,0.57990
2013,Rural regions,Disagree,0.25340,1609,6765,0.24303,0.26377
2013,Rural regions,Disagree completely,0.04015,242,6765,0.03547,0.04483
2018,Urban regions,Agree completely,0.17001,2949,16564,0.16429,0.17573
2018,Urban regions,Agree,0.52565,8904,16564,0.51804,0.53325
2018,Urban regions,Disagree,0.25701,3953,16564,0.25036,0.26367
2018,Urban regions,Disagree completely,0.04733,758,16564,0.04410,0.05056
2018,Rural regions,Agree completely,0.13869,1361,8894,0.13151,0.14587
2018,Rural regions,Agree,0.50961,4647,8894,0.49922,0.52000
2018,Rural regions,Disagree,0.29546,2423,8894,0.28598,0.30495
2018,Rural regions,Disagree completely,0.05623,463,8894,0.05145,0.06102
