year,bula_h,regtyp,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Berlin,Urban regions,Agree,0.39315,108,252,0.33272,0.45358
1990,Berlin,Urban regions,Disagree,0.38890,111,252,0.32859,0.44921
1990,Berlin,Urban regions,Disagree completely,0.11431,33,252,0.07495,0.15368
1990,Brandenburg,Rural regions,Agree completely,0.18505,119,652,0.15522,0.21488
1990,Brandenburg,Rural regions,Agree,0.39703,255,652,0.35944,0.43461
1990,Brandenburg,Rural regions,Disagree,0.31142,209,652,0.27585,0.34700
1990,Brandenburg,Rural regions,Disagree completely,0.10650,69,652,0.08280,0.13019
1990,Mecklenburg-Western Pomerania,Rural regions,Agree completely,0.17835,74,449,0.14290,0.21380
1990,Mecklenburg-Western Pomerania,Rural regions,Agree,0.39113,181,449,0.34594,0.43632
1990,Mecklenburg-Western Pomerania,Rural regions,Disagree,0.36124,158,449,0.31676,0.40572
1990,Mecklenburg-Western Pomerania,Rural regions,Disagree completely,0.06928,36,449,0.04577,0.09279
1990,Saxony,Urban regions,Agree completely,0.19266,126,688,0.16317,0.22215
1990,Saxony,Urban regions,Agree,0.48916,338,688,0.45178,0.52654
1990,Saxony,Urban regions,Disagree,0.25473,180,688,0.22215,0.28732
1990,Saxony,Urban regions,Disagree completely,0.06345,44,688,0.04522,0.08167
1990,Saxony,Rural regions,Agree completely,0.18479,118,590,0.15345,0.21614
1990,Saxony,Rural regions,Agree,0.45670,281,590,0.41648,0.49693
1990,Saxony,Rural regions,Disagree,0.30585,191,590,0.26864,0.34306
1990,Saxony-Anhalt,Urban regions,Agree,0.48394,75,140,0.40086,0.56702
1990,Saxony-Anhalt,Urban regions,Disagree,0.34593,65,140,0.26685,0.42501
1990,Saxony-Anhalt,Rural regions,Agree completely,0.19232,116,627,0.16144,0.22319
1990,Saxony-Anhalt,Rural regions,Agree,0.47350,298,627,0.43439,0.51261
1990,Saxony-Anhalt,Rural regions,Disagree,0.27827,179,627,0.24316,0.31337
1990,Saxony-Anhalt,Rural regions,Disagree completely,0.05592,34,627,0.03792,0.07392
