year,bula_h,sex,plh0188,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,Berlin,male,Agree,0.015427511993220924,57,4168,0.015357716600424537,0.01549730738601731
1990,Berlin,male,Disagree,0.012348282670302057,48,4168,0.012285742342358123,0.012410822998245991
1990,Berlin,female,Agree,0.016510062102539715,59,4168,0.016437899153113646,0.016582225051965785
1990,Berlin,female,Disagree,0.017913450540682784,65,4168,0.017838336786708278,0.01798856429465729
1990,Brandenburg,male,Agree completely,0.016791093256972794,68,4168,0.01671832912544184,0.016863857388503746
1990,Brandenburg,male,Agree,0.035823362239173505,146,4168,0.035718113612974,0.03592861086537301
1990,Brandenburg,male,Disagree,0.026264190618399786,108,4168,0.026173626212397317,0.026354755024402255
1990,Brandenburg,male,Disagree completely,0.007612564644927346,33,4168,0.007563342437452659,0.007661786852402034
1990,Brandenburg,female,Agree completely,0.015571138562517845,63,4168,0.015501024147502504,0.015641252977533188
1990,Brandenburg,female,Agree,0.03440043962588249,142,4168,0.034297226367809235,0.034503652883955745
1990,Brandenburg,female,Disagree,0.02956149409970778,126,4168,0.029465575647571976,0.029657412551843586
1990,Brandenburg,female,Disagree completely,0.010418898226756304,41,4168,0.01036139508736682,0.010476401366145789
1990,Mecklenburg-Western Pomerania,male,Agree completely,0.012878804286349516,48,4168,0.012814951776650898,0.012942656796048134
1990,Mecklenburg-Western Pomerania,male,Agree,0.02365997843830787,97,4168,0.023573906282710094,0.023746050593905648
1990,Mecklenburg-Western Pomerania,male,Disagree,0.018927633124057472,81,4168,0.01885046221116566,0.019004804036949284
1990,Mecklenburg-Western Pomerania,female,Agree completely,0.008015894979773005,32,4168,0.007965395915914632,0.008066394043631377
1990,Mecklenburg-Western Pomerania,female,Agree,0.025181142950707204,107,4168,0.02509241618691614,0.025269869714498266
1990,Mecklenburg-Western Pomerania,female,Disagree,0.025352584368825842,98,4168,0.025263563906092606,0.025441604831559078
1990,Saxony,male,Agree completely,0.030412818981741096,130,4168,0.030315571865341895,0.030510066098140297
1990,Saxony,male,Agree,0.07054083420625261,304,4168,0.0703958267232541,0.07068584168925111
1990,Saxony,male,Disagree,0.03852123727864184,169,4168,0.03841225022217428,0.038630224335109396
1990,Saxony,female,Agree completely,0.029467960638901718,121,4168,0.029372189436419168,0.029563731841384267
1990,Saxony,female,Agree,0.0796747269901586,324,4168,0.07952137623197975,0.07982807774833744
1990,Saxony,female,Disagree,0.05011966358198312,211,4168,0.04999609914813647,0.050243228015829776
1990,Saxony,female,Disagree completely,0.011325068901545495,44,4168,0.011265144714773885,0.011384993088317105
1990,Saxony-Anhalt,male,Agree completely,0.015285494140343943,65,4168,0.015216015730434703,0.015354972550253183
1990,Saxony-Anhalt,male,Agree,0.04297487309926033,178,4168,0.0428600249679987,0.04308972123052197
1990,Saxony-Anhalt,male,Disagree,0.027607245094744597,119,4168,0.027514458047598434,0.02770003214189076
1990,Saxony-Anhalt,female,Agree completely,0.016282408275796266,64,4168,0.016210736279613072,0.01635408027197946
1990,Saxony-Anhalt,female,Agree,0.047210006493963265,199,4168,0.04708989886736451,0.04733011412056202
1990,Saxony-Anhalt,female,Disagree,0.028331297717115945,128,4168,0.028237336788041904,0.028425258646189985
1990,Thuringa,male,Agree completely,0.016927091989254166,76,4168,0.01685403882995865,0.017000145148549684
1990,Thuringa,male,Agree,0.03907908536826158,169,4168,0.03896934384612167,0.03918882689040149
1990,Thuringa,male,Disagree,0.02003415619690242,85,4168,0.0199548063746073,0.02011350601919754
1990,Thuringa,female,Agree completely,0.019756275688950317,80,4168,0.019677466921452388,0.019835084456448247
1990,Thuringa,female,Agree,0.04018892438382578,178,4168,0.04007769973803889,0.04030014902961267
1990,Thuringa,female,Disagree,0.023602304243252697,105,4168,0.02351633451847328,0.023688273968032112
1991,Berlin,male,Agree,0.014850127869596563,54,3920,0.014783172823347623,0.014917082915845502
1991,Berlin,male,Disagree,0.013886483909800032,46,3920,0.013821706039076117,0.013951261780523947
1991,Berlin,female,Agree,0.013919181902725963,51,3920,0.013854328887048423,0.013984034918403502
1991,Berlin,female,Disagree,0.014855114090170821,52,3920,0.014788147973604041,0.014922080206737602
1991,Brandenburg,male,Agree completely,0.01330690017970647,55,3920,0.013243469909686343,0.013370330449726598
1991,Brandenburg,male,Agree,0.033386695997268324,126,3920,0.033287251634182856,0.03348614036035379
1991,Brandenburg,male,Disagree,0.03159770849511014,107,3920,0.03150087563415467,0.031694541356065614
1991,Brandenburg,male,Disagree completely,0.01013529377668167,38,3920,0.010079847401966309,0.010190740151397032
1991,Brandenburg,female,Agree completely,0.012510234385238876,49,3920,0.01244870733563008,0.01257176143484767
1991,Brandenburg,female,Agree,0.03237449720903223,126,3920,0.032276520638381094,0.03247247377968337
1991,Brandenburg,female,Disagree,0.035798799144672766,132,3920,0.03569595368385744,0.035901644605488094
1991,Brandenburg,female,Disagree completely,0.011293578218763579,43,3920,0.011235083517865466,0.011352072919661692
1991,Mecklenburg-Western Pomerania,male,Agree completely,0.00867677599981741,34,3920,0.008625436232228756,0.008728115767406066
1991,Mecklenburg-Western Pomerania,male,Agree,0.02326996554248781,92,3920,0.023186510572281157,0.023353420512694466
1991,Mecklenburg-Western Pomerania,male,Disagree,0.01914670173166926,74,3920,0.019070841165537044,0.019222562297801473
1991,Mecklenburg-Western Pomerania,female,Agree,0.02241457465685121,92,3920,0.022332632069045014,0.022496517244657403
1991,Mecklenburg-Western Pomerania,female,Disagree,0.024363598222649354,94,3920,0.024278252496573036,0.02444894394872567
1991,Saxony,male,Agree completely,0.024690976188073522,104,3920,0.024605073388716533,0.02477687898743051
1991,Saxony,male,Agree,0.06257411444357669,246,3920,0.06244004404761595,0.06270818483953743
1991,Saxony,male,Disagree,0.04750050482192936,186,3920,0.04738275817331695,0.047618251470541766
1991,Saxony,male,Disagree completely,0.013880148035536501,45,3920,0.013815384736283291,0.01394491133478971
1991,Saxony,female,Agree completely,0.02285538654791984,85,3920,0.02277266078678766,0.02293811230905202
1991,Saxony,female,Agree,0.07343998884401148,280,3920,0.07329558786335957,0.0735843898246634
1991,Saxony,female,Disagree,0.056077021972926015,216,3920,0.05594966350817414,0.05620438043767789
1991,Saxony,female,Disagree completely,0.016867695815520542,62,3920,0.016796410360078874,0.01693898127096221
1991,Saxony-Anhalt,male,Agree completely,0.016985705960559424,72,3920,0.01691417586875276,0.017057236052366087
1991,Saxony-Anhalt,male,Agree,0.04452185901308733,173,3920,0.04440768583553627,0.044636032190638386
1991,Saxony-Anhalt,male,Disagree,0.02188834372620251,97,3920,0.02180734695023365,0.021969340502171367
1991,Saxony-Anhalt,female,Agree completely,0.01853005437351892,70,3920,0.018455401949428133,0.01860470679760971
1991,Saxony-Anhalt,female,Agree,0.036767953392699504,155,3920,0.036663777494196255,0.03687212929120275
1991,Saxony-Anhalt,female,Disagree,0.03563883806179332,151,3920,0.03553621412069373,0.03574146200289291
1991,Saxony-Anhalt,female,Disagree completely,0.009596523510338306,40,3920,0.009542556282630925,0.009650490738045686
1991,Thuringa,male,Agree completely,0.01266030518673931,51,3920,0.012598414906193909,0.012722195467284711
1991,Thuringa,male,Agree,0.03509700156094549,155,3920,0.03499513212520577,0.03519887099668521
1991,Thuringa,male,Disagree,0.026537681327139746,103,3920,0.0264487083495425,0.026626654304736992
1991,Thuringa,female,Agree completely,0.010771802262024212,43,3920,0.010714659728073703,0.01082894479597472
1991,Thuringa,female,Agree,0.03684934341290338,157,3920,0.036745056681802446,0.03695363014400431
1991,Thuringa,female,Disagree,0.028833361688158768,125,3920,0.028740729572639363,0.028925993803678173
