year,quintil_oecd,sex,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,1st Quintile,male,Agree completely,0.12945,126,934,0.10791,0.15099
1992,1st Quintile,male,Agree,0.42008,403,934,0.38841,0.45175
1992,1st Quintile,male,Disagree,0.33113,304,934,0.30093,0.36133
1992,1st Quintile,male,Disagree completely,0.11934,101,934,0.09854,0.14014
1992,1st Quintile,female,Agree completely,0.09854,134,1331,0.08252,0.11456
1992,1st Quintile,female,Agree,0.40202,556,1331,0.37566,0.42837
1992,1st Quintile,female,Disagree,0.38881,496,1331,0.36261,0.41501
1992,1st Quintile,female,Disagree completely,0.11063,145,1331,0.09377,0.12749
1992,2nd Quintile,male,Agree completely,0.15908,174,1064,0.13710,0.18107
1992,2nd Quintile,male,Agree,0.43398,481,1064,0.40419,0.46378
1992,2nd Quintile,male,Disagree,0.32873,334,1064,0.30049,0.35697
1992,2nd Quintile,male,Disagree completely,0.07820,75,1064,0.06206,0.09434
1992,2nd Quintile,female,Agree completely,0.12934,158,1216,0.11047,0.14821
1992,2nd Quintile,female,Agree,0.42647,548,1216,0.39867,0.45428
1992,2nd Quintile,female,Disagree,0.36338,428,1216,0.33634,0.39043
1992,2nd Quintile,female,Disagree completely,0.08080,82,1216,0.06548,0.09613
1992,3rd Quintile,male,Agree completely,0.12862,140,1019,0.10806,0.14919
1992,3rd Quintile,male,Agree,0.50649,500,1019,0.47577,0.53720
1992,3rd Quintile,male,Disagree,0.29104,305,1019,0.26313,0.31894
1992,3rd Quintile,male,Disagree completely,0.07385,74,1019,0.05779,0.08992
1992,3rd Quintile,female,Agree completely,0.12855,146,1087,0.10865,0.14846
1992,3rd Quintile,female,Agree,0.46189,517,1087,0.43224,0.49154
1992,3rd Quintile,female,Disagree,0.31680,332,1087,0.28913,0.34447
1992,3rd Quintile,female,Disagree completely,0.09276,92,1087,0.07550,0.11001
1992,4th Quintile,male,Agree completely,0.14049,167,1047,0.11943,0.16155
1992,4th Quintile,male,Agree,0.49080,520,1047,0.46050,0.52110
1992,4th Quintile,male,Disagree,0.30605,295,1047,0.27812,0.33398
1992,4th Quintile,male,Disagree completely,0.06266,65,1047,0.04797,0.07735
1992,4th Quintile,female,Agree completely,0.11762,136,1049,0.09812,0.13713
