"plh0188","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","7","","",""
"Stimmt ganz u.gar","1990","Hauptschule","330","0.200454481114381","0.18123641104377","0.219672551184993"
"Stimmt ganz u.gar","1990","Realschule","293","0.188557709464241","0.169165844951916","0.207949573976565"
"Stimmt ganz u.gar","1990","(Fach-)Abitur","24","","",""
"Stimmt ganz u.gar","1990","AkademikerIn","123","0.119784840776342","0.0995478796668017","0.140021801885882"
"Stimmt eher","1990","(noch) kein Abschluss","25","","",""
"Stimmt eher","1990","Hauptschule","725","0.431974556567444","0.408195573942419","0.455753539192469"
"Stimmt eher","1990","Realschule","734","0.472178624120247","0.447429191317352","0.496928056923142"
"Stimmt eher","1990","(Fach-)Abitur","53","0.420834367176974","0.33564012835538","0.506028605998567"
"Stimmt eher","1990","AkademikerIn","420","0.42627329041641","0.395452303561443","0.457094277271377"
"Stimmt eher nicht","1990","(noch) kein Abschluss","9","","",""
"Stimmt eher nicht","1990","Hauptschule","492","0.289014232224317","0.267253657592662","0.310774806855973"
"Stimmt eher nicht","1990","Realschule","436","0.277017017342301","0.254830667132108","0.299203367552495"
"Stimmt eher nicht","1990","(Fach-)Abitur","49","0.370654151906597","0.287308613544587","0.453999690268607"
"Stimmt eher nicht","1990","AkademikerIn","352","0.354624211675545","0.32480882327676","0.384439600074329"
"Stimmt ganz u.gar nicht","1990","(noch) kein Abschluss","3","","",""
"Stimmt ganz u.gar nicht","1990","Hauptschule","120","0.078556730093857","0.0656413767836157","0.0914720834040984"
"Stimmt ganz u.gar nicht","1990","Realschule","100","0.0622466490732109","0.0502690188065454","0.0742242793398763"
"Stimmt ganz u.gar nicht","1990","(Fach-)Abitur","3","","",""
"Stimmt ganz u.gar nicht","1990","AkademikerIn","94","0.0993176571317035","0.0806775243061045","0.117957789957303"
"Stimmt ganz u.gar","1991","(noch) kein Abschluss","7","","",""
"Stimmt ganz u.gar","1991","Hauptschule","238","0.160091765205703","0.141510182165821","0.178673348245585"
"Stimmt ganz u.gar","1991","Realschule","243","0.163010349901138","0.144367381909837","0.18165331789244"
"Stimmt ganz u.gar","1991","(Fach-)Abitur","23","","",""
"Stimmt ganz u.gar","1991","AkademikerIn","112","0.106430330871755","0.0868817128566405","0.12597894888687"
"Stimmt eher","1991","(noch) kein Abschluss","27","","",""
"Stimmt eher","1991","Hauptschule","576","0.383282920154403","0.358646079435849","0.407919760872957"
"Stimmt eher","1991","Realschule","675","0.440660866128729","0.415603393484101","0.465718338773358"
"Stimmt eher","1991","(Fach-)Abitur","58","0.495106290945753","0.406387139834035","0.583825442057471"
"Stimmt eher","1991","AkademikerIn","379","0.389923716045731","0.359006452958231","0.420840979133232"
"Stimmt eher nicht","1991","(noch) kein Abschluss","18","","",""
"Stimmt eher nicht","1991","Hauptschule","499","0.335448264978632","0.311522850654745","0.359373679302519"
"Stimmt eher nicht","1991","Realschule","468","0.308868230683215","0.28554898657222","0.33218747479421"
"Stimmt eher nicht","1991","(Fach-)Abitur","32","0.256711838293415","0.179199697463295","0.334223979123534"
"Stimmt eher nicht","1991","AkademikerIn","367","0.398164673033896","0.367134132154504","0.429195213913287"
"Stimmt ganz u.gar nicht","1991","(noch) kein Abschluss","2","","",""
"Stimmt ganz u.gar nicht","1991","Hauptschule","183","0.121177049661262","0.104640565607669","0.137713533714854"
"Stimmt ganz u.gar nicht","1991","Realschule","122","0.0874605532869171","0.0732018722540233","0.101719234319811"
"Stimmt ganz u.gar nicht","1991","(Fach-)Abitur","9","","",""
"Stimmt ganz u.gar nicht","1991","AkademikerIn","98","0.105481280048618","0.0860096837225692","0.124952876374666"
"Stimmt ganz u.gar","1992","(noch) kein Abschluss","50","0.190159563739537","0.140198378452168","0.240120749026905"
"Stimmt ganz u.gar","1992","Hauptschule","658","0.120486801121052","0.111709568585401","0.129264033656704"
"Stimmt ganz u.gar","1992","Realschule","472","0.151330544288039","0.138455041104907","0.164206047471171"
"Stimmt ganz u.gar","1992","(Fach-)Abitur","118","0.161814555332594","0.134434486333323","0.189194624331865"
"Stimmt ganz u.gar","1992","AkademikerIn","232","0.163971673965446","0.145874949245022","0.18206839868587"
"Stimmt eher","1992","(noch) kein Abschluss","119","0.459872722050432","0.396421382038386","0.523324062062479"
"Stimmt eher","1992","Hauptschule","2306","0.431893183344607","0.418537384742893","0.44524898194632"
"Stimmt eher","1992","Realschule","1489","0.490943307295672","0.472982312982296","0.508904301609048"
"Stimmt eher","1992","(Fach-)Abitur","367","0.507952390756413","0.470784256936021","0.545120524576806"
"Stimmt eher","1992","AkademikerIn","800","0.493751442976413","0.469314821766889","0.518188064185937"
"Stimmt eher nicht","1992","(noch) kein Abschluss","49","0.242786007742695","0.188198274549394","0.297373740935995"
"Stimmt eher nicht","1992","Hauptschule","1873","0.361849955760374","0.348893317005903","0.374806594514846"
"Stimmt eher nicht","1992","Realschule","844","0.291868303504576","0.275534696141592","0.30820191086756"
"Stimmt eher nicht","1992","(Fach-)Abitur","172","0.272496458210079","0.239394500792886","0.305598415627273"
