year,migback,sampreg,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,East,Agree completely,0.18063,760,4261,0.16907,0.19218
1990,No migration background,East,Agree,0.44075,1882,4261,0.42584,0.45566
1990,No migration background,East,Disagree,0.30174,1303,4261,0.28796,0.31553
1990,No migration background,East,Disagree completely,0.07688,316,4261,0.06888,0.08488
1990,Direct migration background,East,Agree,0.53834,77,116,0.44723,0.62946
1990,Direct migration background,East,Disagree,0.26856,39,116,0.18755,0.34956
1991,No migration background,East,Agree completely,0.14487,585,3975,0.13392,0.15581
1991,No migration background,East,Agree,0.40972,1650,3975,0.39443,0.42501
1991,No migration background,East,Disagree,0.33873,1338,3975,0.32401,0.35344
1991,No migration background,East,Disagree completely,0.10669,402,3975,0.09709,0.11629
1991,Direct migration background,East,Agree,0.36225,54,97,0.26610,0.45840
1991,Direct migration background,East,Disagree,0.32319,43,97,0.22963,0.41675
1992,No migration background,West,Agree completely,0.13826,936,6489,0.12986,0.14666
1992,No migration background,West,Agree,0.46232,3090,6489,0.45019,0.47445
1992,No migration background,West,Disagree,0.32811,2026,6489,0.31668,0.33953
1992,No migration background,West,Disagree completely,0.07132,437,6489,0.06505,0.07758
1992,No migration background,East,Agree completely,0.13698,522,3806,0.12605,0.14790
1992,No migration background,East,Agree,0.44702,1750,3806,0.43122,0.46282
1992,No migration background,East,Disagree,0.32363,1224,3806,0.30876,0.33849
1992,No migration background,East,Disagree completely,0.09237,310,3806,0.08317,0.10158
1992,Direct migration background,West,Agree completely,0.15138,67,403,0.11634,0.18642
1992,Direct migration background,West,Agree,0.49200,218,403,0.44313,0.54088
1992,Direct migration background,West,Disagree,0.28465,118,403,0.24053,0.32876
1992,Direct migration background,East,Agree,0.40953,58,110,0.31721,0.50185
1992,Direct migration background,East,Disagree,0.33027,52,110,0.24197,0.41856
1992,Indirect migration background,West,Agree,0.50500,33,33,0.33176,0.67823
1993,No migration background,West,Agree completely,0.10319,684,6441,0.09576,0.11062
1993,No migration background,West,Agree,0.39943,2647,6441,0.38747,0.41139
1993,No migration background,West,Disagree,0.38518,2421,6441,0.37330,0.39707
1993,No migration background,West,Disagree completely,0.11220,689,6441,0.10449,0.11991
1993,No migration background,East,Agree completely,0.09178,346,3669,0.08243,0.10112
1993,No migration background,East,Agree,0.43174,1642,3669,0.41571,0.44777
1993,No migration background,East,Disagree,0.36320,1317,3669,0.34764,0.37876
1993,No migration background,East,Disagree completely,0.11328,364,3669,0.10302,0.12354
1993,Direct migration background,West,Agree completely,0.13456,297,2321,0.12067,0.14844
1993,Direct migration background,West,Agree,0.41527,1028,2321,0.39522,0.43533
1993,Direct migration background,West,Disagree,0.34526,764,2321,0.32591,0.36461
1993,Direct migration background,West,Disagree completely,0.10491,232,2321,0.09244,0.11738
1993,Direct migration background,East,Agree,0.27448,42,96,0.18475,0.36422
1993,Direct migration background,East,Disagree,0.40182,54,96,0.30323,0.50041
1993,Indirect migration background,West,Agree completely,0.15128,88,450,0.11814,0.18443
1993,Indirect migration background,West,Agree,0.44916,204,450,0.40315,0.49517
1993,Indirect migration background,West,Disagree,0.30889,126,450,0.26615,0.35163
1993,Indirect migration background,West,Disagree completely,0.09067,32,450,0.06411,0.11723
1995,No migration background,West,Agree completely,0.13995,952,6439,0.13148,0.14843
1995,No migration background,West,Agree,0.51866,3443,6439,0.50646,0.53087
1995,No migration background,West,Disagree,0.28562,1743,6439,0.27459,0.29665
1995,No migration background,West,Disagree completely,0.05576,301,6439,0.05016,0.06137
1995,No migration background,East,Agree completely,0.10950,367,3525,0.09919,0.11981
1995,No migration background,East,Agree,0.49666,1843,3525,0.48015,0.51317
1995,No migration background,East,Disagree,0.32995,1130,3525,0.31443,0.34548
1995,No migration background,East,Disagree completely,0.06389,185,3525,0.05581,0.07196
1995,Direct migration background,West,Agree completely,0.18596,460,2619,0.17105,0.20086
1995,Direct migration background,West,Agree,0.48745,1342,2619,0.46830,0.50660
1995,Direct migration background,West,Disagree,0.26833,673,2619,0.25136,0.28530
1995,Direct migration background,West,Disagree completely,0.05826,144,2619,0.04929,0.06724
