year,pgisced97,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Secondary Level,Agree completely,0.15954,84,510,0.12773,0.19135
1990,Lower Secondary Level,Agree,0.45768,231,510,0.41440,0.50097
1990,Lower Secondary Level,Disagree,0.29673,155,510,0.25704,0.33641
1990,Lower Secondary Level,Disagree completely,0.08605,40,510,0.06169,0.11041
1990,Upper Secondary Level,Agree completely,0.20294,493,2520,0.18723,0.21865
1990,Upper Secondary Level,Agree,0.43656,1118,2520,0.41720,0.45593
1990,Upper Secondary Level,Disagree,0.29250,742,2520,0.27473,0.31026
1990,Upper Secondary Level,Disagree completely,0.06800,167,2520,0.05817,0.07783
1990,Post-secondary Non-tertiary Level,Agree,0.47451,34,34,0.30414,0.64489
1990,First Stage of Tertiary Education,Agree completely,0.19345,53,242,0.14358,0.24332
1990,First Stage of Tertiary Education,Agree,0.52796,131,242,0.46493,0.59099
1990,First Stage of Tertiary Education,Disagree,0.22027,58,242,0.16795,0.27260
1990,Second Stage of Tertiary Education,Agree completely,0.11978,123,989,0.09954,0.14003
1990,Second Stage of Tertiary Education,Agree,0.42627,420,989,0.39544,0.45711
1990,Second Stage of Tertiary Education,Disagree,0.35462,352,989,0.32479,0.38446
1990,Second Stage of Tertiary Education,Disagree completely,0.09932,94,989,0.08067,0.11797
1991,Lower Secondary Level,Agree completely,0.17745,83,454,0.14227,0.21264
1991,Lower Secondary Level,Agree,0.43009,193,454,0.38450,0.47568
1991,Lower Secondary Level,Disagree,0.32056,145,454,0.27758,0.36354
1991,Lower Secondary Level,Disagree completely,0.07190,33,454,0.04811,0.09569
1991,Upper Secondary Level,Agree completely,0.15686,360,2371,0.14222,0.17150
1991,Upper Secondary Level,Agree,0.40076,980,2371,0.38103,0.42049
1991,Upper Secondary Level,Disagree,0.32730,773,2371,0.30841,0.34619
1991,Upper Secondary Level,Disagree completely,0.11508,258,2371,0.10223,0.12793
1991,Post-secondary Non-tertiary Level,Agree,0.48706,34,34,0.31652,0.65760
1991,First Stage of Tertiary Education,Agree completely,0.17761,48,217,0.12664,0.22858
1991,First Stage of Tertiary Education,Agree,0.45812,105,217,0.39168,0.52457
1991,First Stage of Tertiary Education,Disagree,0.26834,64,217,0.20925,0.32743
1991,Second Stage of Tertiary Education,Agree completely,0.10643,112,956,0.08687,0.12599
1991,Second Stage of Tertiary Education,Agree,0.38993,379,956,0.35900,0.42087
1991,Second Stage of Tertiary Education,Disagree,0.39816,367,956,0.36712,0.42921
1991,Second Stage of Tertiary Education,Disagree completely,0.10548,98,956,0.08600,0.12496
