year,bula_h,pgisced97,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Berlin,Upper Secondary Level,Agree,0.38257,53,108,0.29048,0.47466
1990,Berlin,Upper Secondary Level,Disagree,0.40062,55,108,0.30777,0.49347
1990,Berlin,Second Stage of Tertiary Education,Agree,0.35339,41,83,0.24993,0.45686
1990,Berlin,Second Stage of Tertiary Education,Disagree,0.39075,42,83,0.28514,0.49636
1990,Brandenburg,Lower Secondary Level,Agree,0.40629,34,34,0.23872,0.57386
1990,Brandenburg,Upper Secondary Level,Agree completely,0.20770,79,395,0.16764,0.24775
1990,Brandenburg,Upper Secondary Level,Agree,0.38274,154,395,0.33474,0.43073
1990,Brandenburg,Upper Secondary Level,Disagree,0.29252,117,395,0.24760,0.33744
1990,Brandenburg,Upper Secondary Level,Disagree completely,0.11705,45,395,0.08531,0.14879
1990,Brandenburg,Second Stage of Tertiary Education,Agree,0.37994,63,139,0.29896,0.46093
1990,Brandenburg,Second Stage of Tertiary Education,Disagree,0.44769,76,139,0.36472,0.53065
1990,Mecklenburg-Western Pomerania,Upper Secondary Level,Agree completely,0.18377,46,257,0.13633,0.23121
1990,Mecklenburg-Western Pomerania,Upper Secondary Level,Agree,0.37510,108,257,0.31579,0.43441
1990,Mecklenburg-Western Pomerania,Upper Secondary Level,Disagree,0.35607,103,257,0.29741,0.41473
1990,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Agree,0.42793,50,86,0.32274,0.53311
1990,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Disagree,0.35261,36,86,0.25104,0.45418
1990,Saxony,Lower Secondary Level,Agree,0.43114,70,124,0.34362,0.51867
1990,Saxony,Lower Secondary Level,Disagree,0.34385,54,124,0.25990,0.42779
1990,Saxony,Upper Secondary Level,Agree completely,0.21126,160,770,0.18241,0.24011
1990,Saxony,Upper Secondary Level,Agree,0.48350,370,770,0.44818,0.51882
1990,Saxony,Upper Secondary Level,Disagree,0.25234,202,770,0.22164,0.28304
1990,Saxony,Upper Secondary Level,Disagree completely,0.05290,38,770,0.03708,0.06872
1990,Saxony,First Stage of Tertiary Education,Agree,0.47767,35,35,0.30977,0.64557
1990,Saxony,Second Stage of Tertiary Education,Agree completely,0.13717,38,269,0.09598,0.17836
1990,Saxony,Second Stage of Tertiary Education,Agree,0.47206,134,269,0.41229,0.53183
1990,Saxony,Second Stage of Tertiary Education,Disagree,0.32877,97,269,0.27252,0.38501
1990,Saxony-Anhalt,Lower Secondary Level,Agree,0.54393,59,59,0.41575,0.67211
1990,Saxony-Anhalt,Upper Secondary Level,Agree completely,0.17757,77,423,0.14111,0.21404
1990,Saxony-Anhalt,Upper Secondary Level,Agree,0.45242,209,423,0.40493,0.49991
1990,Saxony-Anhalt,Upper Secondary Level,Disagree,0.31279,137,423,0.26855,0.35702
1990,Saxony-Anhalt,Second Stage of Tertiary Education,Agree,0.43984,71,138,0.35672,0.52296
1990,Saxony-Anhalt,Second Stage of Tertiary Education,Disagree,0.33622,67,138,0.25712,0.41533
1990,Thuringa,Lower Secondary Level,Agree,0.50641,33,33,0.33318,0.67963
1990,Thuringa,Upper Secondary Level,Agree completely,0.23751,112,464,0.19874,0.27627
1990,Thuringa,Upper Secondary Level,Agree,0.44834,224,464,0.40304,0.49364
1990,Thuringa,Upper Secondary Level,Disagree,0.26191,128,464,0.22186,0.30196
1990,Thuringa,Second Stage of Tertiary Education,Agree,0.44637,61,95,0.34587,0.54686
1990,Thuringa,Second Stage of Tertiary Education,Disagree,0.26486,34,95,0.17566,0.35407
1991,Berlin,Upper Secondary Level,Agree,0.36674,50,96,0.26983,0.46365
1991,Berlin,Upper Secondary Level,Disagree,0.37445,46,96,0.27713,0.47178
1991,Berlin,Second Stage of Tertiary Education,Agree,0.33037,36,81,0.22730,0.43344
1991,Berlin,Second Stage of Tertiary Education,Disagree,0.43274,45,81,0.32417,0.54132
1991,Brandenburg,Lower Secondary Level,Agree,0.40047,32,32,0.22798,0.57296
1991,Brandenburg,Upper Secondary Level,Agree completely,0.14169,53,369,0.10606,0.17732
