year,hhtyp,regtyp,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,Single-person household,Urban regions,"Yes, Regularly",0.09951,78,934,0.08031,0.11872
1991,Single-person household,Urban regions,"Yes, Occasionally",0.07167,56,934,0.05512,0.08822
1991,Single-person household,Urban regions,No,0.82881,800,934,0.80464,0.85298
1991,Single-person household,Rural regions,No,0.87977,301,301,0.84296,0.91657
1991,Couple without children,Urban regions,"Yes, Regularly",0.06365,56,1079,0.04908,0.07822
1991,Couple without children,Urban regions,"Yes, Occasionally",0.03805,32,1079,0.02663,0.04947
1991,Couple without children,Urban regions,No,0.89830,991,1079,0.88025,0.91634
1991,Couple without children,Rural regions,No,0.93417,507,507,0.91256,0.95578
1991,Single parent,Urban regions,No,0.93120,246,246,0.89951,0.96290
1991,Single parent,Rural regions,No,0.94837,110,110,0.90682,0.98991
1991,Couple with children,Urban regions,"Yes, Regularly",0.04020,48,1834,0.03120,0.04919
1991,Couple with children,Urban regions,No,0.93757,1786,1834,0.92649,0.94865
1991,Couple with children,Rural regions,No,0.96518,1068,1068,0.95418,0.97618
1991,Multi-generational household,Urban regions,No,0.96341,90,90,0.92441,1.00242
1991,Multi-generational household,Rural regions,No,0.93793,56,56,0.87416,1.00170
1991,Other Combinations,Urban regions,No,0.96308,80,80,0.92149,1.00466
1991,Other Combinations,Rural regions,No,0.90492,62,62,0.83131,0.97853
1994,Single-person household,Urban regions,"Yes, Regularly",0.10215,68,938,0.08276,0.12154
1994,Single-person household,Urban regions,"Yes, Occasionally",0.06598,48,938,0.05009,0.08188
1994,Single-person household,Urban regions,No,0.83187,822,938,0.80792,0.85582
1994,Single-person household,Rural regions,No,0.86447,349,349,0.82851,0.90043
1994,Couple without children,Urban regions,"Yes, Regularly",0.06954,59,1177,0.05500,0.08407
1994,Couple without children,Urban regions,"Yes, Occasionally",0.03897,34,1177,0.02791,0.05003
1994,Couple without children,Urban regions,No,0.89149,1084,1177,0.87372,0.90927
1994,Couple without children,Rural regions,No,0.93846,537,537,0.91811,0.95880
1994,Single parent,Urban regions,No,0.91151,220,220,0.87389,0.94912
1994,Single parent,Rural regions,No,0.95253,111,111,0.91279,0.99227
1994,Couple with children,Urban regions,"Yes, Regularly",0.05343,62,1691,0.04271,0.06416
1994,Couple with children,Urban regions,"Yes, Occasionally",0.02335,31,1691,0.01615,0.03055
1994,Couple with children,Urban regions,No,0.92321,1598,1691,0.91052,0.93591
1994,Couple with children,Rural regions,No,0.94806,935,935,0.93383,0.96229
1994,Multi-generational household,Urban regions,No,0.81209,68,68,0.71855,0.90563
1994,Multi-generational household,Rural regions,No,0.91906,52,52,0.84421,0.99392
1994,Other Combinations,Urban regions,No,0.96392,98,98,0.92680,1.00103
