"year","bildungsniveau","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1985","(Fach-)Abitur","Laendlicher Raum","12.96","6.5","53","9.51","16.41"
"1985","(Fach-)Abitur","Staedtischer Raum","7.39","3.5","346","6.52","8.26"
"1985","(noch) kein Abschluss","Laendlicher Raum","8.19","5.5","53","6.64","9.74"
"1985","(noch) kein Abschluss","Staedtischer Raum","8.86","7.5","450","8.3","9.42"
"1985","AkademikerIn","Laendlicher Raum","13.67","11.5","83","11.57","15.77"
"1985","AkademikerIn","Staedtischer Raum","10.4","6.5","480","9.6","11.2"
"1985","Hauptschule","Laendlicher Raum","11.61","8.5","813","10.92","12.3"
"1985","Hauptschule","Staedtischer Raum","11.32","8.5","2777","10.99","11.65"
"1985","Realschule","Laendlicher Raum","8.67","4.5","250","7.6","9.74"
"1985","Realschule","Staedtischer Raum","8.89","5.5","851","8.32","9.46"
"1986","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1986","(Fach-)Abitur","Staedtischer Raum","1.84","0.5","73","0.99","2.69"
"1986","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1986","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1986","AkademikerIn","Laendlicher Raum","","","","",""
"1986","AkademikerIn","Staedtischer Raum","2.77","0.5","82","1.7","3.84"
"1986","Hauptschule","Laendlicher Raum","3.72","0.5","95","2.46","4.98"
"1986","Hauptschule","Staedtischer Raum","3.74","0.5","365","3.12","4.36"
"1986","Realschule","Laendlicher Raum","3.99","0.5","48","2.3","5.68"
"1986","Realschule","Staedtischer Raum","2.97","0.5","164","2.23","3.71"
"1987","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1987","(Fach-)Abitur","Staedtischer Raum","1.51","0.5","105","0.73","2.29"
"1987","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1987","(noch) kein Abschluss","Staedtischer Raum","3.22","0.5","47","1.7","4.74"
"1987","AkademikerIn","Laendlicher Raum","","","","",""
"1987","AkademikerIn","Staedtischer Raum","3.2","0.5","101","2.17","4.23"
"1987","Hauptschule","Laendlicher Raum","2.89","0.5","181","1.97","3.81"
"1987","Hauptschule","Staedtischer Raum","2.58","0.5","444","2.16","3"
"1987","Realschule","Laendlicher Raum","2.67","0.5","70","1.42","3.92"
"1987","Realschule","Staedtischer Raum","2.7","0.5","208","2.08","3.32"
"1988","(Fach-)Abitur","Laendlicher Raum","10.67","3.5","49","7.32","14.02"
"1988","(Fach-)Abitur","Staedtischer Raum","6.27","2.5","346","5.5","7.04"
"1988","(noch) kein Abschluss","Laendlicher Raum","9.61","9.5","50","7.81","11.41"
"1988","(noch) kein Abschluss","Staedtischer Raum","9.48","8.5","350","8.72","10.24"
"1988","AkademikerIn","Laendlicher Raum","14.89","12.5","86","12.63","17.15"
"1988","AkademikerIn","Staedtischer Raum","10.55","7.5","450","9.7","11.4"
"1988","Hauptschule","Laendlicher Raum","11.29","7.5","732","10.58","12"
"1988","Hauptschule","Staedtischer Raum","11.82","8.5","2516","11.45","12.19"
"1988","Realschule","Laendlicher Raum","9.14","6.5","248","8.08","10.2"
"1988","Realschule","Staedtischer Raum","9.44","6.5","839","8.85","10.03"
"1989","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1989","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1989","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1989","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1989","AkademikerIn","Laendlicher Raum","","","","",""
"1989","AkademikerIn","Staedtischer Raum","","","","",""
"1989","Hauptschule","Laendlicher Raum","","","","",""
"1989","Hauptschule","Staedtischer Raum","","","","",""
