"year","bildungsniveau","sex","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1984","(Fach-)Abitur","maennlich","9.69","4.5","290","8.61","10.77"
"1984","(Fach-)Abitur","weiblich","6.05","2.5","167","4.89","7.21"
"1984","(noch) kein Abschluss","maennlich","8.16","6.5","386","7.55","8.77"
"1984","(noch) kein Abschluss","weiblich","7.57","5.5","263","6.87","8.27"
"1984","AkademikerIn","maennlich","11.8","8.5","454","10.89","12.71"
"1984","AkademikerIn","weiblich","9.65","7.5","164","8.42","10.88"
"1984","Hauptschule","maennlich","12.93","9.5","2672","12.56","13.3"
"1984","Hauptschule","weiblich","9.34","6.5","1439","8.93","9.75"
"1984","Realschule","maennlich","10.75","7.5","576","9.95","11.55"
"1984","Realschule","weiblich","7.24","3.5","586","6.65","7.83"
"1985","(Fach-)Abitur","maennlich","10.13","4.5","247","8.87","11.39"
"1985","(Fach-)Abitur","weiblich","5.48","3.5","152","4.42","6.54"
"1985","(noch) kein Abschluss","maennlich","9.22","8.5","290","8.51","9.93"
"1985","(noch) kein Abschluss","weiblich","8.09","5.5","213","7.33","8.85"
"1985","AkademikerIn","maennlich","11.51","8.5","402","10.59","12.43"
"1985","AkademikerIn","weiblich","9.4","6.5","161","8.13","10.67"
"1985","Hauptschule","maennlich","12.7","9.5","2296","12.3","13.1"
"1985","Hauptschule","weiblich","9.22","6.5","1294","8.79","9.65"
"1985","Realschule","maennlich","10.97","7.5","540","10.15","11.79"
"1985","Realschule","weiblich","6.87","3.5","561","6.32","7.42"
"1986","(Fach-)Abitur","maennlich","2.59","0.5","51","0.97","4.21"
"1986","(Fach-)Abitur","weiblich","1.84","0.5","33","0.78","2.9"
"1986","(noch) kein Abschluss","maennlich","","","","",""
"1986","(noch) kein Abschluss","weiblich","","","","",""
"1986","AkademikerIn","maennlich","3.79","0.5","71","2.51","5.07"
"1986","AkademikerIn","weiblich","","","","",""
"1986","Hauptschule","maennlich","3.96","0.5","319","3.25","4.67"
"1986","Hauptschule","weiblich","3.28","0.5","141","2.41","4.15"
"1986","Realschule","maennlich","4.05","0.5","93","2.93","5.17"
"1986","Realschule","weiblich","2.55","0.5","119","1.71","3.39"
"1987","(Fach-)Abitur","maennlich","1.58","0.5","69","0.53","2.63"
"1987","(Fach-)Abitur","weiblich","1.36","0.5","51","0.46","2.26"
"1987","(noch) kein Abschluss","maennlich","","","","",""
"1987","(noch) kein Abschluss","weiblich","","","","",""
"1987","AkademikerIn","maennlich","4.85","0.5","76","3.33","6.37"
"1987","AkademikerIn","weiblich","1.72","0.5","39","0.68","2.76"
"1987","Hauptschule","maennlich","3.1","0.5","393","2.54","3.66"
"1987","Hauptschule","weiblich","2.02","0.5","232","1.52","2.52"
