"year","bildungsniveau","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1984","(Fach-)Abitur","Ostdeutschland","","","","",""
"1984","(Fach-)Abitur","Westdeutschland","8.2","3.5","457","7.39","9.01"
"1984","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1984","(noch) kein Abschluss","Westdeutschland","7.94","6.5","649","7.48","8.4"
"1984","AkademikerIn","Ostdeutschland","","","","",""
"1984","AkademikerIn","Westdeutschland","11.25","8.5","618","10.5","12"
"1984","Hauptschule","Ostdeutschland","","","","",""
"1984","Hauptschule","Westdeutschland","11.65","8.5","4111","11.36","11.94"
"1984","Realschule","Ostdeutschland","","","","",""
"1984","Realschule","Westdeutschland","8.98","4.5","1162","8.47","9.49"
"1985","(Fach-)Abitur","Ostdeutschland","","","","",""
"1985","(Fach-)Abitur","Westdeutschland","8.16","3.5","399","7.27","9.05"
"1985","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1985","(noch) kein Abschluss","Westdeutschland","8.78","7.5","503","8.25","9.31"
"1985","AkademikerIn","Ostdeutschland","","","","",""
"1985","AkademikerIn","Westdeutschland","10.9","7.5","563","10.15","11.65"
"1985","Hauptschule","Ostdeutschland","","","","",""
"1985","Hauptschule","Westdeutschland","11.39","8.5","3590","11.09","11.69"
"1985","Realschule","Ostdeutschland","","","","",""
"1985","Realschule","Westdeutschland","8.84","5.5","1101","8.33","9.35"
"1986","(Fach-)Abitur","Ostdeutschland","","","","",""
"1986","(Fach-)Abitur","Westdeutschland","2.3","0.5","84","1.25","3.35"
"1986","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1986","(noch) kein Abschluss","Westdeutschland","2.87","0.5","38","1.03","4.71"
"1986","AkademikerIn","Ostdeutschland","","","","",""
"1986","AkademikerIn","Westdeutschland","3.33","0.5","97","2.24","4.42"
"1986","Hauptschule","Ostdeutschland","","","","",""
"1986","Hauptschule","Westdeutschland","3.74","0.5","460","3.18","4.3"
"1986","Realschule","Ostdeutschland","","","","",""
"1986","Realschule","Westdeutschland","3.22","0.5","212","2.54","3.9"
"1987","(Fach-)Abitur","Ostdeutschland","","","","",""
"1987","(Fach-)Abitur","Westdeutschland","1.48","0.5","120","0.77","2.19"
"1987","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1987","(noch) kein Abschluss","Westdeutschland","3.04","0.5","52","1.6","4.48"
"1987","AkademikerIn","Ostdeutschland","","","","",""
"1987","AkademikerIn","Westdeutschland","3.73","0.5","115","2.65","4.81"
"1987","Hauptschule","Ostdeutschland","","","","",""
"1987","Hauptschule","Westdeutschland","2.67","0.5","625","2.27","3.07"
"1987","Realschule","Ostdeutschland","","","","",""
"1987","Realschule","Westdeutschland","2.69","0.5","278","2.13","3.25"
"1988","(Fach-)Abitur","Ostdeutschland","","","","",""
"1988","(Fach-)Abitur","Westdeutschland","6.92","2.5","395","6.13","7.71"
"1988","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1988","(noch) kein Abschluss","Westdeutschland","9.5","8.5","400","8.8","10.2"
"1988","AkademikerIn","Ostdeutschland","","","","",""
"1988","AkademikerIn","Westdeutschland","11.24","8.5","536","10.44","12.04"
"1988","Hauptschule","Ostdeutschland","","","","",""
"1988","Hauptschule","Westdeutschland","11.69","8.5","3248","11.36","12.02"
"1988","Realschule","Ostdeutschland","","","","",""
"1988","Realschule","Westdeutschland","9.37","6.5","1087","8.86","9.88"
"1989","(Fach-)Abitur","Ostdeutschland","","","","",""
"1989","(Fach-)Abitur","Westdeutschland","","","","",""
"1989","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1989","(noch) kein Abschluss","Westdeutschland","","","","",""
"1989","AkademikerIn","Ostdeutschland","","","","",""
"1989","AkademikerIn","Westdeutschland","","","","",""
"1989","Hauptschule","Ostdeutschland","","","","",""
"1989","Hauptschule","Westdeutschland","","","","",""
"1989","Realschule","Ostdeutschland","","","","",""
"1989","Realschule","Westdeutschland","","","","",""
"1990","(Fach-)Abitur","Ostdeutschland","7.98","3.5","80","6.07","9.89"
"1990","(Fach-)Abitur","Westdeutschland","6.82","2.5","395","5.99","7.65"
"1990","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1990","(noch) kein Abschluss","Westdeutschland","9.85","8.5","362","9.07","10.63"
"1990","AkademikerIn","Ostdeutschland","13.36","10.5","849","12.64","14.08"
"1990","AkademikerIn","Westdeutschland","10.65","7.5","528","9.83","11.47"
"1990","Hauptschule","Ostdeutschland","17.17","15.5","1097","16.49","17.85"
"1990","Hauptschule","Westdeutschland","11.86","8.5","3033","11.51","12.21"
"1990","Realschule","Ostdeutschland","8.3","5.5","1368","7.88","8.72"
"1990","Realschule","Westdeutschland","9.53","5.5","1048","9","10.06"
"1991","(Fach-)Abitur","Ostdeutschland","6.98","0.5","67","4.85","9.11"
"1991","(Fach-)Abitur","Westdeutschland","6.15","2.5","460","5.42","6.88"
"1991","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1991","(noch) kein Abschluss","Westdeutschland","8.7","4.5","389","7.88","9.52"
"1991","AkademikerIn","Ostdeutschland","11.2","6.5","748","10.4","12"
"1991","AkademikerIn","Westdeutschland","10.54","6.5","567","9.75","11.33"
"1991","Hauptschule","Ostdeutschland","15.61","13.5","782","14.77","16.45"
"1991","Hauptschule","Westdeutschland","11.66","8.5","3150","11.32","12"
"1991","Realschule","Ostdeutschland","7.16","3.5","1185","6.71","7.61"
"1991","Realschule","Westdeutschland","9.34","5.5","1101","8.82","9.86"
"1992","(Fach-)Abitur","Ostdeutschland","5.71","1.5","62","3.51","7.91"
"1992","(Fach-)Abitur","Westdeutschland","6.56","2.5","464","5.85","7.27"
"1992","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1992","(noch) kein Abschluss","Westdeutschland","9.4","4.5","344","8.5","10.3"
"1992","AkademikerIn","Ostdeutschland","8.71","1.5","679","7.94","9.48"
"1992","AkademikerIn","Westdeutschland","11.13","7.5","574","10.32","11.94"
"1992","Hauptschule","Ostdeutschland","12.87","7.5","603","11.87","13.87"
"1992","Hauptschule","Westdeutschland","11.66","8.5","3021","11.31","12.01"
"1992","Realschule","Ostdeutschland","6.08","1.5","1054","5.62","6.54"
"1992","Realschule","Westdeutschland","9.55","5.5","1110","9.03","10.07"
"1993","(Fach-)Abitur","Ostdeutschland","5.49","1.5","71","3.33","7.65"
"1993","(Fach-)Abitur","Westdeutschland","6.55","3.5","457","5.85","7.25"
"1993","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1993","(noch) kein Abschluss","Westdeutschland","10.52","5.5","330","9.54","11.5"
"1993","AkademikerIn","Ostdeutschland","7.7","2.5","648","6.97","8.43"
"1993","AkademikerIn","Westdeutschland","11.04","7.5","584","10.25","11.83"
"1993","Hauptschule","Ostdeutschland","10.17","2.5","491","9.16","11.18"
"1993","Hauptschule","Westdeutschland","11.71","8.5","2919","11.36","12.06"
"1993","Realschule","Ostdeutschland","5.21","1.5","1024","4.79","5.63"
"1993","Realschule","Westdeutschland","9.65","5.5","1136","9.15","10.15"
"1994","(Fach-)Abitur","Ostdeutschland","5.2","1.5","80","3.38","7.02"
"1994","(Fach-)Abitur","Westdeutschland","6.8","3.5","457","6.08","7.52"
"1994","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1994","(noch) kein Abschluss","Westdeutschland","10.32","6.5","293","9.29","11.35"
"1994","AkademikerIn","Ostdeutschland","8.44","2.5","636","7.68","9.2"
"1994","AkademikerIn","Westdeutschland","10.79","6.5","619","10.03","11.55"
"1994","Hauptschule","Ostdeutschland","10.45","3.5","464","9.41","11.49"
"1994","Hauptschule","Westdeutschland","12.06","8.5","2656","11.69","12.43"
"1994","Realschule","Ostdeutschland","5.65","2.5","1005","5.22","6.08"
"1994","Realschule","Westdeutschland","10.12","6.5","1115","9.6","10.64"
"1995","(Fach-)Abitur","Ostdeutschland","4.67","2.5","93","3.18","6.16"
"1995","(Fach-)Abitur","Westdeutschland","6.38","3.5","525","5.77","6.99"
"1995","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1995","(noch) kein Abschluss","Westdeutschland","9.35","5.5","269","8.26","10.44"
"1995","AkademikerIn","Ostdeutschland","8.48","3.5","625","7.72","9.24"
"1995","AkademikerIn","Westdeutschland","10.17","6.5","715","9.48","10.86"
"1995","Hauptschule","Ostdeutschland","9.45","3.5","441","8.41","10.49"
