year,age_gr,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,17-29 y.,Urban regions,,,,,,,,,,,,
1985,17-29 y.,Rural regions,,,,,,,,,,,,
1985,30-45 y.,Urban regions,1472,3.6434567866512757,3.56513922654286,3.7217743467596915,1.0,3.0,5.0,0.0,11.0,3.0,3.0,4.0
1985,30-45 y.,Rural regions,391,3.6324920827213143,3.4829363624758183,3.7820478029668103,1.0,3.0,5.0,0.0,11.0,3.0,3.0,4.0
1985,46-65 y.,Urban regions,1979,9.542164878768435,9.39260806746236,9.69172169007451,4.0,8.0,14.0,0.0,29.0,8.0,7.0,8.0
1985,46-65 y.,Rural regions,504,10.17854077482046,9.875384485403458,10.481697064237462,5.0,9.0,15.0,0.0,30.0,9.0,8.0,10.0
1985,66 and older,Urban regions,1490,17.145305329155985,16.886686239640085,17.403924418671885,8.498573714437866,16.0,25.0,0.0,49.0,16.0,15.0,17.0
1985,66 and older,Rural regions,361,18.614114815291856,18.054721644431652,19.17350798615206,9.0,17.0,27.0,0.0,45.0,17.0,14.0,18.0
1985,,Urban regions,,,,,,,,,,,,
1985,,Rural regions,,,,,,,,,,,,
1986,17-29 y.,Urban regions,,,,,,,,,,,,
1986,17-29 y.,Rural regions,,,,,,,,,,,,
1986,30-45 y.,Urban regions,449,1.55515983246165,1.465824793747732,1.644494871175568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,30-45 y.,Rural regions,114,1.4819018624741918,1.2864368387592553,1.6773668861891282,0.0521846345118393,1.0,1.0,0.0,2.421723048232241,1.0,1.0,1.0
1986,46-65 y.,Urban regions,228,4.29441860468568,3.916283507037832,4.672553702333527,1.0,1.0,6.0,0.0,13.5,1.0,1.0,1.0
1986,46-65 y.,Rural regions,48,8.003774324489594,6.9186995523938695,9.088849096585319,1.0,4.54358280862842,14.422891218025772,0.0,25.0,4.0,-4.0,7.0
1986,66 and older,Urban regions,50,10.672097956017506,9.066021463770308,12.278174448264703,1.0,9.288466329495453,14.003712959523302,0.0,33.50928239880825,11.0,9.974999999999994,21.0
1986,66 and older,Rural regions,,,,,,,,,,,,
1986,,Urban regions,,,,,,,,,,,,
1986,,Rural regions,,,,,,,,,,,,
1987,17-29 y.,Urban regions,,,,,,,,,,,,
1987,17-29 y.,Rural regions,,,,,,,,,,,,
1987,30-45 y.,Urban regions,552,1.4242488561568538,1.342987132705035,1.5055105796086727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,30-45 y.,Rural regions,197,1.3649419789788773,1.2318969934547002,1.4979869645030544,0.0,1.0,1.0,0.0,2.5,1.0,1.0,1.0
1987,46-65 y.,Urban regions,281,3.4458677195425715,3.1336684723303696,3.7580669667547735,1.0,1.0,3.0,0.0,6.0,1.0,1.0,1.0
1987,46-65 y.,Rural regions,72,4.0286551456923245,3.2764462283262166,4.7808640630584325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,66 and older,Urban regions,95,5.916300110572865,5.117306604552173,6.7152936165935575,1.0,1.0,9.52337777598483,0.0,22.308444439962074,1.0,1.0,1.0
1987,66 and older,Rural regions,,,,,,,,,,,,
1987,,Urban regions,,,,,,,,,,,,
1987,,Rural regions,,,,,,,,,,,,
1988,17-29 y.,Urban regions,,,,,,,,,,,,
1988,17-29 y.,Rural regions,,,,,,,,,,,,
1988,30-45 y.,Urban regions,1425,3.450052097781244,3.3706178712785775,3.5294863242839103,1.0,2.0,5.0,0.0,11.0,2.0,2.0,2.0
1988,30-45 y.,Rural regions,373,3.4467464278736304,3.306673135741099,3.586819720006162,1.0,3.0,5.0,0.0,11.0,3.0,3.0,4.0
1988,46-65 y.,Urban regions,1700,9.367473619814735,9.204838308672894,9.530108930956576,3.0,8.0,15.0,0.0,31.0,8.0,7.0,8.0
1988,46-65 y.,Rural regions,452,9.71073671053731,9.401451402512286,10.020022018562333,3.0,9.0,15.0,0.0,29.0,9.0,8.0,10.0
1988,66 and older,Urban regions,1456,17.64635703944147,17.380680599375083,17.912033479507855,9.0,17.0,26.0,0.0,47.0,17.0,16.0,18.0
1988,66 and older,Rural regions,344,18.799352298331232,18.2216902747173,19.377014321945165,10.0,18.0,27.0,0.0,50.0,18.0,16.0,19.0
1988,,Urban regions,,,,,,,,,,,,
1988,,Rural regions,,,,,,,,,,,,
1989,17-29 y.,Urban regions,,,,,,,,,,,,
1989,17-29 y.,Rural regions,,,,,,,,,,,,
1989,30-45 y.,Urban regions,,,,,,,,,,,,
1989,30-45 y.,Rural regions,,,,,,,,,,,,
1989,46-65 y.,Urban regions,,,,,,,,,,,,
1989,46-65 y.,Rural regions,,,,,,,,,,,,
1989,66 and older,Urban regions,,,,,,,,,,,,
1989,66 and older,Rural regions,,,,,,,,,,,,
1989,,Urban regions,,,,,,,,,,,,
1989,,Rural regions,,,,,,,,,,,,
1990,17-29 y.,Urban regions,,,,,,,,,,,,
1990,17-29 y.,Rural regions,,,,,,,,,,,,
1990,30-45 y.,Urban regions,1565,3.3849876884686765,3.311370443707239,3.458604933230114,1.0,2.0,5.0,0.0,11.0,2.0,1.0,2.0
1990,30-45 y.,Rural regions,934,3.771882919983312,3.6658983614763856,3.8778674784902383,1.0,3.0,5.0,0.0,11.0,3.0,3.0,4.0
1990,46-65 y.,Urban regions,2167,9.038175393010134,8.894314217815062,9.182036568205206,3.0,8.0,14.0,0.0,30.5,8.0,7.0,9.0
