year,hhtyp,regtyp,hlc0180,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2016,Single-person household,Urban regions,No,0.9818417639429312,16419,0.9797993663052995,0.9838841615805629
2016,Single-person household,Urban regions,Yes,0.018158236057068743,16419,0.01611583841943704,0.020200633694700446
2016,Single-person household,Rural regions,No,0.9869158878504672,16419,0.9851777071673552,0.9886540685335793
2016,Single-person household,Rural regions,Yes,0.013084112149532711,16419,0.011345931466420716,0.014822292832644706
2016,Couple without children,Urban regions,No,0.976171875,16419,0.9738390035930262,0.9785047464069738
2016,Couple without children,Urban regions,Yes,0.023828125,16419,0.021495253593026183,0.026160996406973815
2016,Couple without children,Rural regions,No,0.9849574885546108,16419,0.983095608762048,0.9868193683471737
2016,Couple without children,Rural regions,Yes,0.015042511445389144,16419,0.013180631652826291,0.016904391237951996
2016,Single parent,Urban regions,No,0.9747474747474747,16419,0.9723476408338726,0.9771473086610768
2016,Single parent,Urban regions,Yes,0.025252525252525252,16419,0.02285269133892312,0.027652359166127384
2016,Single parent,Rural regions,No,0.9849906191369606,16419,0.9831307595568921,0.9868504787170291
2016,Single parent,Rural regions,Yes,0.0150093808630394,16419,0.013149521282970877,0.016869240443107923
2016,Couple with children,Urban regions,No,0.9597928723728297,16419,0.9567880209393572,0.9627977238063022
2016,Couple with children,Urban regions,Yes,0.04020712762717027,16419,0.037202276193697766,0.04321197906064277
2016,Couple with children,Rural regions,No,0.9734669811320755,16419,0.971008671031716,0.9759252912324351
2016,Couple with children,Rural regions,Yes,0.02653301886792453,16419,0.024074708767564956,0.028991328968284102
2016,Multi-generational household,Urban regions,No,1.0,16419,1.0,1.0
2016,Multi-generational household,Rural regions,No,0.9772727272727273,16419,0.9749930977579433,0.9795523567875113
2016,Multi-generational household,Rural regions,Yes,0.022727272727272728,16419,0.0204476432124887,0.025006902242056754
2016,Other Combinations,Urban regions,No,0.9852941176470589,16419,0.9834528742239126,0.9871353610702052
2016,Other Combinations,Urban regions,Yes,0.014705882352941176,16419,0.012864638929794846,0.016547125776087506
2016,Other Combinations,Rural regions,No,0.9655172413793104,16419,0.9627262163080202,0.9683082664506005
2016,Other Combinations,Rural regions,Yes,0.034482758620689655,16419,0.03169173354939946,0.037273783691979846
2017,Single-person household,Urban regions,No,0.9802707930367505,18279,0.978254713317661,0.9822868727558399
2017,Single-person household,Urban regions,Yes,0.019729206963249517,18279,0.01771312724416008,0.021745286682338955
2017,Single-person household,Rural regions,No,0.9814665592264303,18279,0.9795113392057329,0.9834217792471278
2017,Single-person household,Rural regions,Yes,0.018533440773569703,18279,0.016578220752872217,0.02048866079426719
2017,Couple without children,Urban regions,No,0.9743589743589743,18279,0.9720675419766294,0.9766504067413193
2017,Couple without children,Urban regions,Yes,0.02564102564102564,18279,0.023349593258680655,0.027932458023370625
2017,Couple without children,Rural regions,No,0.9837114601512508,18279,0.9818763810144101,0.9855465392880914
2017,Couple without children,Rural regions,Yes,0.016288539848749273,18279,0.014453460711908613,0.018123618985589934
2017,Single parent,Urban regions,No,0.973816717019134,18279,0.9715018261736251,0.9761316078646428
2017,Single parent,Urban regions,Yes,0.026183282980866064,18279,0.02386839213535717,0.02849817382637496
2017,Single parent,Rural regions,No,0.9798534798534798,18279,0.9778166232947353,0.9818903364122243
2017,Single parent,Rural regions,Yes,0.020146520146520148,18279,0.01810966358777566,0.022183376705264636
2017,Couple with children,Urban regions,No,0.9601833285591521,18279,0.9573487440380756,0.9630179130802287
2017,Couple with children,Urban regions,Yes,0.0398166714408479,18279,0.03698208691977136,0.042651255961924435
2017,Couple with children,Rural regions,No,0.9692138537658054,18279,0.9667096634856837,0.9717180440459271
2017,Couple with children,Rural regions,Yes,0.030786146234194612,18279,0.028281955954072943,0.03329033651431628
2017,Multi-generational household,Urban regions,No,0.9855072463768116,18279,0.9837746985960981,0.9872397941575252
2017,Multi-generational household,Urban regions,Yes,0.014492753623188406,18279,0.012760205842474875,0.016225301403901937
2017,Multi-generational household,Rural regions,No,1.0,18279,1.0,1.0
2017,Other Combinations,Urban regions,No,0.9782608695652174,18279,0.9761467561593636,0.9803749829710712
2017,Other Combinations,Urban regions,Yes,0.021739130434782608,18279,0.019625017028928892,0.023853243840636324
2017,Other Combinations,Rural regions,No,1.0,18279,1.0,1.0
2018,Single-person household,Urban regions,No,0.9782214156079855,17878,0.9760818283066423,0.9803610029093287
2018,Single-person household,Urban regions,Yes,0.021778584392014518,17878,0.019638997090671243,0.023918171693357793
2018,Single-person household,Rural regions,No,0.9826224328593997,17878,0.9807069228319862,0.9845379428868131
2018,Single-person household,Rural regions,Yes,0.017377567140600316,17878,0.015462057113186914,0.01929307716801372
2018,Couple without children,Urban regions,No,0.9723872771758126,17878,0.9699852890532699,0.9747892652983554
2018,Couple without children,Urban regions,Yes,0.027612722824187346,17878,0.025210734701644526,0.030014710946730166
2018,Couple without children,Rural regions,No,0.9797739440809042,17878,0.977710393352892,0.9818374948089165
2018,Couple without children,Rural regions,Yes,0.020226055919095775,17878,0.01816250519108352,0.02228960664710803
2018,Single parent,Urban regions,No,0.9751491053677932,17878,0.972867171089547,0.9774310396460394
2018,Single parent,Urban regions,Yes,0.02485089463220676,17878,0.02256896035396055,0.02713282891045297
2018,Single parent,Rural regions,No,0.9801587301587301,17878,0.978114501168687,0.9822029591487732
2018,Single parent,Rural regions,Yes,0.01984126984126984,17878,0.01779704085122677,0.02188549883131291
2018,Couple with children,Urban regions,No,0.9641228336880511,17878,0.9613965449091048,0.9668491224669974
