year,bula_h,hhtyp,hlc0180,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2016,Schleswig-Holstein,Single-person household,No,1.00000,125,13643,1.00000,1.00000
2016,Schleswig-Holstein,Couple without children,No,1.00000,131,13643,1.00000,1.00000
2016,Schleswig-Holstein,Single parent,No,1.00000,58,13643,1.00000,1.00000
2016,Schleswig-Holstein,Couple with children,No,1.00000,169,13643,1.00000,1.00000
2016,Hamburg,Single-person household,No,1.00000,69,13643,1.00000,1.00000
2016,Hamburg,Couple without children,No,1.00000,64,13643,1.00000,1.00000
2016,Hamburg,Couple with children,No,1.00000,90,13643,1.00000,1.00000
2016,Lower Saxony,Single-person household,No,1.00000,282,13643,1.00000,1.00000
2016,Lower Saxony,Couple without children,No,1.00000,384,13643,1.00000,1.00000
2016,Lower Saxony,Single parent,No,1.00000,151,13643,1.00000,1.00000
2016,Lower Saxony,Couple with children,No,1.00000,460,13643,1.00000,1.00000
2016,Bremen,Couple with children,No,1.00000,36,13643,1.00000,1.00000
2016,North Rhine-Westphalia,Single-person household,No,1.00000,596,13643,1.00000,1.00000
2016,North Rhine-Westphalia,Couple without children,No,1.00000,767,13643,1.00000,1.00000
2016,North Rhine-Westphalia,Single parent,No,1.00000,306,13643,1.00000,1.00000
2016,North Rhine-Westphalia,Couple with children,No,1.00000,1107,13643,1.00000,1.00000
2016,North Rhine-Westphalia,Other Combinations,No,1.00000,43,13643,1.00000,1.00000
2016,Hesse,Single-person household,No,1.00000,205,13643,1.00000,1.00000
2016,Hesse,Couple without children,No,1.00000,271,13643,1.00000,1.00000
2016,Hesse,Single parent,No,1.00000,106,13643,1.00000,1.00000
2016,Hesse,Couple with children,No,1.00000,331,13643,1.00000,1.00000
2016,"Rhineland-Palatinate, Saarland",Single-person household,No,1.00000,201,13643,1.00000,1.00000
2016,"Rhineland-Palatinate, Saarland",Couple without children,No,1.00000,238,13643,1.00000,1.00000
2016,"Rhineland-Palatinate, Saarland",Single parent,No,1.00000,80,13643,1.00000,1.00000
