"hlc0180","year","bula_h","quintil","n","percent","lower_confidence","upper_confidence"
"ja","2016","Schleswig-Holstein","1","","","",""
"ja","2016","Schleswig-Holstein","2","","","",""
"ja","2016","Schleswig-Holstein","3","","","",""
"ja","2016","Schleswig-Holstein","4","","","",""
"ja","2016","Schleswig-Holstein","5","","","",""
"ja","2016","Hamburg","1","","","",""
"ja","2016","Hamburg","2","","","",""
"ja","2016","Hamburg","3","","","",""
"ja","2016","Hamburg","4","","","",""
"ja","2016","Hamburg","5","","","",""
"ja","2016","Niedersachsen","1","","","",""
"ja","2016","Niedersachsen","2","","","",""
"ja","2016","Niedersachsen","3","","","",""
"ja","2016","Niedersachsen","4","","","",""
"ja","2016","Niedersachsen","5","45","0.0533074954934387","0.0384986716438445","0.0681163193430329"
"ja","2016","Bremen","1","","","",""
"ja","2016","Bremen","2","","","",""
"ja","2016","Bremen","3","","","",""
"ja","2016","Bremen","4","","","",""
"ja","2016","Bremen","5","","","",""
"ja","2016","Nordrhein-Westfalen","1","","","",""
"ja","2016","Nordrhein-Westfalen","2","34","0.0188887400386946","0.0118057355327324","0.0259717445446568"
"ja","2016","Nordrhein-Westfalen","3","","","",""
"ja","2016","Nordrhein-Westfalen","4","48","0.0151740758886064","0.00969321714256239","0.0206549346346504"
"ja","2016","Nordrhein-Westfalen","5","91","0.0208397447303159","0.0146756179434556","0.0270038715171761"
"ja","2016","Hessen","1","","","",""
"ja","2016","Hessen","2","","","",""
"ja","2016","Hessen","3","","","",""
"ja","2016","Hessen","4","","","",""
"ja","2016","Hessen","5","41","0.0581361832724123","0.0415107459758406","0.074761620568984"
"ja","2016","Rheinland-Pfalz,Saarland","1","","","",""
"ja","2016","Rheinland-Pfalz,Saarland","2","","","",""
"ja","2016","Rheinland-Pfalz,Saarland","3","","","",""
"ja","2016","Rheinland-Pfalz,Saarland","4","","","",""
"ja","2016","Rheinland-Pfalz,Saarland","5","","","",""
"ja","2016","Baden-Wuerttemberg","1","","","",""
"ja","2016","Baden-Wuerttemberg","2","","","",""
"ja","2016","Baden-Wuerttemberg","3","","","",""
"ja","2016","Baden-Wuerttemberg","4","56","0.0161487157464538","0.00920268739359664","0.0230947440993111"
"ja","2016","Baden-Wuerttemberg","5","88","0.0587625098981522","0.0468090842650608","0.0707159355312437"
"ja","2016","Bayern","1","","","",""
"ja","2016","Bayern","2","","","",""
"ja","2016","Bayern","3","31","0.00760252249324514","0.00249497111191557","0.0127100738745747"
"ja","2016","Bayern","4","56","0.0337644530936003","0.0246632251378814","0.0428656810493192"
"ja","2016","Bayern","5","92","0.0341411355316803","0.0258774848627832","0.0424047862005775"
"ja","2016","Berlin","1","","","",""
"ja","2016","Berlin","2","","","",""
"ja","2016","Berlin","3","","","",""
"ja","2016","Berlin","4","","","",""
"ja","2016","Berlin","5","","","",""
"ja","2016","Brandenburg","1","","","",""
"ja","2016","Brandenburg","2","","","",""
"ja","2016","Brandenburg","3","","","",""
"ja","2016","Brandenburg","4","","","",""
"ja","2016","Brandenburg","5","","","",""
"ja","2016","Mecklenburg-Vorpommern","1","","","",""
"ja","2016","Mecklenburg-Vorpommern","2","","","",""
"ja","2016","Mecklenburg-Vorpommern","3","","","",""
"ja","2016","Mecklenburg-Vorpommern","4","","","",""
"ja","2016","Mecklenburg-Vorpommern","5","","","",""
"ja","2016","Sachsen","1","","","",""
"ja","2016","Sachsen","2","","","",""
"ja","2016","Sachsen","3","","","",""
"ja","2016","Sachsen","4","","","",""
"ja","2016","Sachsen","5","","","",""
"ja","2016","Sachsen-Anhalt","1","","","",""
"ja","2016","Sachsen-Anhalt","2","","","",""
"ja","2016","Sachsen-Anhalt","3","","","",""
"ja","2016","Sachsen-Anhalt","4","","","",""
"ja","2016","Sachsen-Anhalt","5","","","",""
"ja","2016","Thueringen","1","","","",""
"ja","2016","Thueringen","2","","","",""
"ja","2016","Thueringen","3","","","",""
"ja","2016","Thueringen","4","","","",""
"ja","2016","Thueringen","5","","","",""
"nein","2016","Schleswig-Holstein","1","223","0.99435860302049","0.984550411660136","1.00416679438085"
"nein","2016","Schleswig-Holstein","2","222","1","1","1"
"nein","2016","Schleswig-Holstein","3","213","0.977740412426866","0.958246137332461","0.997234687521271"
"nein","2016","Schleswig-Holstein","4","340","0.977258063942147","0.961793690405034","0.99272243747926"
"nein","2016","Schleswig-Holstein","5","261","0.994837572005162","0.986225446191675","1.00344969781865"
"nein","2016","Hamburg","1","65","1","1","1"
"nein","2016","Hamburg","2","63","0.921178512887363","0.855671827556307","0.986685198218419"
"nein","2016","Hamburg","3","134","1","1","1"
"nein","2016","Hamburg","4","168","1","1","1"
"nein","2016","Hamburg","5","207","0.937295294608837","0.905113657855739","0.969476931361936"
"nein","2016","Niedersachsen","1","519","0.988688513202255","0.979651086049189","0.997725940355322"
"nein","2016","Niedersachsen","2","642","0.998213373253729","0.994951750224302","1.00147499628316"
"nein","2016","Niedersachsen","3","640","0.975478173151993","0.963687664259843","0.987268682044144"
"nein","2016","Niedersachsen","4","804","0.97557591118972","0.965068141505373","0.986083680874067"
"nein","2016","Niedersachsen","5","839","0.946692504506561","0.931883680656967","0.961501328356156"
"nein","2016","Bremen","1","83","1","1","1"
"nein","2016","Bremen","2","49","1","1","1"
"nein","2016","Bremen","3","42","0.974307177040413","0.927557822847991","1.02105653123283"
"nein","2016","Bremen","4","39","0.982132144364542","0.941583406308151","1.02268088242093"
"nein","2016","Bremen","5","64","0.893017008354668","0.81844714322236","0.967586873486975"
"nein","2016","Nordrhein-Westfalen","1","1179","0.987384455575697","0.98103793032596","0.993730980825434"
"nein","2016","Nordrhein-Westfalen","2","1385","0.981111259961305","0.974028255455343","0.988194264467268"
"nein","2016","Nordrhein-Westfalen","3","1285","0.991229214414285","0.986156773012752","0.996301655815817"
"nein","2016","Nordrhein-Westfalen","4","1863","0.984825924111394","0.97934506536535","0.990306782857438"
"nein","2016","Nordrhein-Westfalen","5","1972","0.979160255269684","0.972996128482824","0.985324382056544"
"nein","2016","Hessen","1","359","1","1","1"
"nein","2016","Hessen","2","356","0.961246031008045","0.941472559527368","0.981019502488722"
