year,hhtyp,rentown,hlc0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Single-person household,Owner,No,0.99035,922,922,0.98404,0.99667
2016,Single-person household,Tenant,Yes,0.01799,46,2450,0.01273,0.02326
2016,Single-person household,Tenant,No,0.98201,2404,2450,0.97674,0.98727
2016,Couple without children,Owner,Yes,0.01602,35,2218,0.01079,0.02125
2016,Couple without children,Owner,No,0.98398,2183,2218,0.97875,0.98921
2016,Couple without children,Tenant,Yes,0.02306,49,1871,0.01626,0.02986
2016,Couple without children,Tenant,No,0.97694,1822,1871,0.97014,0.98374
2016,Single parent,Owner,No,0.95725,366,366,0.93650,0.97800
2016,Single parent,Tenant,No,0.99145,1124,1124,0.98607,0.99684
2016,Couple with children,Owner,Yes,0.03387,120,2654,0.02699,0.04076
2016,Couple with children,Owner,No,0.96613,2534,2654,0.95924,0.97301
2016,Couple with children,Tenant,Yes,0.02767,57,2325,0.02100,0.03434
2016,Couple with children,Tenant,No,0.97233,2268,2325,0.96566,0.97900
2016,Multi-generational household,Owner,No,0.96093,51,51,0.90723,1.01464
2016,Other Combinations,Owner,No,0.98029,49,49,0.94096,1.01961
2016,Other Combinations,Tenant,No,0.99719,141,141,0.98843,1.00596
2017,Single-person household,Owner,No,0.99203,1002,1002,0.98653,0.99754
2017,Single-person household,Tenant,Yes,0.01562,58,2808,0.01104,0.02021
2017,Single-person household,Tenant,No,0.98438,2750,2808,0.97979,0.98896
2017,Couple without children,Owner,Yes,0.01956,49,2525,0.01415,0.02496
2017,Couple without children,Owner,No,0.98044,2476,2525,0.97504,0.98585
2017,Couple without children,Tenant,Yes,0.02128,53,2080,0.01508,0.02749
2017,Couple without children,Tenant,No,0.97872,2027,2080,0.97251,0.98492
2017,Single parent,Owner,No,0.94264,395,395,0.91968,0.96560
2017,Single parent,Tenant,No,0.98448,1107,1107,0.97719,0.99176
2017,Couple with children,Owner,Yes,0.03043,121,2951,0.02423,0.03662
2017,Couple with children,Owner,No,0.96957,2830,2951,0.96338,0.97577
2017,Couple with children,Tenant,Yes,0.03289,74,2359,0.02569,0.04008
2017,Couple with children,Tenant,No,0.96711,2285,2359,0.95992,0.97431
2017,Multi-generational household,Tenant,No,0.99380,56,56,0.97305,1.01455
2017,Other Combinations,Owner,No,0.94917,89,89,0.90327,0.99506
2017,Other Combinations,Tenant,No,0.99326,166,166,0.98078,1.00574
2018,Single-person household,Owner,No,0.98814,990,990,0.98139,0.99489
2018,Single-person household,Tenant,Yes,0.01685,65,3014,0.01225,0.02144
2018,Single-person household,Tenant,No,0.98315,2949,3014,0.97856,0.98775
2018,Couple without children,Owner,Yes,0.01581,44,2461,0.01088,0.02074
2018,Couple without children,Owner,No,0.98419,2417,2461,0.97926,0.98912
2018,Couple without children,Tenant,Yes,0.02967,69,2081,0.02238,0.03696
2018,Couple without children,Tenant,No,0.97033,2012,2081,0.96304,0.97762
2018,Single parent,Owner,No,0.95616,371,371,0.93529,0.97702
2018,Single parent,Tenant,No,0.98725,1104,1104,0.98063,0.99387
2018,Couple with children,Owner,Yes,0.03375,109,2757,0.02701,0.04050
2018,Couple with children,Owner,No,0.96625,2648,2757,0.95950,0.97299
2018,Couple with children,Tenant,Yes,0.02732,64,2260,0.02060,0.03404
2018,Couple with children,Tenant,No,0.97268,2196,2260,0.96596,0.97940
2018,Multi-generational household,Owner,No,0.97540,52,52,0.93288,1.01791
2019,Single-person household,Owner,No,0.98810,1161,1161,0.98186,0.99434
2019,Single-person household,Tenant,Yes,0.01917,79,2951,0.01422,0.02412
2019,Single-person household,Tenant,No,0.98083,2872,2951,0.97588,0.98578
2019,Couple without children,Owner,Yes,0.01169,45,2981,0.00783,0.01555
2019,Couple without children,Owner,No,0.98831,2936,2981,0.98445,0.99217
2019,Couple without children,Tenant,Yes,0.02915,68,2109,0.02197,0.03633
2019,Couple without children,Tenant,No,0.97085,2041,2109,0.96367,0.97803
2019,Single parent,Owner,No,0.97697,374,374,0.96174,0.99219
2019,Single parent,Tenant,No,0.97981,999,999,0.97109,0.98854
2019,Couple with children,Owner,Yes,0.03561,145,3157,0.02914,0.04207
2019,Couple with children,Owner,No,0.96439,3012,3157,0.95793,0.97086
2019,Couple with children,Tenant,Yes,0.03967,72,1992,0.03110,0.04825
2019,Couple with children,Tenant,No,0.96033,1920,1992,0.95175,0.96890
2019,Multi-generational household,Owner,No,0.99592,54,54,0.97877,1.01308
2019,Multi-generational household,Tenant,No,0.99571,49,49,0.97722,1.01420
2019,Other Combinations,Owner,No,0.99343,96,96,0.97719,1.00968
2019,Other Combinations,Tenant,No,0.98108,121,121,0.95670,1.00546
2020,Single-person household,Owner,No,0.98718,1080,1080,0.98047,0.99389
2020,Single-person household,Tenant,Yes,0.02201,77,3504,0.01715,0.02687
2020,Single-person household,Tenant,No,0.97799,3427,3504,0.97313,0.98285
2020,Couple without children,Owner,Yes,0.00943,41,2637,0.00574,0.01312
