year,hhtyp,quintil_oecd_hh,hlc0180,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2016,Single-person household,1st Quintile,No,1.00000,967,14014,1.00000,1.00000
2016,Single-person household,2nd Quintile,No,1.00000,721,14014,1.00000,1.00000
2016,Single-person household,3rd Quintile,No,1.00000,622,14014,1.00000,1.00000
2016,Single-person household,4th Quintile,No,1.00000,535,14014,1.00000,1.00000
2016,Single-person household,5th Quintile,No,1.00000,478,14014,1.00000,1.00000
2016,Couple without children,1st Quintile,No,1.00000,420,14014,1.00000,1.00000
2016,Couple without children,2nd Quintile,No,1.00000,711,14014,1.00000,1.00000
2016,Couple without children,3rd Quintile,No,1.00000,763,14014,1.00000,1.00000
2016,Couple without children,4th Quintile,No,1.00000,901,14014,1.00000,1.00000
2016,Couple without children,5th Quintile,Yes,0.03876,41,14014,0.03856,0.03896
2016,Couple without children,5th Quintile,No,0.96124,1210,14014,0.96104,0.96144
2016,Single parent,1st Quintile,No,1.00000,653,14014,1.00000,1.00000
2016,Single parent,2nd Quintile,No,1.00000,393,14014,1.00000,1.00000
2016,Single parent,3rd Quintile,No,1.00000,227,14014,1.00000,1.00000
2016,Single parent,4th Quintile,No,1.00000,142,14014,1.00000,1.00000
2016,Single parent,5th Quintile,No,1.00000,75,14014,1.00000,1.00000
2016,Couple with children,1st Quintile,No,1.00000,895,14014,1.00000,1.00000
2016,Couple with children,2nd Quintile,No,1.00000,1129,14014,1.00000,1.00000
2016,Couple with children,3rd Quintile,Yes,0.02854,40,14014,0.02831,0.02878
2016,Couple with children,3rd Quintile,No,0.97146,999,14014,0.97122,0.97169
2016,Couple with children,4th Quintile,Yes,0.04226,52,14014,0.04198,0.04253
2016,Couple with children,4th Quintile,No,0.95774,956,14014,0.95747,0.95802
2016,Couple with children,5th Quintile,Yes,0.05193,50,14014,0.05160,0.05225
2016,Couple with children,5th Quintile,No,0.94807,823,14014,0.94775,0.94840
2016,Multi-generational household,1st Quintile,No,1.00000,34,14014,1.00000,1.00000
2016,Multi-generational household,2nd Quintile,No,1.00000,31,14014,1.00000,1.00000
2016,Other Combinations,1st Quintile,No,1.00000,59,14014,1.00000,1.00000
2016,Other Combinations,2nd Quintile,No,1.00000,52,14014,1.00000,1.00000
2016,Other Combinations,3rd Quintile,No,1.00000,35,14014,1.00000,1.00000
2017,Single-person household,1st Quintile,No,1.00000,1103,15396,1.00000,1.00000
2017,Single-person household,2nd Quintile,No,1.00000,812,15396,1.00000,1.00000
2017,Single-person household,3rd Quintile,No,1.00000,698,15396,1.00000,1.00000
2017,Single-person household,4th Quintile,No,1.00000,599,15396,1.00000,1.00000
2017,Single-person household,5th Quintile,No,1.00000,538,15396,1.00000,1.00000
2017,Couple without children,1st Quintile,No,1.00000,438,15396,1.00000,1.00000
2017,Couple without children,2nd Quintile,No,1.00000,773,15396,1.00000,1.00000
2017,Couple without children,3rd Quintile,No,1.00000,877,15396,1.00000,1.00000
2017,Couple without children,4th Quintile,No,1.00000,1038,15396,1.00000,1.00000
2017,Couple without children,5th Quintile,Yes,0.03678,52,15396,0.03658,0.03697
2017,Couple without children,5th Quintile,No,0.96322,1377,15396,0.96303,0.96342
2017,Single parent,1st Quintile,No,1.00000,630,15396,1.00000,1.00000
2017,Single parent,2nd Quintile,No,1.00000,381,15396,1.00000,1.00000
2017,Single parent,3rd Quintile,No,1.00000,221,15396,1.00000,1.00000
2017,Single parent,4th Quintile,No,1.00000,170,15396,1.00000,1.00000
2017,Single parent,5th Quintile,No,1.00000,100,15396,1.00000,1.00000
2017,Couple with children,1st Quintile,No,1.00000,853,15396,1.00000,1.00000
2017,Couple with children,2nd Quintile,Yes,0.01939,36,15396,0.01918,0.01960
2017,Couple with children,2nd Quintile,No,0.98061,1139,15396,0.98040,0.98082
2017,Couple with children,3rd Quintile,Yes,0.02941,41,15396,0.02918,0.02964
2017,Couple with children,3rd Quintile,No,0.97059,1129,15396,0.97036,0.97082
2017,Couple with children,4th Quintile,Yes,0.04414,58,15396,0.04386,0.04443
2017,Couple with children,4th Quintile,No,0.95586,1060,15396,0.95557,0.95614
2017,Couple with children,5th Quintile,Yes,0.04270,50,15396,0.04241,0.04300
2017,Couple with children,5th Quintile,No,0.95730,933,15396,0.95700,0.95759
2017,Multi-generational household,1st Quintile,No,1.00000,35,15396,1.00000,1.00000
2017,Other Combinations,1st Quintile,No,1.00000,74,15396,1.00000,1.00000
2017,Other Combinations,2nd Quintile,No,1.00000,47,15396,1.00000,1.00000
2017,Other Combinations,3rd Quintile,No,1.00000,44,15396,1.00000,1.00000
2017,Other Combinations,4th Quintile,No,1.00000,53,15396,1.00000,1.00000
2017,Other Combinations,5th Quintile,No,1.00000,37,15396,1.00000,1.00000
2018,Single-person household,1st Quintile,No,1.00000,1201,15142,1.00000,1.00000
2018,Single-person household,2nd Quintile,No,1.00000,875,15142,1.00000,1.00000
2018,Single-person household,3rd Quintile,No,1.00000,697,15142,1.00000,1.00000
2018,Single-person household,4th Quintile,No,1.00000,610,15142,1.00000,1.00000
2018,Single-person household,5th Quintile,No,1.00000,553,15142,1.00000,1.00000
2018,Couple without children,1st Quintile,No,1.00000,498,15142,1.00000,1.00000
2018,Couple without children,2nd Quintile,No,1.00000,808,15142,1.00000,1.00000
2018,Couple without children,3rd Quintile,No,1.00000,823,15142,1.00000,1.00000
2018,Couple without children,4th Quintile,No,1.00000,946,15142,1.00000,1.00000
2018,Couple without children,5th Quintile,Yes,0.03301,51,15142,0.03283,0.03319
2018,Couple without children,5th Quintile,No,0.96699,1353,15142,0.96681,0.96717
2018,Single parent,1st Quintile,No,1.00000,612,15142,1.00000,1.00000
2018,Single parent,2nd Quintile,No,1.00000,398,15142,1.00000,1.00000
2018,Single parent,3rd Quintile,No,1.00000,217,15142,1.00000,1.00000
2018,Single parent,4th Quintile,No,1.00000,164,15142,1.00000,1.00000
2018,Single parent,5th Quintile,No,1.00000,83,15142,1.00000,1.00000
2018,Couple with children,1st Quintile,No,1.00000,791,15142,1.00000,1.00000
2018,Couple with children,2nd Quintile,No,1.00000,1156,15142,1.00000,1.00000
2018,Couple with children,3rd Quintile,Yes,0.02889,44,15142,0.02865,0.02912
2018,Couple with children,3rd Quintile,No,0.97111,1041,15142,0.97088,0.97135
2018,Couple with children,4th Quintile,Yes,0.05338,48,15142,0.05309,0.05368
2018,Couple with children,4th Quintile,No,0.94662,996,15142,0.94632,0.94691
2018,Couple with children,5th Quintile,Yes,0.03767,48,15142,0.03739,0.03795
2018,Couple with children,5th Quintile,No,0.96233,860,15142,0.96205,0.96261
2018,Multi-generational household,1st Quintile,No,1.00000,41,15142,1.00000,1.00000
2018,Other Combinations,1st Quintile,No,1.00000,66,15142,1.00000,1.00000
2018,Other Combinations,2nd Quintile,No,1.00000,49,15142,1.00000,1.00000
2018,Other Combinations,3rd Quintile,No,1.00000,36,15142,1.00000,1.00000
2018,Other Combinations,4th Quintile,No,1.00000,39,15142,1.00000,1.00000
2018,Other Combinations,5th Quintile,No,1.00000,38,15142,1.00000,1.00000
