year,age_gr,pgisced97,plh0034,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Pre-primary Level,Very concerned,0.13706,73,303,0.09827,0.17585
2009,17-29 y.,Pre-primary Level,Somewhat concerned,0.33951,157,303,0.28610,0.39292
2009,17-29 y.,Pre-primary Level,Not concerned at all,0.13768,73,303,0.09881,0.17654
2009,17-29 y.,Lower Secondary Level,Very concerned,0.29977,129,468,0.25822,0.34133
2009,17-29 y.,Lower Secondary Level,Somewhat concerned,0.40298,237,468,0.35849,0.44747
2009,17-29 y.,Lower Secondary Level,Not concerned at all,0.19339,102,468,0.15757,0.22921
2009,17-29 y.,Upper Secondary Level,Very concerned,0.33634,411,1253,0.31017,0.36251
2009,17-29 y.,Upper Secondary Level,Somewhat concerned,0.50642,652,1253,0.47873,0.53412
2009,17-29 y.,Upper Secondary Level,Not concerned at all,0.14072,190,1253,0.12146,0.15999
2009,17-29 y.,Post-secondary Non-tertiary Level,Very concerned,0.46788,81,167,0.39198,0.54379
2009,17-29 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.42768,86,167,0.35242,0.50295
2009,17-29 y.,Second Stage of Tertiary Education,Very concerned,0.34733,95,218,0.28398,0.41068
2009,17-29 y.,Second Stage of Tertiary Education,Somewhat concerned,0.54223,123,218,0.47594,0.60852
2009,30-45 y.,Lower Secondary Level,Very concerned,0.44754,120,242,0.38476,0.51032
2009,30-45 y.,Lower Secondary Level,Somewhat concerned,0.43073,122,242,0.36821,0.49324
2009,30-45 y.,Upper Secondary Level,Very concerned,0.44343,1051,2318,0.42321,0.46366
2009,30-45 y.,Upper Secondary Level,Somewhat concerned,0.46332,1071,2318,0.44301,0.48362
2009,30-45 y.,Upper Secondary Level,Not concerned at all,0.08772,196,2318,0.07620,0.09924
2009,30-45 y.,Post-secondary Non-tertiary Level,Very concerned,0.42541,189,437,0.37900,0.47182
2009,30-45 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.49479,211,437,0.44785,0.54172
2009,30-45 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.07981,37,437,0.05437,0.10524
2009,30-45 y.,First Stage of Tertiary Education,Very concerned,0.49753,200,429,0.45016,0.54490
2009,30-45 y.,First Stage of Tertiary Education,Somewhat concerned,0.40530,194,429,0.35879,0.45182
2009,30-45 y.,First Stage of Tertiary Education,Not concerned at all,0.08724,35,429,0.06051,0.11398
2009,30-45 y.,Second Stage of Tertiary Education,Very concerned,0.44534,511,1142,0.41650,0.47418
2009,30-45 y.,Second Stage of Tertiary Education,Somewhat concerned,0.45738,543,1142,0.42848,0.48629
2009,30-45 y.,Second Stage of Tertiary Education,Not concerned at all,0.08303,88,1142,0.06702,0.09904
2009,46-65 y.,Lower Secondary Level,Very concerned,0.52656,197,383,0.47649,0.57663
2009,46-65 y.,Lower Secondary Level,Somewhat concerned,0.37578,151,383,0.32721,0.42435
2009,46-65 y.,Lower Secondary Level,Not concerned at all,0.08238,35,383,0.05481,0.10995
2009,46-65 y.,Upper Secondary Level,Very concerned,0.54249,1768,3282,0.52545,0.55954
2009,46-65 y.,Upper Secondary Level,Somewhat concerned,0.38199,1287,3282,0.36537,0.39862
2009,46-65 y.,Upper Secondary Level,Not concerned at all,0.06943,227,3282,0.06073,0.07812
2009,46-65 y.,Post-secondary Non-tertiary Level,Very concerned,0.58150,154,266,0.52210,0.64089
2009,46-65 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.38656,112,266,0.32793,0.44519
2009,46-65 y.,First Stage of Tertiary Education,Very concerned,0.58442,317,544,0.54296,0.62587
2009,46-65 y.,First Stage of Tertiary Education,Somewhat concerned,0.35342,196,544,0.31321,0.39362
2009,46-65 y.,First Stage of Tertiary Education,Not concerned at all,0.06083,31,544,0.04072,0.08093
2009,46-65 y.,Second Stage of Tertiary Education,Very concerned,0.56592,984,1751,0.54270,0.58914
2009,46-65 y.,Second Stage of Tertiary Education,Somewhat concerned,0.35782,654,1751,0.33536,0.38028
