year,age_gr,migback,plh0034,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No migration background,Very concerned,0.30308,715,2270,0.28417,0.32199
2009,17-29 y.,No migration background,Somewhat concerned,0.46036,1155,2270,0.43985,0.48086
2009,17-29 y.,No migration background,Not concerned at all,0.15932,400,2270,0.14426,0.17438
2009,17-29 y.,Direct migration background,Very concerned,0.35159,54,171,0.27981,0.42336
2009,17-29 y.,Direct migration background,Somewhat concerned,0.44320,85,171,0.36853,0.51788
2009,17-29 y.,Direct migration background,Not concerned at all,0.14181,32,171,0.08937,0.19425
2009,17-29 y.,Indirect migration background,Very concerned,0.30328,120,381,0.25706,0.34949
2009,17-29 y.,Indirect migration background,Somewhat concerned,0.46357,200,381,0.41343,0.51371
2009,17-29 y.,Indirect migration background,Not concerned at all,0.12854,61,381,0.09489,0.16220
2009,30-45 y.,No migration background,Very concerned,0.45564,1757,3853,0.43991,0.47137
2009,30-45 y.,No migration background,Somewhat concerned,0.45065,1781,3853,0.43494,0.46636
2009,30-45 y.,No migration background,Not concerned at all,0.08608,315,3853,0.07722,0.09494
2009,30-45 y.,Direct migration background,Very concerned,0.39869,218,526,0.35681,0.44057
2009,30-45 y.,Direct migration background,Somewhat concerned,0.50309,260,526,0.46032,0.54586
2009,30-45 y.,Direct migration background,Not concerned at all,0.09005,48,526,0.06556,0.11453
2009,30-45 y.,Indirect migration background,Very concerned,0.44151,118,242,0.37882,0.50421
2009,30-45 y.,Indirect migration background,Somewhat concerned,0.44486,124,242,0.38212,0.50760
2009,46-65 y.,No migration background,Very concerned,0.56162,3123,5641,0.54867,0.57457
2009,46-65 y.,No migration background,Somewhat concerned,0.36602,2145,5641,0.35345,0.37859
2009,46-65 y.,No migration background,Not concerned at all,0.06752,373,5641,0.06097,0.07407
2009,46-65 y.,Direct migration background,Very concerned,0.49139,300,609,0.45165,0.53113
2009,46-65 y.,Direct migration background,Somewhat concerned,0.41410,257,609,0.37495,0.45325
2009,46-65 y.,Direct migration background,Not concerned at all,0.07720,52,609,0.05599,0.09842
2009,66 and older,No migration background,Very concerned,0.54646,2127,3764,0.53056,0.56237
2009,66 and older,No migration background,Somewhat concerned,0.33229,1279,3764,0.31724,0.34734
2009,66 and older,No migration background,Not concerned at all,0.10318,358,3764,0.09346,0.11290
2009,66 and older,Direct migration background,Very concerned,0.50989,163,325,0.45546,0.56432
