year,bula_h,plh0034,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,Very concerned,0.31667,188,498,0.27577,0.35757
2009,Schleswig-Holstein,Somewhat concerned,0.36790,206,498,0.32551,0.41030
2009,Schleswig-Holstein,Not concerned at all,0.14285,104,498,0.11208,0.17361
2009,Hamburg,Very concerned,0.39199,112,265,0.33310,0.45088
2009,Hamburg,Somewhat concerned,0.41931,120,265,0.35979,0.47883
2009,Hamburg,Not concerned at all,0.09538,33,265,0.05995,0.13081
2009,Lower Saxony,Very concerned,0.41738,812,1620,0.39336,0.44140
2009,Lower Saxony,Somewhat concerned,0.35637,689,1620,0.33304,0.37970
2009,Lower Saxony,Not concerned at all,0.06143,119,1620,0.04974,0.07313
2009,Bremen,Very concerned,0.47386,52,97,0.37398,0.57374
2009,Bremen,Somewhat concerned,0.27350,45,97,0.18433,0.36267
2009,North Rhine-Westphalia,Very concerned,0.41322,1823,3594,0.39712,0.42932
2009,North Rhine-Westphalia,Somewhat concerned,0.33984,1481,3594,0.32435,0.35532
2009,North Rhine-Westphalia,Not concerned at all,0.07370,290,3594,0.06516,0.08225
2009,Hesse,Very concerned,0.40787,576,1202,0.38008,0.43567
2009,Hesse,Somewhat concerned,0.31747,512,1202,0.29114,0.34380
2009,Hesse,Not concerned at all,0.07945,114,1202,0.06416,0.09475
2009,"Rhineland-Palatinate, Saarland",Very concerned,0.36705,457,1021,0.33747,0.39663
2009,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.33804,446,1021,0.30901,0.36707
2009,"Rhineland-Palatinate, Saarland",Not concerned at all,0.11617,118,1021,0.09650,0.13583
2009,Baden-Wuerttemberg,Very concerned,0.42493,1046,2074,0.40365,0.44621
2009,Baden-Wuerttemberg,Somewhat concerned,0.32872,864,2074,0.30850,0.34894
2009,Baden-Wuerttemberg,Not concerned at all,0.06183,164,2074,0.05146,0.07220
2009,Bavaria,Very concerned,0.42445,1337,2582,0.40538,0.44352
2009,Bavaria,Somewhat concerned,0.34645,1077,2582,0.32809,0.36481
2009,Bavaria,Not concerned at all,0.05980,168,2582,0.05065,0.06894
2009,Berlin,Very concerned,0.40426,336,680,0.36734,0.44117
2009,Berlin,Somewhat concerned,0.37864,286,680,0.34216,0.41513
2009,Berlin,Not concerned at all,0.08032,58,680,0.05987,0.10076
2009,Brandenburg,Very concerned,0.38287,362,787,0.34889,0.41685
2009,Brandenburg,Somewhat concerned,0.35433,333,787,0.32089,0.38776
2009,Brandenburg,Not concerned at all,0.11100,92,787,0.08904,0.13296
2009,Mecklenburg-Western Pomerania,Very concerned,0.45521,250,470,0.41014,0.50028
