year,regtyp,plh0034,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,Very concerned,0.40452,5637,11568,0.39558,0.41347
2009,Urban regions,Somewhat concerned,0.34661,4872,11568,0.33793,0.35528
2009,Urban regions,Not concerned at all,0.07970,1059,11568,0.07476,0.08463
2009,Rural regions,Very concerned,0.41337,3081,6291,0.40120,0.42554
2009,Rural regions,Somewhat concerned,0.33567,2556,6291,0.32400,0.34734
2009,Rural regions,Not concerned at all,0.09012,654,6291,0.08304,0.09720
2010,Urban regions,Very concerned,0.28387,4134,10792,0.27536,0.29238
2010,Urban regions,Somewhat concerned,0.36438,5291,10792,0.35530,0.37346
2010,Urban regions,Not concerned at all,0.10451,1367,10792,0.09873,0.11028
2010,Rural regions,Very concerned,0.30091,2212,5720,0.28902,0.31280
2010,Rural regions,Somewhat concerned,0.36639,2765,5720,0.35390,0.37888
2010,Rural regions,Not concerned at all,0.09575,743,5720,0.08813,0.10338
2011,Urban regions,Very concerned,0.22858,4045,13178,0.22141,0.23575
2011,Urban regions,Somewhat concerned,0.39385,6851,13178,0.38551,0.40219
2011,Urban regions,Not concerned at all,0.13091,2282,13178,0.12515,0.13666
2011,Rural regions,Very concerned,0.24002,2249,7215,0.23016,0.24988
2011,Rural regions,Somewhat concerned,0.38669,3758,7215,0.37545,0.39792
2011,Rural regions,Not concerned at all,0.12252,1208,7215,0.11495,0.13008
2012,Urban regions,Very concerned,0.28306,4895,12931,0.27529,0.29082
2012,Urban regions,Somewhat concerned,0.37088,6247,12931,0.36256,0.37921
2012,Urban regions,Not concerned at all,0.10603,1789,12931,0.10072,0.11133
2012,Rural regions,Very concerned,0.29489,2879,7375,0.28448,0.30530
2012,Rural regions,Somewhat concerned,0.35957,3427,7375,0.34862,0.37052
2012,Rural regions,Not concerned at all,0.10999,1069,7375,0.10285,0.11714
2013,Urban regions,Very concerned,0.21721,3762,11955,0.20982,0.22460
2013,Urban regions,Somewhat concerned,0.35836,6245,11955,0.34977,0.36696
2013,Urban regions,Not concerned at all,0.11448,1948,11955,0.10877,0.12019
2013,Rural regions,Very concerned,0.22992,2075,6764,0.21989,0.23995
2013,Rural regions,Somewhat concerned,0.36835,3438,6764,0.35685,0.37985
2013,Rural regions,Not concerned at all,0.13499,1251,6764,0.12685,0.14313
2014,Urban regions,Very concerned,0.18045,3750,17366,0.17473,0.18617
2014,Urban regions,Somewhat concerned,0.45082,9322,17366,0.44342,0.45822
2014,Urban regions,Not concerned at all,0.19558,4294,17366,0.18968,0.20147
2014,Rural regions,Very concerned,0.19067,1982,9328,0.18269,0.19864
2014,Rural regions,Somewhat concerned,0.44078,4937,9328,0.43071,0.45086
2014,Rural regions,Not concerned at all,0.21019,2409,9328,0.20192,0.21846
2019,Urban regions,Very concerned,0.15700,3170,16080,0.15138,0.16262
2019,Urban regions,Somewhat concerned,0.44574,8716,16080,0.43806,0.45343
2019,Urban regions,Not concerned at all,0.21281,4194,16080,0.20649,0.21914
2019,Rural regions,Very concerned,0.18121,1817,8642,0.17308,0.18933
2019,Rural regions,Somewhat concerned,0.43853,4680,8642,0.42806,0.44899
2019,Rural regions,Not concerned at all,0.19985,2145,8642,0.19142,0.20828
