year,plh0034,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Very concerned,0.40739,8718,17859,0.40018,0.41459
2009,Somewhat concerned,0.34307,7428,17859,0.33611,0.35003
2009,Not concerned at all,0.08307,1713,17859,0.07902,0.08712
2010,Very concerned,0.28928,6346,16512,0.28236,0.29620
2010,Somewhat concerned,0.36502,8056,16512,0.35768,0.37236
2010,Not concerned at all,0.10173,2110,16512,0.09712,0.10634
2011,Very concerned,0.23230,6294,20393,0.22651,0.23810
2011,Somewhat concerned,0.39152,10609,20393,0.38482,0.39822
2011,Not concerned at all,0.12818,3490,20393,0.12359,0.13276
2012,Very concerned,0.28692,7774,20306,0.28070,0.29314
2012,Somewhat concerned,0.36719,9674,20306,0.36056,0.37382
2012,Not concerned at all,0.10732,2858,20306,0.10306,0.11158
2013,Very concerned,0.22136,5837,18719,0.21541,0.22730
2013,Somewhat concerned,0.36162,9683,18719,0.35474,0.36850
2013,Not concerned at all,0.12117,3199,18719,0.11649,0.12584
2014,Very concerned,0.18374,5732,26694,0.17909,0.18838
2014,Somewhat concerned,0.44759,14259,26694,0.44162,0.45355
2014,Not concerned at all,0.20028,6703,26694,0.19548,0.20508
2019,Very concerned,0.16439,5100,25267,0.15982,0.16896
2019,Somewhat concerned,0.44263,13651,25267,0.43650,0.44875
2019,Not concerned at all,0.21018,6516,25267,0.20516,0.21521
