year,age_gr,plh0034,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Very concerned,0.30749,889,2822,0.29046,0.32452
2009,17-29 y.,Somewhat concerned,0.45935,1440,2822,0.44096,0.47774
2009,17-29 y.,Not concerned at all,0.15258,493,2822,0.13931,0.16585
2009,30-45 y.,Very concerned,0.44667,2093,4646,0.43237,0.46096
2009,30-45 y.,Somewhat concerned,0.45762,2165,4646,0.44330,0.47195
2009,30-45 y.,Not concerned at all,0.08672,388,4646,0.07863,0.09482
2009,46-65 y.,Very concerned,0.55038,3444,6296,0.53809,0.56266
2009,46-65 y.,Somewhat concerned,0.37394,2424,6296,0.36199,0.38589
2009,46-65 y.,Not concerned at all,0.06911,428,6296,0.06284,0.07538
2009,66 and older,Very concerned,0.54267,2292,4095,0.52741,0.55793
2009,66 and older,Somewhat concerned,0.33233,1399,4095,0.31790,0.34676
2009,66 and older,Not concerned at all,0.10522,404,4095,0.09582,0.11462
2010,17-29 y.,Very concerned,0.18320,550,2498,0.16803,0.19837
2010,17-29 y.,Somewhat concerned,0.44945,1371,2498,0.42993,0.46896
2010,17-29 y.,Not concerned at all,0.18584,577,2498,0.17059,0.20110
2010,30-45 y.,Very concerned,0.24662,1336,4087,0.23341,0.25984
2010,30-45 y.,Somewhat concerned,0.40421,2220,4087,0.38917,0.41926
2010,30-45 y.,Not concerned at all,0.10789,531,4087,0.09837,0.11740
2010,46-65 y.,Very concerned,0.41076,2613,5985,0.39829,0.42322
2010,46-65 y.,Somewhat concerned,0.45087,2802,5985,0.43827,0.46348
2010,46-65 y.,Not concerned at all,0.09556,570,5985,0.08812,0.10301
2010,66 and older,Very concerned,0.45645,1847,3942,0.44090,0.47200
2010,66 and older,Somewhat concerned,0.40564,1663,3942,0.39031,0.42097
2010,66 and older,Not concerned at all,0.11518,432,3942,0.10521,0.12515
2011,17-29 y.,Very concerned,0.15398,532,2950,0.14096,0.16701
2011,17-29 y.,Somewhat concerned,0.44212,1551,2950,0.42419,0.46004
2011,17-29 y.,Not concerned at all,0.22673,867,2950,0.21162,0.24184
2011,30-45 y.,Very concerned,0.20050,1212,4792,0.18917,0.21184
2011,30-45 y.,Somewhat concerned,0.44299,2750,4792,0.42893,0.45706
2011,30-45 y.,Not concerned at all,0.13071,830,4792,0.12117,0.14026
2011,46-65 y.,Very concerned,0.33730,2722,7687,0.32673,0.34787
2011,46-65 y.,Somewhat concerned,0.48319,3946,7687,0.47202,0.49436
2011,46-65 y.,Not concerned at all,0.12531,1019,7687,0.11791,0.13271
2011,66 and older,Very concerned,0.34857,1828,4964,0.33531,0.36183
2011,66 and older,Somewhat concerned,0.46315,2362,4964,0.44928,0.47703
2011,66 and older,Not concerned at all,0.15370,774,4964,0.14366,0.16373
2012,17-29 y.,Very concerned,0.19533,666,2851,0.18077,0.20988
2012,17-29 y.,Somewhat concerned,0.44888,1481,2851,0.43062,0.46714
2012,17-29 y.,Not concerned at all,0.18711,704,2851,0.17279,0.20143
2012,30-45 y.,Very concerned,0.26313,1525,4558,0.25034,0.27591
2012,30-45 y.,Somewhat concerned,0.41951,2382,4558,0.40519,0.43384
2012,30-45 y.,Not concerned at all,0.10570,651,4558,0.09678,0.11463
2012,46-65 y.,Very concerned,0.40178,3351,7786,0.39089,0.41267
2012,46-65 y.,Somewhat concerned,0.43716,3592,7786,0.42614,0.44818
2012,46-65 y.,Not concerned at all,0.10602,843,7786,0.09918,0.11286
2012,66 and older,Very concerned,0.42304,2232,5111,0.40950,0.43659
2012,66 and older,Somewhat concerned,0.42471,2219,5111,0.41115,0.43826
2012,66 and older,Not concerned at all,0.13285,660,5111,0.12354,0.14215
