year,hhtyp,sampreg,hlc0178,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Single-person household,West,Yes,0.01213,45,2532,0.00786,0.01639
2016,Single-person household,West,No,0.98063,2487,2532,0.97526,0.98600
2016,Single-person household,East,No,0.98041,843,843,0.97104,0.98977
2016,Couple without children,West,Yes,0.02407,87,3077,0.01866,0.02949
2016,Couple without children,West,No,0.97065,2990,3077,0.96468,0.97661
2016,Couple without children,East,No,0.96936,984,984,0.95859,0.98013
2016,Single parent,West,No,0.97785,1165,1165,0.96940,0.98631
2016,Single parent,East,No,0.98539,334,334,0.97250,0.99828
2016,Couple with children,West,Yes,0.02876,96,4163,0.02369,0.03384
2016,Couple with children,West,No,0.96272,4067,4163,0.95696,0.96847
2016,Couple with children,East,No,0.96639,805,805,0.95393,0.97885
2016,Multi-generational household,West,No,0.99269,84,84,0.97436,1.01102
2016,Other Combinations,West,No,0.92208,163,163,0.88081,0.96336
2017,Single-person household,West,Yes,0.02076,59,2857,0.01553,0.02598
2017,Single-person household,West,No,0.97253,2798,2857,0.96653,0.97852
2017,Single-person household,East,No,0.98097,958,958,0.97232,0.98963
2017,Couple without children,West,Yes,0.02426,96,3475,0.01915,0.02938
2017,Couple without children,West,No,0.97339,3379,3475,0.96803,0.97874
2017,Couple without children,East,No,0.97804,1110,1110,0.96941,0.98666
2017,Single parent,West,No,0.97687,1169,1169,0.96825,0.98549
2017,Single parent,East,No,0.97417,338,338,0.95723,0.99110
2017,Couple with children,West,Yes,0.03717,116,4403,0.03158,0.04276
2017,Couple with children,West,No,0.94895,4287,4403,0.94245,0.95545
2017,Couple with children,East,No,0.95681,880,880,0.94337,0.97025
2017,Multi-generational household,West,No,0.98544,88,88,0.96027,1.01061
2017,Other Combinations,West,No,0.92984,218,218,0.89586,0.96383
2017,Other Combinations,East,No,0.95461,35,35,0.88465,1.02458
2018,Single-person household,West,Yes,0.01865,61,2999,0.01381,0.02349
2018,Single-person household,West,No,0.97324,2938,2999,0.96746,0.97901
2018,Single-person household,East,No,0.98796,1013,1013,0.98125,0.99468
2018,Couple without children,West,Yes,0.02389,90,3412,0.01876,0.02901
2018,Couple without children,West,No,0.97251,3322,3412,0.96702,0.97799
2018,Couple without children,East,No,0.97581,1103,1103,0.96674,0.98488
2018,Single parent,West,No,0.95723,1147,1147,0.94552,0.96895
2018,Single parent,East,No,0.96532,332,332,0.94561,0.98503
2018,Couple with children,West,Yes,0.03420,112,4133,0.02866,0.03974
2018,Couple with children,West,No,0.95193,4021,4133,0.94540,0.95845
2018,Couple with children,East,No,0.97044,866,866,0.95915,0.98172
2018,Multi-generational household,West,No,0.98198,90,90,0.95434,1.00962
2018,Other Combinations,West,No,0.95824,198,198,0.93031,0.98618
2019,Single-person household,West,Yes,0.01674,60,3091,0.01221,0.02126
2019,Single-person household,West,No,0.97414,3031,3091,0.96855,0.97974
2019,Single-person household,East,No,0.98665,988,988,0.97949,0.99381
2019,Couple without children,West,Yes,0.02416,109,3814,0.01928,0.02903
2019,Couple without children,West,No,0.97217,3705,3814,0.96695,0.97739
2019,Couple without children,East,No,0.97811,1233,1233,0.96994,0.98628
2019,Single parent,West,No,0.97287,1069,1069,0.96313,0.98261
2019,Single parent,East,No,0.97313,320,320,0.95538,0.99087
2019,Couple with children,West,Yes,0.03726,145,4205,0.03153,0.04298
2019,Couple with children,West,No,0.94762,4060,4205,0.94089,0.95436
2019,Couple with children,East,No,0.96665,922,922,0.95505,0.97825
2019,Multi-generational household,West,No,0.95841,79,79,0.91410,1.00272
2019,Other Combinations,West,No,0.92589,183,183,0.88783,0.96395
2019,Other Combinations,East,No,0.94299,33,33,0.86265,1.02333
2020,Single-person household,West,Yes,0.02058,67,3565,0.01592,0.02524
2020,Single-person household,West,No,0.96796,3498,3565,0.96218,0.97374
2020,Single-person household,East,No,0.97717,1021,1021,0.96801,0.98634
2020,Couple without children,West,Yes,0.02749,108,3844,0.02232,0.03266
2020,Couple without children,West,No,0.96338,3736,3844,0.95745,0.96932
2020,Couple without children,East,Yes,0.02970,32,1174,0.01998,0.03941
2020,Couple without children,East,No,0.96140,1142,1174,0.95037,0.97242
2020,Single parent,West,No,0.96652,1012,1012,0.95543,0.97761
2020,Single parent,East,No,0.96695,299,299,0.94665,0.98724
2020,Couple with children,West,Yes,0.03416,119,4041,0.02856,0.03977
2020,Couple with children,West,No,0.94382,3922,4041,0.93672,0.95092
2020,Couple with children,East,No,0.95762,834,834,0.94394,0.97130
2020,Multi-generational household,West,No,0.96404,89,89,0.92513,1.00294
2020,Other Combinations,West,No,0.90003,252,252,0.86292,0.93714
2020,Other Combinations,East,No,0.93661,40,40,0.86014,1.01309
2021,Single-person household,West,Yes,0.02010,60,2479,0.01457,0.02562
2021,Single-person household,West,No,0.96716,2419,2479,0.96014,0.97418
2021,Single-person household,East,No,0.97595,700,700,0.96459,0.98731
2021,Couple without children,West,Yes,0.02803,102,2595,0.02167,0.03438
2021,Couple without children,West,No,0.96696,2493,2595,0.96008,0.97384
2021,Couple without children,East,No,0.97764,801,801,0.96739,0.98788
2021,Single parent,West,No,0.92959,633,633,0.90964,0.94953
2021,Single parent,East,No,0.95906,233,233,0.93356,0.98456
2021,Couple with children,West,Yes,0.02158,72,2618,0.01601,0.02714
2021,Couple with children,West,No,0.95669,2546,2618,0.94889,0.96449
2021,Couple with children,East,No,0.94300,529,529,0.92322,0.96277
2021,Multi-generational household,West,No,0.94738,57,57,0.88890,1.00586
