year,hhtyp,hlc0178,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Single-person household,Yes,0.01230,54,3384,0.00859,0.01602
2016,Single-person household,No,0.98059,3330,3384,0.97594,0.98524
2016,Couple without children,Yes,0.02423,112,4086,0.01951,0.02894
2016,Couple without children,No,0.97042,3974,4086,0.96522,0.97561
2016,Single parent,No,0.97918,1499,1499,0.97195,0.98641
2016,Couple with children,Yes,0.02648,110,4982,0.02202,0.03094
2016,Couple with children,No,0.96326,4872,4982,0.95804,0.96849
2016,Multi-generational household,No,0.99191,108,108,0.97493,1.00888
2016,Other Combinations,No,0.92194,190,190,0.88369,0.96019
2017,Single-person household,Yes,0.01917,71,3827,0.01483,0.02352
2017,Single-person household,No,0.97418,3756,3827,0.96916,0.97921
2017,Couple without children,Yes,0.02333,118,4607,0.01897,0.02769
2017,Couple without children,No,0.97420,4489,4607,0.96963,0.97878
2017,Single parent,Yes,0.01497,32,1539,0.00890,0.02104
2017,Single parent,No,0.97640,1507,1539,0.96881,0.98399
2017,Couple with children,Yes,0.03593,145,5312,0.03092,0.04093
2017,Couple with children,No,0.95011,5167,5312,0.94425,0.95596
2017,Multi-generational household,No,0.98754,113,113,0.96700,1.00808
2017,Other Combinations,No,0.93194,253,253,0.90084,0.96303
2018,Single-person household,Yes,0.01624,70,4021,0.01233,0.02014
2018,Single-person household,No,0.97606,3951,4021,0.97134,0.98079
2018,Couple without children,Yes,0.02329,116,4541,0.01891,0.02768
2018,Couple without children,No,0.97310,4425,4541,0.96839,0.97780
2018,Single parent,Yes,0.02786,31,1510,0.01956,0.03617
2018,Single parent,No,0.95865,1479,1510,0.94861,0.96870
2018,Couple with children,Yes,0.03124,129,5016,0.02642,0.03605
2018,Couple with children,No,0.95469,4887,5016,0.94893,0.96045
2018,Multi-generational household,No,0.98504,116,116,0.96285,1.00723
2018,Other Combinations,No,0.95712,227,227,0.93071,0.98353
2019,Single-person household,Yes,0.01497,78,4136,0.01126,0.01867
2019,Single-person household,No,0.97650,4058,4136,0.97188,0.98112
2019,Couple without children,Yes,0.02365,137,5086,0.01947,0.02782
2019,Couple without children,No,0.97322,4949,5086,0.96878,0.97766
2019,Single parent,No,0.97296,1394,1394,0.96445,0.98148
2019,Couple with children,Yes,0.03413,164,5150,0.02917,0.03909
2019,Couple with children,No,0.95037,4986,5150,0.94443,0.95630
2019,Multi-generational household,No,0.95598,103,103,0.91617,0.99579
2019,Other Combinations,No,0.92765,217,217,0.89310,0.96220
2020,Single-person household,Yes,0.01949,84,4603,0.01549,0.02348
2020,Single-person household,No,0.96977,4519,4603,0.96483,0.97472
2020,Couple without children,Yes,0.02788,140,5018,0.02333,0.03244
2020,Couple without children,No,0.96303,4878,5018,0.95781,0.96825
2020,Single parent,No,0.96659,1311,1311,0.95686,0.97633
2020,Couple with children,Yes,0.03253,141,4897,0.02756,0.03749
2020,Couple with children,No,0.94583,4756,4897,0.93949,0.95217
2020,Multi-generational household,No,0.96907,115,115,0.93729,1.00085
2020,Other Combinations,No,0.90459,292,292,0.87083,0.93834
2021,Single-person household,Yes,0.01842,69,3188,0.01375,0.02309
2021,Single-person household,No,0.96877,3119,3188,0.96273,0.97481
2021,Couple without children,Yes,0.02630,120,3414,0.02093,0.03167
2021,Couple without children,No,0.96887,3294,3414,0.96305,0.97470
2021,Single parent,No,0.93570,866,866,0.91936,0.95205
2021,Couple with children,Yes,0.02361,95,3170,0.01832,0.02890
2021,Couple with children,No,0.95478,3075,3170,0.94754,0.96201
2021,Multi-generational household,No,0.95310,74,74,0.90459,1.00160
2021,Other Combinations,No,0.91886,254,254,0.88521,0.95251
2022,Single-person household,Yes,0.01806,108,5559,0.01456,0.02156
2022,Single-person household,No,0.96765,5451,5559,0.96300,0.97230
2022,Couple without children,Yes,0.03357,185,5706,0.02890,0.03825
2022,Couple without children,No,0.95794,5521,5706,0.95273,0.96314
2022,Single parent,Yes,0.02574,32,1137,0.01653,0.03494
2022,Single parent,No,0.95977,1105,1137,0.94834,0.97119
2022,Couple with children,Yes,0.03773,181,5138,0.03252,0.04294
2022,Couple with children,No,0.93851,4957,5138,0.93194,0.94508
2022,Multi-generational household,No,0.91280,79,79,0.85019,0.97541
2022,Other Combinations,Yes,0.03568,44,1106,0.02475,0.04662
2022,Other Combinations,No,0.94561,1062,1106,0.93223,0.95898
