"hlc0119_h","year","hhtyp","quintil","n","percent","lower_confidence","upper_confidence"
"Ja","1995","1-Pers.- Haushalt","1","206","0.410470096281028","0.367650970851541","0.453289221710515"
"Ja","1995","1-Pers.- Haushalt","2","248","0.592040357259636","0.544870526185632","0.63921018833364"
"Ja","1995","1-Pers.- Haushalt","3","154","0.719975494539838","0.660096004601475","0.779854984478201"
"Ja","1995","1-Pers.- Haushalt","4","105","0.767123983209731","0.69735960993991","0.836888356479552"
"Ja","1995","1-Pers.- Haushalt","5","83","0.84874378634089","0.778867097026323","0.918620475655456"
"Ja","1995","(Ehe-)Paar ohne Kind(er)","1","442","0.522573128592409","0.489458541723792","0.555687715461026"
"Ja","1995","(Ehe-)Paar ohne Kind(er)","2","694","0.817678644456464","0.791933145204795","0.843424143708133"
"Ja","1995","(Ehe-)Paar ohne Kind(er)","3","672","0.821371438287137","0.79518614567143","0.847556730902844"
"Ja","1995","(Ehe-)Paar ohne Kind(er)","4","614","0.881367016810238","0.857378604632723","0.905355428987754"
"Ja","1995","(Ehe-)Paar ohne Kind(er)","5","302","0.831024193942679","0.791539467007074","0.870508920878283"
"Ja","1995","Alleinerziehende","1","161","0.298461328004703","0.259723475801828","0.337199180207578"
"Ja","1995","Alleinerziehende","2","127","0.584265946915048","0.515617837213634","0.652914056616463"
"Ja","1995","Alleinerziehende","3","71","0.699697540467165","0.615552159004097","0.783842921930233"
"Ja","1995","Alleinerziehende","4","48","0.79109726125056","0.686475722899936","0.895718799601184"
"Ja","1995","Alleinerziehende","5","","","",""
"Ja","1995","Paar mit Kind(ern)","1","2166","0.498290503189172","0.483854089396957","0.512726916981386"
"Ja","1995","Paar mit Kind(ern)","2","2253","0.736108549356994","0.72054076390556","0.751676334808428"
"Ja","1995","Paar mit Kind(ern)","3","1310","0.798260671658335","0.778615809686912","0.817905533629757"
"Ja","1995","Paar mit Kind(ern)","4","623","0.796673849749312","0.768356400534055","0.824991298964569"
"Ja","1995","Paar mit Kind(ern)","5","289","0.890349451233316","0.856940402902967","0.923758499563664"
"Ja","1995","Sonstige","1","213","0.391339906052945","0.348038433806967","0.434641378298922"
"Ja","1995","Sonstige","2","212","0.597472821240607","0.544156141973933","0.650789500507281"
