"hlc0119_h","year","quintil","sampreg","n","percent","lower_confidence","upper_confidence"
"Ja","1992","1","West","5675","0.665887831543189","0.656003657369867","0.675772005716511"
"Ja","1992","1","Ost","3026","0.678395471418657","0.664529279580635","0.692261663256679"
"Ja","1992","2","West","2087","0.654133062084202","0.638473168407198","0.669792955761206"
"Ja","1992","2","Ost","619","0.59290913497188","0.562351958936448","0.623466311007313"
"Ja","1992","3","West","","","",""
"Ja","1992","3","Ost","","","",""
"Ja","1992","4","West","","","",""
"Ja","1992","4","Ost","","","",""
"Ja","1992","5","West","","","",""
"Ja","1992","5","Ost","","","",""
"Nein","1992","1","West","3073","0.334112168456811","0.324227994283489","0.343996342630133"
"Nein","1992","1","Ost","1333","0.321604528581343","0.307738336743321","0.335470720419365"
"Nein","1992","2","West","1457","0.345866937915798","0.330207044238794","0.361526831592802"
"Nein","1992","2","Ost","374","0.40709086502812","0.376533688992687","0.437648041063552"
"Nein","1992","3","West","","","",""
"Nein","1992","3","Ost","","","",""
"Nein","1992","4","West","","","",""
"Nein","1992","4","Ost","","","",""
"Nein","1992","5","West","","","",""
"Nein","1992","5","Ost","","","",""
"Ja","1993","1","West","5651","0.670497099886377","0.660615749377619","0.680378450395136"
"Ja","1993","1","Ost","3051","0.715955097272727","0.702243155204273","0.729667039341181"
"Ja","1993","2","West","1968","0.629409934160051","0.613291784754675","0.645528083565428"
"Ja","1993","2","Ost","631","0.639400744591617","0.609167470305123","0.669634018878111"
"Ja","1993","3","West","","","",""
"Ja","1993","3","Ost","","","",""
"Ja","1993","4","West","","","",""
"Ja","1993","4","Ost","","","",""
"Ja","1993","5","West","","","",""
"Ja","1993","5","Ost","","","",""
"Nein","1993","1","West","3041","0.329502900113623","0.319621549604864","0.339384250622381"
"Nein","1993","1","Ost","1104","0.284044902727273","0.27033296065882","0.297756844795727"
"Nein","1993","2","West","1481","0.370590065839949","0.354471916434572","0.386708215245325"
"Nein","1993","2","Ost","338","0.360599255408383","0.330365981121889","0.390832529694877"
"Nein","1993","3","West","","","",""
"Nein","1993","3","Ost","","","",""
"Nein","1993","4","West","","","",""
"Nein","1993","4","Ost","","","",""
"Nein","1993","5","West","","","",""
"Nein","1993","5","Ost","","","",""
"Ja","1994","1","West","5601","0.664504367559264","0.654589054304694","0.674419680813834"
"Ja","1994","1","Ost","2928","0.731216185928162","0.717456929313227","0.744975442543096"
"Ja","1994","2","West","1946","0.643298229403272","0.626752764841124","0.65984369396542"
"Ja","1994","2","Ost","605","0.584103260780045","0.55364629231136","0.61456022924873"
"Ja","1994","3","West","","","",""
"Ja","1994","3","Ost","","","",""
"Ja","1994","4","West","","","",""
"Ja","1994","4","Ost","","","",""
"Ja","1994","5","West","","","",""
"Ja","1994","5","Ost","","","",""
"Nein","1994","1","West","3110","0.335495632440736","0.325580319186166","0.345410945695305"
"Nein","1994","1","Ost","1060","0.268783814071839","0.255024557456904","0.282543070686773"
"Nein","1994","2","West","1274","0.356701770596728","0.34015630603458","0.373247235158876"
"Nein","1994","2","Ost","401","0.415896739219955","0.38543977075127","0.44635370768864"
"Nein","1994","3","West","","","",""
"Nein","1994","3","Ost","","","",""
"Nein","1994","4","West","","","",""
"Nein","1994","4","Ost","","","",""
"Nein","1994","5","West","","","",""
"Nein","1994","5","Ost","","","",""
"Ja","1995","1","West","","","",""
"Ja","1995","1","Ost","","","",""
"Ja","1995","2","West","1819","0.432550379557419","0.41790497905093","0.447195780063909"
"Ja","1995","2","Ost","1069","0.495836071106679","0.474799586443087","0.516872555770271"
"Ja","1995","3","West","2907","0.684970719765392","0.671108924354185","0.6988325151766"
"Ja","1995","3","Ost","1638","0.85733802047211","0.841625029472896","0.873051011471324"
"Ja","1995","4","West","2100","0.781339154029193","0.765756896626708","0.796921411431677"
"Ja","1995","4","Ost","586","0.930254438252516","0.910348533030793","0.95016034347424"
"Ja","1995","5","West","1058","0.845372754607344","0.825377800835758","0.86536770837893"
"Ja","1995","5","Ost","108","0.926087919876933","0.878681300955458","0.973494538798408"
"Nein","1995","1","West","","","",""
"Nein","1995","1","Ost","","","",""
"Nein","1995","2","West","2577","0.567449620442581","0.552804219936091","0.58209502094907"
"Nein","1995","2","Ost","1101","0.504163928893321","0.483127444229728","0.525200413556913"
"Nein","1995","3","West","1407","0.315029280234608","0.301167484823401","0.328891075645815"
"Nein","1995","3","Ost","265","0.14266197952789","0.126948988528676","0.158374970527104"
"Nein","1995","4","West","603","0.218660845970807","0.203078588568323","0.234243103373292"
"Nein","1995","4","Ost","43","0.0697455617474835","0.0498396565257601","0.0896514669692069"
"Nein","1995","5","West","198","0.154627245392656","0.13463229162107","0.174622199164242"
"Nein","1995","5","Ost","","","",""
"Ja","1996","1","West","","","",""
"Ja","1996","1","Ost","","","",""
"Ja","1996","2","West","1478","0.393313051002379","0.378104509758379","0.408521592246378"
"Ja","1996","2","Ost","871","0.483730822426491","0.461080871425252","0.506380773427731"
"Ja","1996","3","West","2846","0.677911585395561","0.66397744129628","0.691845729494842"
"Ja","1996","3","Ost","1646","0.824802563917354","0.808041812108435","0.841563315726273"
"Ja","1996","4","West","2157","0.772935760276108","0.757351563193521","0.788519957358696"
"Ja","1996","4","Ost","682","0.901692196356526","0.880566600158295","0.922817792554756"
"Ja","1996","5","West","1127","0.862631810601606","0.843983732072912","0.881279889130301"
"Ja","1996","5","Ost","125","0.807279284633118","0.744157602312264","0.870400966953973"
"Nein","1996","1","West","","","",""
"Nein","1996","1","Ost","","","",""
"Nein","1996","2","West","2485","0.606686948997621","0.591478407753622","0.621895490241621"
"Nein","1996","2","Ost","999","0.516269177573509","0.493619226572269","0.538919128574748"
"Nein","1996","3","West","1474","0.322088414604439","0.308154270505158","0.336022558703719"
"Nein","1996","3","Ost","330","0.175197436082646","0.158436684273727","0.191958187891565"
"Nein","1996","4","West","619","0.227064239723892","0.211480042641304","0.242648436806479"
"Nein","1996","4","Ost","81","0.0983078036434743","0.0771822074452436","0.119433399841705"
"Nein","1996","5","West","182","0.137368189398394","0.118720110869699","0.156016267927088"
"Nein","1996","5","Ost","","","",""
"Ja","1997","1","West","","","",""
"Ja","1997","1","Ost","","","",""
"Ja","1997","2","West","1368","0.389864819978393","0.374107068782047","0.405622571174739"
"Ja","1997","2","Ost","854","0.480686047742495","0.457514602759729","0.50385749272526"
"Ja","1997","3","West","2697","0.641316349918797","0.626962711086754","0.655669988750839"
"Ja","1997","3","Ost","1513","0.801158981078328","0.783193400054792","0.819124562101864"
"Ja","1997","4","West","2216","0.770756290942127","0.755348220131138","0.786164361753117"
"Ja","1997","4","Ost","753","0.918032977084563","0.899246088408589","0.936819865760536"
"Ja","1997","5","West","1170","0.859959848927875","0.841630523010626","0.878289174845123"
"Ja","1997","5","Ost","127","0.845523958974506","0.78862874089071","0.902419177058301"
"Nein","1997","1","West","","","",""
"Nein","1997","1","Ost","","","",""
"Nein","1997","2","West","2312","0.610135180021607","0.594377428825261","0.625892931217953"
"Nein","1997","2","Ost","932","0.519313952257505","0.49614250727474","0.54248539724027"
"Nein","1997","3","West","1592","0.358683650081203","0.344330011249161","0.373037288913246"
"Nein","1997","3","Ost","383","0.198841018921672","0.180875437898136","0.216806599945208"
"Nein","1997","4","West","643","0.229243709057873","0.213835638246883","0.244651779868862"
"Nein","1997","4","Ost","66","0.0819670229154372","0.0631801342394636","0.100753911591411"
"Nein","1997","5","West","207","0.140040151072126","0.121710825154877","0.158369476989374"
"Nein","1997","5","Ost","","","",""
"Ja","1998","1","West","","","",""
"Ja","1998","1","Ost","","","",""
"Ja","1998","2","West","1362","0.350936095875885","0.336035534777376","0.365836656974393"
"Ja","1998","2","Ost","817","0.445366842864468","0.422983757101181","0.467749928627756"
"Ja","1998","3","West","3026","0.630668435369657","0.617022284903632","0.644314585835681"
"Ja","1998","3","Ost","1470","0.784151574376528","0.765613612827861","0.802689535925196"
"Ja","1998","4","West","2487","0.788409772152351","0.774328683997916","0.802490860306785"
"Ja","1998","4","Ost","805","0.886448692015264","0.86578980766058","0.907107576369948"
"Ja","1998","5","West","1416","0.8772132561659","0.861275914502353","0.893150597829446"
"Ja","1998","5","Ost","175","0.880634916132779","0.834289608368818","0.92698022389674"
"Nein","1998","1","West","","","",""
"Nein","1998","1","Ost","","","",""
"Nein","1998","2","West","2579","0.649063904124115","0.634163343025607","0.663964465222624"
"Nein","1998","2","Ost","1077","0.554633157135532","0.532250071372244","0.577016242898819"
"Nein","1998","3","West","1779","0.369331564630343","0.355685414164319","0.382977715096368"
"Nein","1998","3","Ost","422","0.215848425623472","0.197310464074804","0.234386387172139"
"Nein","1998","4","West","745","0.211590227847649","0.197509139693215","0.225671316002084"
"Nein","1998","4","Ost","101","0.113551307984736","0.092892423630052","0.13421019233942"
"Nein","1998","5","West","213","0.1227867438341","0.106849402170554","0.138724085497647"
"Nein","1998","5","Ost","","","",""
"Ja","1999","1","West","","","",""
"Ja","1999","1","Ost","","","",""
"Ja","1999","2","West","1031","0.311772594162811","0.295735745763663","0.32780944256196"
"Ja","1999","2","Ost","632","0.441946131744767","0.41717492449151","0.466717338998025"
"Ja","1999","3","West","2989","0.639538418362867","0.625872773588423","0.653204063137311"
"Ja","1999","3","Ost","1477","0.723114824952997","0.703577547225548","0.742652102680447"
"Ja","1999","4","West","2472","0.77263876479875","0.758202457247609","0.787075072349892"
"Ja","1999","4","Ost","824","0.868159717807727","0.846634930824121","0.889684504791333"
"Ja","1999","5","West","1581","0.855790350107428","0.839734323462948","0.871846376751909"
"Ja","1999","5","Ost","185","0.869644494113681","0.82442831559187","0.914860672635493"
"Nein","1999","1","West","","","",""
"Nein","1999","1","Ost","","","",""
"Nein","1999","2","West","2174","0.688227405837189","0.67219055743804","0.704264254236337"
"Nein","1999","2","Ost","912","0.558053868255233","0.533282661001975","0.58282507550849"
"Nein","1999","3","West","1753","0.360461581637133","0.346795936862689","0.374127226411577"
"Nein","1999","3","Ost","538","0.276885175047003","0.257347897319553","0.296422452774452"
"Nein","1999","4","West","766","0.22736123520125","0.212924927650108","0.241797542752391"
"Nein","1999","4","Ost","125","0.131840282192273","0.110315495208667","0.153365069175879"
"Nein","1999","5","West","258","0.144209649892571","0.128153623248091","0.160265676537052"
"Nein","1999","5","Ost","","","",""
"Ja","2000","1","West","","","",""
"Ja","2000","1","Ost","","","",""
"Ja","2000","2","West","1947","0.344470173600112","0.331902500749049","0.357037846451174"
"Ja","2000","2","Ost","852","0.361758907925108","0.342252425881879","0.381265389968338"
"Ja","2000","3","West","5104","0.616753470062422","0.606299803871091","0.627207136253754"
"Ja","2000","3","Ost","2205","0.730445965729006","0.714651662996121","0.746240268461891"
"Ja","2000","4","West","4931","0.767170052500141","0.756812453234225","0.777527651766058"
"Ja","2000","4","Ost","1212","0.851159726258506","0.832620900292939","0.869698552224073"
"Ja","2000","5","West","3245","0.839580493558111","0.827983464224001","0.851177522892221"
"Ja","2000","5","Ost","415","0.855745006039801","0.824475945245354","0.887014066834249"
"Nein","2000","1","West","","","",""
"Nein","2000","1","Ost","","","",""
"Nein","2000","2","West","3545","0.655529826399888","0.642962153548826","0.668097499250951"
"Nein","2000","2","Ost","1479","0.638241092074892","0.618734610031662","0.657747574118121"
"Nein","2000","3","West","3205","0.383246529937578","0.372792863746246","0.393700196128909"
"Nein","2000","3","Ost","827","0.269554034270994","0.253759731538109","0.285348337003879"
"Nein","2000","4","West","1465","0.232829947499859","0.222472348233942","0.243187546765775"
"Nein","2000","4","Ost","204","0.148840273741494","0.130301447775927","0.167379099707061"
"Nein","2000","5","West","602","0.160419506441889","0.148822477107779","0.172016535775999"
"Nein","2000","5","Ost","70","0.144254993960199","0.112985933165751","0.175524054754646"
"Ja","2001","1","West","","","",""
"Ja","2001","1","Ost","","","",""
"Ja","2001","2","West","1501","0.322019875426331","0.308453669759771","0.335586081092892"
"Ja","2001","2","Ost","695","0.35881024496301","0.33770438939792","0.379916100528099"
"Ja","2001","3","West","4608","0.62496797906926","0.613887199722551","0.63604875841597"
"Ja","2001","3","Ost","1936","0.716342806445899","0.699336734908409","0.73334887798339"
"Ja","2001","4","West","4604","0.777543880273486","0.766947799916009","0.788139960630964"
"Ja","2001","4","Ost","1310","0.861742027153913","0.844468972758817","0.87901508154901"
"Ja","2001","5","West","3214","0.849013701234517","0.837636014923542","0.860391387545492"
"Ja","2001","5","Ost","420","0.906658633452236","0.880160421254457","0.933156845650016"
"Nein","2001","1","West","","","",""
"Nein","2001","1","Ost","","","",""
"Nein","2001","2","West","3056","0.677980124573669","0.664413918907108","0.691546330240229"
"Nein","2001","2","Ost","1289","0.641189755036991","0.620083899471901","0.66229561060208"
"Nein","2001","3","West","2725","0.37503202093074","0.363951241584031","0.38611280027745"
"Nein","2001","3","Ost","763","0.283657193554101","0.26665112201661","0.300663265091591"
"Nein","2001","4","West","1314","0.222456119726514","0.211860039369036","0.233052200083991"
"Nein","2001","4","Ost","224","0.138257972846087","0.12098491845099","0.155531027241183"
"Nein","2001","5","West","590","0.150986298765483","0.139608612454508","0.162363985076458"
"Nein","2001","5","Ost","43","0.0933413665477636","0.066843154349984","0.119839578745543"
"Ja","2002","1","West","","","",""
"Ja","2002","1","Ost","","","",""
"Ja","2002","2","West","1101","0.293575409746258","0.279134014591049","0.308016804901468"
"Ja","2002","2","Ost","560","0.317228052292879","0.294973591443644","0.339482513142113"
"Ja","2002","3","West","3650","0.552261156448952","0.540250829309151","0.564271483588753"
"Ja","2002","3","Ost","1525","0.628791065015043","0.609319766725986","0.648262363304101"
"Ja","2002","4","West","4256","0.733830648909379","0.722462584609646","0.745198713209112"
"Ja","2002","4","Ost","1349","0.8106558408252","0.791786264931101","0.829525416719299"
"Ja","2002","5","West","5503","0.8177274065612","0.808510544116104","0.826944269006297"
"Ja","2002","5","Ost","798","0.881666561529111","0.86066884461191","0.902664278446312"
"Nein","2002","1","West","","","",""
"Nein","2002","1","Ost","","","",""
"Nein","2002","2","West","2719","0.706424590253742","0.691983195098532","0.720865985408952"
"Nein","2002","2","Ost","1120","0.682771947707121","0.660517486857887","0.705026408556356"
"Nein","2002","3","West","2935","0.447738843551048","0.435728516411247","0.459749170690849"
"Nein","2002","3","Ost","840","0.371208934984957","0.351737636695899","0.390680233274014"
"Nein","2002","4","West","1550","0.266169351090621","0.254801286790888","0.277537415390354"
"Nein","2002","4","Ost","307","0.1893441591748","0.170474583280701","0.208213735068898"
