year,hhtyp,regtyp,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1992,Single-person household,Urban regions,Yes,0.15571590406642058,549,6544,0.15559539013803894,0.15583641799480222
1992,Single-person household,Urban regions,No,0.09717226394436172,381,6544,0.0970738174942971,0.09727071039442635
1992,Single-person household,Rural regions,Yes,0.04620758416204475,196,6544,0.046137807527731896,0.0462773607963576
1992,Single-person household,Rural regions,No,0.039005679712839934,148,6544,0.038941329381272725,0.03907003004440714
1992,Couple without children,Urban regions,Yes,0.1389987406361783,843,6544,0.1388837575980862,0.13911372367427038
1992,Couple without children,Urban regions,No,0.04803273541780928,308,6544,0.0479616621767246,0.04810380865889396
1992,Couple without children,Rural regions,Yes,0.05455128135039002,375,6544,0.054475798564558225,0.05462676413622182
1992,Couple without children,Rural regions,No,0.0211428882472128,143,6544,0.021095072795738676,0.021190703698686926
1992,Single parent,Urban regions,Yes,0.01957437027376051,126,6544,0.019528325782284205,0.019620414765236818
1992,Single parent,Urban regions,No,0.02121641941986716,140,6544,0.02116852269286691,0.02126431614686741
1992,Single parent,Rural regions,Yes,0.009053201399993728,59,6544,0.009021720095947226,0.009084682704040229
1992,Single parent,Rural regions,No,0.008521099409957862,63,6544,0.00849054907279557,0.008551649747120154
1992,Couple with children,Urban regions,Yes,0.1415866128879052,1170,6544,0.14147073894357196,0.14170248683223843
1992,Couple with children,Urban regions,No,0.06329819795352123,627,6544,0.06321726548177345,0.06337913042526902
1992,Couple with children,Rural regions,Yes,0.06978249940963267,696,6544,0.06969781724193833,0.06986718157732702
1992,Couple with children,Rural regions,No,0.03615831143799602,344,6544,0.03609626263936355,0.03622036023662849
1992,Multi-generational household,Urban regions,Yes,0.004797310011267547,48,6544,0.0047743442357133245,0.004820275786821769
1992,Multi-generational household,Urban regions,No,0.0019295149089415984,33,6544,0.0019149290795596702,0.0019441007383235267
1992,Multi-generational household,Rural regions,Yes,0.004420477273604866,41,6544,0.004398427760081103,0.004442526787128629
1992,Other Combinations,Urban regions,Yes,0.008832888836100582,58,6544,0.008801789488596157,0.008863988183605006
1992,Other Combinations,Urban regions,No,0.004751759505920349,35,6544,0.004728902497478572,0.004774616514362126
1992,Other Combinations,Rural regions,Yes,0.0052502597342733185,45,6544,0.005226239692133563,0.005274279776413074
1993,Single-person household,Urban regions,Yes,0.157909437377513,577,6570,0.15778901604226978,0.15802985871275624
1993,Single-person household,Urban regions,No,0.09414805014039865,379,6570,0.09405161079098598,0.09424448948981132
1993,Single-person household,Rural regions,Yes,0.051749862357945466,219,6570,0.05167670869921977,0.051823016016671164
1993,Single-person household,Rural regions,No,0.04004109122233571,166,6570,0.039976347260825655,0.04010583518384577
1993,Couple without children,Urban regions,Yes,0.13976774234904096,860,6570,0.13965323553474782,0.1398822491633341
1993,Couple without children,Urban regions,No,0.04858944083340148,305,6570,0.04851843812268559,0.04866044354411737
1993,Couple without children,Rural regions,Yes,0.056925448195482106,393,6570,0.056848933256283776,0.057001963134680436
1993,Couple without children,Rural regions,No,0.020296059943230253,140,6570,0.020249493476044957,0.020342626410415548
1993,Single parent,Urban regions,Yes,0.01961718228914883,118,6570,0.019571385381439727,0.019662979196857933
1993,Single parent,Urban regions,No,0.020379425365064683,134,6570,0.020332765346074724,0.020426085384054642
1993,Single parent,Rural regions,Yes,0.009416400450888133,67,6570,0.009384506521996717,0.009448294379779548
1993,Single parent,Rural regions,No,0.008233233375192274,56,6570,0.008203392608044719,0.00826307414233983
1993,Couple with children,Urban regions,Yes,0.13993318695301027,1146,6570,0.13981862340561246,0.14004775050040807
1993,Couple with children,Urban regions,No,0.06123693928157712,599,6570,0.06115776124478907,0.06131611731836517
1993,Couple with children,Rural regions,Yes,0.07182600824210306,698,6570,0.0717407423072151,0.07191127417699102
1993,Couple with children,Rural regions,No,0.030961315399136786,310,6570,0.03090411484260067,0.031018515955672902
1993,Multi-generational household,Urban regions,Yes,0.004464250147478907,53,6570,0.004442234944897525,0.0044862653500602895
1993,Multi-generational household,Rural regions,Yes,0.0047277004822708765,41,6570,0.0047050479931271,0.004750352971414653
1993,Other Combinations,Urban regions,Yes,0.00785888482178344,56,6570,0.007829724844526575,0.007888044799040305
1993,Other Combinations,Urban regions,No,0.0068449075189724335,45,6570,0.006817679733226072,0.006872135304718795
1993,Other Combinations,Rural regions,Yes,0.005073433254025542,41,6570,0.0050499711754667005,0.005096895332584384
1994,Single-person household,Urban regions,Yes,0.15636915882114452,566,6496,0.15625006466697236,0.15648825297531668
1994,Single-person household,Urban regions,No,0.10045881946783251,391,6496,0.10036024981421757,0.10055738912144746
1994,Single-person household,Rural regions,Yes,0.0562436063847443,230,6496,0.05616806147549537,0.05631915129399323
1994,Single-person household,Rural regions,No,0.03893478027743447,160,6496,0.038871351846996256,0.03899820870787269
1994,Couple without children,Urban regions,Yes,0.1432702275204442,869,6496,0.1431553490683001,0.14338510597258827
1994,Couple without children,Urban regions,No,0.04492772400698325,311,6496,0.04485980145440375,0.04499564655956275
1994,Couple without children,Rural regions,Yes,0.06250310317433672,444,6496,0.06242372988477463,0.06258247646389879
1994,Couple without children,Rural regions,No,0.017874363944016394,117,6496,0.017830919175030904,0.017917808713001884
1994,Single parent,Urban regions,Yes,0.01625214335495597,102,6496,0.016210682725422015,0.016293603984489927
1994,Single parent,Urban regions,No,0.021435857554700517,140,6496,0.02138836738183496,0.021483347727566073
1994,Single parent,Rural regions,Yes,0.009317597564102713,67,6496,0.009286094132069444,0.009349100996135982
1994,Single parent,Rural regions,No,0.007355651252005641,50,6496,0.007327632675139571,0.007383669828871711
1994,Couple with children,Urban regions,Yes,0.13486239055888485,1093,6496,0.13475038832281888,0.13497439279495083
1994,Couple with children,Urban regions,No,0.06334790658528086,611,6496,0.06326803469584277,0.06342777847471895
1994,Couple with children,Rural regions,Yes,0.06880584803685273,669,6496,0.06872284930320122,0.06888884677050425
1994,Couple with children,Rural regions,No,0.031195558814344902,298,6496,0.03113855510517754,0.031252562523512266
1994,Multi-generational household,Urban regions,Yes,0.003714597375152747,46,6496,0.0036946499691319283,0.0037345447811735657
1994,Multi-generational household,Rural regions,Yes,0.004509235025415554,41,6496,0.004487266104579307,0.0045312039462518
1994,Other Combinations,Urban regions,Yes,0.008917394619849105,67,6496,0.008886568945213265,0.008948220294484945
1994,Other Combinations,Urban regions,No,0.0051961292060659315,37,6496,0.005172554440953273,0.00521970397117859
