year,age_gr,regtyp,plb0050,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2001,17-29 y.,Urban regions,Yes,0.056672945449557435,702,12435,0.05659810818125275,0.05674778271786212
2001,17-29 y.,Urban regions,No,0.068535541574945,836,12435,0.06845376292102047,0.06861732022886953
2001,17-29 y.,Rural regions,Yes,0.025270885982764564,341,12435,0.02522008745891142,0.025321684506617707
2001,17-29 y.,Rural regions,No,0.03800817845035478,538,12435,0.037946288076327196,0.03807006882438236
2001,30-45 y.,Urban regions,Yes,0.1726797371904624,2097,12435,0.1725574005896349,0.1728020737912899
2001,30-45 y.,Urban regions,No,0.14578730206598672,1817,12435,0.14567308217268574,0.1459015219592877
2001,30-45 y.,Rural regions,Yes,0.06394433620714522,936,12435,0.06386514977629575,0.0640235226379947
2001,30-45 y.,Rural regions,No,0.07289046193918902,1023,12435,0.07280632247055666,0.07297460140782139
2001,46-65 y.,Urban regions,Yes,0.13922053073781276,1562,12435,0.1391084847056532,0.13933257676997232
2001,46-65 y.,Urban regions,No,0.10369223657072367,1142,12435,0.10359356305797973,0.10379091008346761
2001,46-65 y.,Rural regions,Yes,0.056489583668345666,727,12435,0.05641486030256146,0.056564307034129874
2001,46-65 y.,Rural regions,No,0.048195828531244454,635,12435,0.048126505520463755,0.04826515154202515
2001,66 and older,Urban regions,No,0.005487495756946758,47,12435,0.005463585121839732,0.005511406392053784
2001,66 and older,Rural regions,No,0.0031249358745215196,32,12435,0.0031068707977977435,0.0031430009512452956
2006,17-29 y.,Urban regions,Yes,0.054559919716732186,601,12080,0.05448570820173891,0.05463413123172546
2006,17-29 y.,Urban regions,No,0.0698475387360392,722,12080,0.06976425310993269,0.06993082436214572
2006,17-29 y.,Rural regions,Yes,0.02719748265308763,282,12080,0.02714433377167797,0.02725063153449729
2006,17-29 y.,Rural regions,No,0.03620552237327637,445,12080,0.03614448482830911,0.03626655991824363
2006,30-45 y.,Urban regions,Yes,0.162873383857552,1814,12080,0.16275273087382025,0.16299403684128377
2006,30-45 y.,Urban regions,No,0.14078054885276178,1585,12080,0.14066690634504653,0.14089419136047704
2006,30-45 y.,Rural regions,Yes,0.06033719470408196,765,12080,0.06025939176432219,0.060414997643841735
2006,30-45 y.,Rural regions,No,0.06914379693216041,855,12080,0.0690609005947999,0.06922669326952093
2006,46-65 y.,Urban regions,Yes,0.14043385438457753,1839,12080,0.14032032899770489,0.14054737977145018
2006,46-65 y.,Urban regions,No,0.1069520035606616,1354,12080,0.10685102032219024,0.10705298679913297
2006,46-65 y.,Rural regions,Yes,0.058138706550519524,851,12080,0.05806224491399339,0.05821516818704566
2006,46-65 y.,Rural regions,No,0.05956377371903096,808,12080,0.05948643923200097,0.05964110820606095
2006,66 and older,Urban regions,No,0.008288613673603,101,12080,0.00825898917351906,0.00831823817368694
2006,66 and older,Rural regions,No,0.00567766028591584,58,12080,0.005653109481199412,0.005702211090632268
2011,17-29 y.,Urban regions,Yes,0.06121954547881938,547,11066,0.06113720143904122,0.06130188951859754
2011,17-29 y.,Urban regions,No,0.06234330689165601,554,11066,0.06226026027456874,0.062426353508743274
2011,17-29 y.,Rural regions,Yes,0.03275414893417522,313,11066,0.03269301157195227,0.03281528629639817
2011,17-29 y.,Rural regions,No,0.031549462351299754,310,11066,0.031489422473001426,0.03160950222959808
2011,30-45 y.,Urban regions,Yes,0.13933421973855026,1415,11066,0.13921527334944236,0.13945316612765815
2011,30-45 y.,Urban regions,No,0.10543086846615674,1125,11066,0.10532538219379148,0.10553635473852199
2011,30-45 y.,Rural regions,Yes,0.0487440848666103,643,11066,0.04867012182790937,0.048818047905311225
2011,30-45 y.,Rural regions,No,0.053555109765623304,713,11066,0.05347777883761531,0.0536324406936313
2011,46-65 y.,Urban regions,Yes,0.16826859610566142,1938,11066,0.16814009756807335,0.16839709464324948
2011,46-65 y.,Urban regions,No,0.12494152086713692,1426,11066,0.1248279473611906,0.12505509437308324
2011,46-65 y.,Rural regions,Yes,0.08408254830101679,1040,11066,0.08398722782568066,0.08417786877635292
2011,46-65 y.,Rural regions,No,0.07356797283311733,888,11066,0.07347830095322826,0.07365764471300641
2011,66 and older,Urban regions,No,0.009007769949570326,105,11066,0.008975317396604494,0.009040222502536157
2011,66 and older,Rural regions,No,0.00520084545060633,49,11066,0.005176139033019123,0.005225551868193537
2016,17-29 y.,Urban regions,Yes,0.062167659900320894,690,13867,0.06209028505215008,0.06224503474849171
2016,17-29 y.,Urban regions,No,0.06429229954086058,760,13867,0.06421370280159643,0.06437089628012473
2016,17-29 y.,Rural regions,Yes,0.026419387877820496,356,13867,0.026367995077633228,0.026470780678007764
2016,17-29 y.,Rural regions,No,0.025248148555236008,376,13867,0.025197877644851163,0.025298419465620853
