year,age_gr,pgisced97,plb0050,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,17-29 y.,No answer / don't know,No,0.73084,34,34,0.57952,0.88217
2001,17-29 y.,Pre-primary Level,No,0.83076,57,57,0.73255,0.92897
2001,17-29 y.,Lower Secondary Level,Yes,0.38807,221,579,0.34834,0.42779
2001,17-29 y.,Lower Secondary Level,No,0.61193,358,579,0.57221,0.65166
2001,17-29 y.,Upper Secondary Level,Yes,0.43374,520,1204,0.40573,0.46174
2001,17-29 y.,Upper Secondary Level,No,0.56626,684,1204,0.53826,0.59427
2001,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.58965,117,195,0.52043,0.65887
2001,17-29 y.,Post-secondary Non-tertiary Level,No,0.41035,78,195,0.34113,0.47957
2001,17-29 y.,First Stage of Tertiary Education,Yes,0.48468,51,113,0.39212,0.57724
2001,17-29 y.,First Stage of Tertiary Education,No,0.51532,62,113,0.42276,0.60788
2001,17-29 y.,Second Stage of Tertiary Education,Yes,0.50019,95,181,0.42714,0.57323
2001,17-29 y.,Second Stage of Tertiary Education,No,0.49981,86,181,0.42677,0.57286
2001,30-45 y.,Lower Secondary Level,Yes,0.55588,170,323,0.50161,0.61015
2001,30-45 y.,Lower Secondary Level,No,0.44412,153,323,0.38985,0.49839
2001,30-45 y.,Upper Secondary Level,Yes,0.49436,1570,3201,0.47704,0.51169
2001,30-45 y.,Upper Secondary Level,No,0.50564,1631,3201,0.48831,0.52296
2001,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.51367,189,372,0.46281,0.56453
2001,30-45 y.,Post-secondary Non-tertiary Level,No,0.48633,183,372,0.43547,0.53719
2001,30-45 y.,First Stage of Tertiary Education,Yes,0.49566,310,612,0.45601,0.53530
2001,30-45 y.,First Stage of Tertiary Education,No,0.50434,302,612,0.46470,0.54399
2001,30-45 y.,Second Stage of Tertiary Education,Yes,0.58659,774,1318,0.55999,0.61319
2001,30-45 y.,Second Stage of Tertiary Education,No,0.41341,544,1318,0.38681,0.44001
2001,46-65 y.,Lower Secondary Level,Yes,0.49708,180,335,0.44346,0.55070
2001,46-65 y.,Lower Secondary Level,No,0.50292,155,335,0.44930,0.55654
2001,46-65 y.,Upper Secondary Level,Yes,0.53999,1141,2146,0.51890,0.56108
2001,46-65 y.,Upper Secondary Level,No,0.46001,1005,2146,0.43892,0.48110
2001,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.57870,70,124,0.49144,0.66596
2001,46-65 y.,Post-secondary Non-tertiary Level,No,0.42130,54,124,0.33404,0.50856
2001,46-65 y.,First Stage of Tertiary Education,Yes,0.58428,215,388,0.53517,0.63338
2001,46-65 y.,First Stage of Tertiary Education,No,0.41572,173,388,0.36662,0.46483
2001,46-65 y.,Second Stage of Tertiary Education,Yes,0.62710,656,1032,0.59758,0.65662
2001,46-65 y.,Second Stage of Tertiary Education,No,0.37290,376,1032,0.34338,0.40242
2001,66 and older,Upper Secondary Level,No,0.87082,41,41,0.76687,0.97476
2006,17-29 y.,No answer / don't know,Yes,0.30622,50,137,0.22875,0.38369
2006,17-29 y.,No answer / don't know,No,0.69378,87,137,0.61631,0.77125
2006,17-29 y.,Pre-primary Level,No,0.95315,31,31,0.87753,1.02877
2006,17-29 y.,Lower Secondary Level,Yes,0.39988,158,392,0.35132,0.44843
2006,17-29 y.,Lower Secondary Level,No,0.60012,234,392,0.55157,0.64868
2006,17-29 y.,Upper Secondary Level,Yes,0.44812,436,1015,0.41751,0.47873
2006,17-29 y.,Upper Secondary Level,No,0.55188,579,1015,0.52127,0.58249
2006,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.46944,94,202,0.40044,0.53843
2006,17-29 y.,Post-secondary Non-tertiary Level,No,0.53056,108,202,0.46157,0.59956
2006,17-29 y.,First Stage of Tertiary Education,No,0.59180,31,31,0.41592,0.76768
2006,17-29 y.,Second Stage of Tertiary Education,Yes,0.59568,112,192,0.52608,0.66528
2006,17-29 y.,Second Stage of Tertiary Education,No,0.40432,80,192,0.33472,0.47392
2006,30-45 y.,Lower Secondary Level,Yes,0.45091,104,235,0.38716,0.51467
2006,30-45 y.,Lower Secondary Level,No,0.54909,131,235,0.48533,0.61284
2006,30-45 y.,Upper Secondary Level,Yes,0.49824,1205,2495,0.47862,0.51786
2006,30-45 y.,Upper Secondary Level,No,0.50176,1290,2495,0.48214,0.52138
2006,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.50022,227,442,0.45355,0.54689
2006,30-45 y.,Post-secondary Non-tertiary Level,No,0.49978,215,442,0.45311,0.54645
2006,30-45 y.,First Stage of Tertiary Education,Yes,0.47630,272,555,0.43471,0.51789
2006,30-45 y.,First Stage of Tertiary Education,No,0.52370,283,555,0.48211,0.56529
2006,30-45 y.,Second Stage of Tertiary Education,Yes,0.60059,760,1264,0.57358,0.62760
2006,30-45 y.,Second Stage of Tertiary Education,No,0.39941,504,1264,0.37240,0.42642
2006,46-65 y.,Lower Secondary Level,Yes,0.53055,129,241,0.46741,0.59370
2006,46-65 y.,Lower Secondary Level,No,0.46945,112,241,0.40630,0.53259
2006,46-65 y.,Upper Secondary Level,Yes,0.52042,1186,2315,0.50006,0.54077
2006,46-65 y.,Upper Secondary Level,No,0.47958,1129,2315,0.45923,0.49994
2006,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.55388,101,180,0.48105,0.62670
2006,46-65 y.,Post-secondary Non-tertiary Level,No,0.44612,79,180,0.37330,0.51895
2006,46-65 y.,First Stage of Tertiary Education,Yes,0.51479,229,436,0.46782,0.56176
2006,46-65 y.,First Stage of Tertiary Education,No,0.48521,207,436,0.43824,0.53218
2006,46-65 y.,Second Stage of Tertiary Education,Yes,0.60124,1025,1648,0.57759,0.62489
2006,46-65 y.,Second Stage of Tertiary Education,No,0.39876,623,1648,0.37511,0.42241
