year,quintil_oecd,plb0050,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2001,1st Quintile,Nein,0.649848637739657,27798,0.6442409565797949,0.655456318899519
2001,1st Quintile,Ja,0.3501513622603431,27798,0.34454368110048106,0.35575904342020515
2001,2nd Quintile,Nein,0.5628029969149405,27798,0.5569716875165485,0.5686343063133326
2001,2nd Quintile,Ja,0.4371970030850595,27798,0.4313656936866674,0.4430283124834516
2001,3rd Quintile,Ja,0.5172515482158655,27798,0.5113771870997242,0.5231259093320068
2001,3rd Quintile,Nein,0.48274845178413445,27798,0.4768740906679932,0.4886228129002757
2001,4th Quintile,Ja,0.5826865671641791,27798,0.5768896381618706,0.5884834961664877
2001,4th Quintile,Nein,0.4173134328358209,27798,0.41151650383351235,0.42311036183812945
2001,5th Quintile,Ja,0.5508580996232734,27798,0.5450107245516819,0.5567054746948649
2001,5th Quintile,Nein,0.4491419003767267,27798,0.4432945253051352,0.4549892754483182
2006,1st Quintile,Nein,0.6822289156626506,27321,0.6767077595773144,0.6877500717479869
2006,1st Quintile,Ja,0.3177710843373494,27321,0.3122499282520132,0.3232922404226856
2006,2nd Quintile,Nein,0.6139817629179332,27321,0.6082089242179625,0.6197546016179039
2006,2nd Quintile,Ja,0.3860182370820669,27321,0.38024539838209614,0.39179107578203765
2006,3rd Quintile,Nein,0.5328202806699864,27321,0.5269041175488938,0.5387364437910791
2006,3rd Quintile,Ja,0.46717971933001357,27321,0.4612635562089209,0.47309588245110623
2006,4th Quintile,Ja,0.563385146804836,27321,0.5575040310815809,0.5692662625280911
2006,4th Quintile,Nein,0.4366148531951641,27321,0.43073373747190896,0.4424959689184192
2006,5th Quintile,Ja,0.5660680782632003,27321,0.560191115919917,0.5719450406064835
2006,5th Quintile,Nein,0.4339319217367998,27321,0.42805495939351657,0.439808884080083
2011,1st Quintile,Nein,0.6393034825870647,41903,0.6347055984564637,0.6439013667176657
2011,1st Quintile,Ja,0.36069651741293535,41903,0.35609863328233426,0.36529440154353643
2011,2nd Quintile,Nein,0.6180371352785146,41903,0.6133850103450754,0.6226892602119537
2011,2nd Quintile,Ja,0.3819628647214854,41903,0.3773107397880463,0.38661498965492447
2011,3rd Quintile,Nein,0.5697674418604651,41903,0.5650268347487177,0.5745080489722125
2011,3rd Quintile,Ja,0.43023255813953487,41903,0.4254919510277875,0.43497316525128227
2011,4th Quintile,Ja,0.5381573744563068,41903,0.5333838937940875,0.5429308551185262
2011,4th Quintile,Nein,0.46184262554369315,41903,0.45706914488147377,0.46661610620591254
2011,5th Quintile,Ja,0.5968909139640847,41903,0.5921942196976182,0.6015876082305511
2011,5th Quintile,Nein,0.40310908603591533,41903,0.3984123917694489,0.40780578030238174
2016,1st Quintile,Nein,0.6817625458996328,41132,0.6772610343078276,0.686264057491438
2016,1st Quintile,Ja,0.3182374541003672,41132,0.31373594250856196,0.3227389656921724
2016,2nd Quintile,Nein,0.6306818181818182,41132,0.6260176773242436,0.6353459590393928
2016,2nd Quintile,Ja,0.3693181818181818,41132,0.3646540409606073,0.3739823226757564
2016,3rd Quintile,Nein,0.5724794461272177,41132,0.5676983815829804,0.577260510671455
2016,3rd Quintile,Ja,0.42752055387278237,41132,0.4227394893285451,0.43230161841701964
2016,4th Quintile,Ja,0.5290202342917998,41132,0.5241962773330108,0.5338441912505888
2016,4th Quintile,Nein,0.4709797657082002,41132,0.46615580874941115,0.4758037226669893
2016,5th Quintile,Ja,0.6312310166160443,41132,0.6265683161607473,0.6358937170713413
2016,5th Quintile,Nein,0.3687689833839557,41132,0.36410628292865865,0.37343168383925274
2019,1st Quintile,Nein,0.6274944567627494,42417,0.6228934018819617,0.6320955116435371
2019,1st Quintile,Ja,0.37250554323725055,42417,0.3679044883564629,0.3771065981180382
2019,2nd Quintile,Nein,0.6216505894962486,42417,0.617035227151317,0.6262659518411803
2019,2nd Quintile,Ja,0.3783494105037513,42417,0.3737340481588196,0.382964772848683
2019,3rd Quintile,Nein,0.5660377358490566,42417,0.5613210736636127,0.5707543980345005
2019,3rd Quintile,Ja,0.4339622641509434,42417,0.42924560196549955,0.4386789263363873
2019,4th Quintile,Ja,0.5189530685920578,42417,0.5141981414891126,0.523707995695003
2019,4th Quintile,Nein,0.48104693140794225,42417,0.476292004304997,0.4858018585108875
2019,5th Quintile,Ja,0.6139858072146659,42417,0.6093527581518324,0.6186188562774994
2019,5th Quintile,Nein,0.3860141927853341,42417,0.3813811437225006,0.3906472418481676
