year,plb0050,pgisced97,sampreg,proportion,n,lower_confidence,upper_confidence
2001,Yes,middle vocational,West,0.4087038789025544,27798,0.4029248323774493,0.41448292542765947
2001,Yes,higher education,West,0.1663513087354147,27798,0.16197352862905665,0.17072908884177276
2001,Yes,middle vocational,East,0.10138757489750867,27798,0.09783921327617125,0.1049359365188461
2001,Yes,general elementary,West,0.07947019867549669,27798,0.07629061417019087,0.08264978318080252
2001,Yes,higher education,East,0.07489750867234311,27798,0.07180309830606306,0.07799191903862317
2001,Yes,higher vocational,West,0.07379375591296121,27798,0.07072039929983376,0.07686711252608866
2001,Yes,vocational + Abi,West,0.05313781141595711,27798,0.05050090622794099,0.05577471660397323
2001,Yes,higher vocational,East,0.017344686218858405,27798,0.015809952187618943,0.018879420250097867
2001,Yes,general elementary,East,0.008514664143803218,27798,0.007434533705402114,0.009594794582204321
2001,Yes,inadequately,West,0.00835698517817723,27798,0.00728681759730117,0.009427152759053292
2001,Yes,vocational + Abi,East,0.006149479659413435,27798,0.005230451083351806,0.007068508235475063
2001,Yes,in school,West,0.0014191106906338694,27798,0.000976574230997417,0.001861647150270322
2001,Yes,in school,East,0.000315357931251971,27798,0.00010662898282608408,0.0005240868796778579
2001,Yes,inadequately,East,0.0001576789656259855,27798,1.0073671344909579e-05,0.00030528425990706144
2001,No,middle vocational,West,0.4094172649858073,27798,0.4036366672850788,0.41519786268653586
2001,No,middle vocational,East,0.1516112873601603,27798,0.14739517181278897,0.15582740290753164
2001,No,higher education,West,0.11320754716981132,27798,0.10948278986432596,0.11693230447529669
2001,No,general elementary,West,0.08999833027216564,27798,0.0866340852637623,0.09336257528056897
2001,No,higher vocational,West,0.06344965770579396,27798,0.06058396577177971,0.0663153496398082
2001,No,higher education,East,0.05860744698614126,27798,0.055846162982641584,0.061368730989640935
2001,No,vocational + Abi,West,0.04775421606278177,27798,0.04524735834490846,0.05026107378065508
2001,No,higher vocational,East,0.02704959091668058,27798,0.02514248418422973,0.028956697649131433
2001,No,general elementary,East,0.018533978961429286,27798,0.01694846064596508,0.020119497276893494
2001,No,inadequately,West,0.0073468024711971945,27798,0.0063428867605974555,0.008350718181796933
2001,No,vocational + Abi,East,0.005677074636834196,27798,0.004793841560993252,0.006560307712675141
2001,No,in school,West,0.005009183503088996,27798,0.004179251898882717,0.005839115107295276
2001,No,in school,East,0.001502755050926699,27798,0.0010473825197667137,0.001958127582086684
2001,No,inadequately,East,0.0008348639171814994,27798,0.0004953357746342547,0.001174392059728744
2006,Yes,middle vocational,West,0.376797385620915,27321,0.37105124368412573,0.3825435275577043
2006,Yes,higher education,West,0.22859477124183006,27321,0.22361531166616044,0.23357423081749967
2006,Yes,middle vocational,East,0.08627450980392157,27321,0.08294517940485904,0.08960384020298409
2006,Yes,higher education,East,0.08366013071895424,27321,0.08037694585800756,0.08694331557990093
2006,Yes,higher vocational,West,0.06879084967320262,27321,0.06578963728821662,0.07179206205818862
