syear,sampreg,sex,plb0050,proportion,n,lower_confidence,upper_confidence
2001,West,male,1.0,0.2452799871454969,21921,0.23958425075856343,0.25097572353243036
2001,West,female,2.0,0.17988270265927533,21921,0.17479808175942813,0.18496732355912254
2001,West,male,2.0,0.17972202137061138,21921,0.17463917405729937,0.1848048686839234
2001,West,female,1.0,0.15979754157628345,21921,0.15494685838216804,0.16464822477039887
2001,East,male,2.0,0.07086044830079537,21921,0.06746366132286778,0.07425723527872295
2001,East,female,2.0,0.05720253876436089,21921,0.05412826354381121,0.060276813984910575
2001,East,male,1.0,0.05390857234675022,21921,0.05091891538603159,0.05689822930746885
2001,East,female,1.0,0.053346187836426445,21921,0.050371282304292685,0.056321093368560206
2006,West,male,1.0,0.22796000991489712,22269,0.22244996745428255,0.2334700523755117
2006,West,female,2.0,0.18565644881434354,22269,0.18054946402854913,0.19076343360013795
2006,West,male,2.0,0.18416921424440222,22269,0.17907808319642868,0.18926034529237576
2006,West,female,1.0,0.17822027596463685,22269,0.17319381886280785,0.18324673306646586
2006,East,male,2.0,0.06452945550689912,22269,0.06130244950873488,0.06775646150506336
2006,East,female,2.0,0.05544079980170206,22269,0.05243517304390975,0.05844642655949436
2006,East,female,1.0,0.05403618937453524,22269,0.051066675681219045,0.05700570306785144
2006,East,male,1.0,0.04998760637858382,22269,0.047125396212587975,0.05284981654457967
2011,West,male,1.0,0.22464420825076561,28898,0.21983226708477618,0.22945614941675505
2011,West,female,1.0,0.19500990812466223,28898,0.19044170102624827,0.1995781152230762
2011,West,female,2.0,0.18492163574130788,28898,0.18044537141705128,0.18939790006556448
2011,West,male,2.0,0.16609619888308413,28898,0.16180518419049403,0.17038721357567424
2011,East,female,1.0,0.06043956043956044,28898,0.05769201307575288,0.063187107803368
2011,East,male,2.0,0.05989911727616646,28898,0.05716309506064458,0.06263513949168835
2011,East,female,2.0,0.05476490722392362,28898,0.052141635521035484,0.05738817892681175
2011,East,male,1.0,0.05422446406052964,28898,0.05161342210610173,0.05683550601495754
2016,West,male,1.0,0.22010223918208655,27798,0.21523166274737354,0.22497281561679955
2016,West,female,1.0,0.2098063215494276,27798,0.20501974116938854,0.21459290192946667
2016,West,female,2.0,0.20534235726114192,27798,0.20059361498678285,0.21009109953550098
2016,West,male,2.0,0.17215062279501764,27798,0.16771270494919793,0.17658854064083734
2016,East,female,2.0,0.05169558643530852,27798,0.049092731794490516,0.054298441076126525
2016,East,female,1.0,0.0506155950752394,27798,0.04803860636232594,0.05319258378815286
2016,East,male,2.0,0.0460796313629491,27798,0.04361495525474108,0.048544307471157115
2016,East,male,1.0,0.04420764633882929,27798,0.04179118545968631,0.04662410721797226
2019,West,female,2.0,0.20091089871062928,29565,0.19634352569672436,0.2054782717245342
2019,West,male,2.0,0.19994868176278144,29565,0.19538951660634232,0.20450784691922055
2019,West,male,1.0,0.19872987362884084,29565,0.1941811643203592,0.20327858293732248
2019,West,female,1.0,0.19642055295400604,29565,0.19189183780899696,0.20094926809901512
2019,East,male,2.0,0.059080120597857465,29565,0.05639252365515171,0.06176771754056322
2019,East,female,2.0,0.053306818910770416,29565,0.05074609275460471,0.05586754506693612
2019,East,female,1.0,0.04932965552633267,29565,0.04686113840168277,0.05179817265098258
2019,East,male,1.0,0.04227339790878183,29565,0.03997977781970452,0.04456701799785914
