syear,bula_h,migback,plb0050,proportion,n,lower_confidence,upper_confidence
2001,Nordrhein-Westfalen,No migration background,1.0,0.08949947778581184,21921,0.08572048345341325,0.09327847211821043
2001,Nordrhein-Westfalen,No migration background,2.0,0.07688599662569294,21921,0.07335922625100218,0.0804127670003837
2001,Bayern,No migration background,2.0,0.06154093355828714,21921,0.05835955318441064,0.06472231393216364
2001,Bayern,No migration background,1.0,0.0611392303366273,21921,0.05796757146780452,0.06431088920545008
2001,Baden-Wuerttemberg,No migration background,1.0,0.04346428858359444,21921,0.040765040681913056,0.046163536485275825
2001,Baden-Wuerttemberg,No migration background,2.0,0.041295091186631314,21921,0.03866108020918891,0.04392910216407372
2001,Sachsen,No migration background,2.0,0.039929300232987866,21921,0.03733736975926195,0.042521230706713785
2001,Niedersachsen,No migration background,1.0,0.037760102836024746,21921,0.03523671413248349,0.040283491539566
2001,Niedersachsen,No migration background,2.0,0.033180686109102596,21921,0.03080963328196709,0.0355517389362381
2001,Hessen,No migration background,1.0,0.030609785490479633,21921,0.0283294153318671,0.032890155649092166
2001,Sachsen,No migration background,1.0,0.030208082268819797,21921,0.027942255265801186,0.03247390927183841
2001,"Rheinland-Pfalz,Saarland",No migration background,1.0,0.023620149433598456,21921,0.021609776563056914,0.025630522304139997
2001,Sachsen-Anhalt,No migration background,2.0,0.023379127500602555,21921,0.021378791086235943,0.025379463914969168
2001,"Rheinland-Pfalz,Saarland",No migration background,2.0,0.022897083634610748,21921,0.020916988164110726,0.02487717910511077
2001,Thueringen,No migration background,2.0,0.02193299590262714,21921,0.01999407910555634,0.02387191269969794
2001,Hessen,No migration background,2.0,0.0215312926809673,21921,0.01960981912010632,0.02345276624182828
2001,Brandenburg,No migration background,2.0,0.020406523660319757,21921,0.018534836134259134,0.02227821118638038
2001,Brandenburg,No migration background,1.0,0.020004820438659917,21921,0.018151266669613586,0.021858374207706248
2001,Thueringen,No migration background,1.0,0.018880051418012373,21921,0.01707832631411382,0.020681776521910927
2001,Baden-Wuerttemberg,Direct migration background,1.0,0.018076644974692697,21921,0.016312949504345774,0.01984034044503962
2001,Berlin,No migration background,1.0,0.018076644974692697,21921,0.016312949504345774,0.01984034044503962
2001,Sachsen-Anhalt,No migration background,1.0,0.017835623041696794,21921,0.016083510001485113,0.019587736081908474
2001,Nordrhein-Westfalen,Direct migration background,1.0,0.017594601108700893,21921,0.0158541534253636,0.019335048792038186
2001,Nordrhein-Westfalen,Direct migration background,2.0,0.01671085402104925,21921,0.015013916565744275,0.018407791476354227
2001,Berlin,No migration background,2.0,0.014541656624086125,21921,0.012956938706173074,0.016126374541999174
2001,Schleswig-Holstein,No migration background,2.0,0.013577568892102515,21921,0.012045535019007693,0.015109602765197338
2001,Schleswig-Holstein,No migration background,1.0,0.01309552502611071,21921,0.01159056520007939,0.01460048485214203
2001,Baden-Wuerttemberg,Direct migration background,2.0,0.012693821804450871,21921,0.011211822443524986,0.014175821165376757
2001,Mecklenburg-Vorpommern,No migration background,2.0,0.01245279987145497,21921,0.010984758395631818,0.013920841347278121
2001,Mecklenburg-Vorpommern,No migration background,1.0,0.011167349562143488,21921,0.009776236768559677,0.0125584623557273
2001,Bayern,Direct migration background,1.0,0.010845986984815618,21921,0.009474813556890588,0.012217160412740648
2001,Bayern,Direct migration background,2.0,0.007793042500200851,21921,0.006628968614161361,0.008957116386240341
2001,Hessen,Direct migration background,1.0,0.0069896360568811764,21921,0.00588675148248736,0.008092520631274993
2001,Hamburg,No migration background,1.0,0.0069092954125492085,21921,0.0058127232175021045,0.008005867607596313
2001,Niedersachsen,Direct migration background,1.0,0.006105888969229533,21921,0.005074623679905015,0.00713715425855405
2001,Hessen,Direct migration background,2.0,0.006105888969229533,21921,0.005074623679905015,0.00713715425855405
2001,Baden-Wuerttemberg,Indirect migration background,1.0,0.005864867036233631,21921,0.004854038051045492,0.0068756960214217695
2001,"Rheinland-Pfalz,Saarland",Direct migration background,2.0,0.005784526391901663,21921,0.004780604203955549,0.0067884485798477764
2001,Nordrhein-Westfalen,Indirect migration background,2.0,0.005704185747569696,21921,0.00470721933926244,0.006701152155876952
2001,"Rheinland-Pfalz,Saarland",Direct migration background,1.0,0.004820438659918052,21921,0.0039035430469913273,0.005737334272844777
2001,Nordrhein-Westfalen,Indirect migration background,1.0,0.004740098015586085,21921,0.0038308386042467217,0.005649357426925449
2001,Niedersachsen,Direct migration background,2.0,0.00457941672692215,21921,0.0036856292161654477,0.005473204237678853
2001,Baden-Wuerttemberg,Indirect migration background,2.0,0.004338394793926247,21921,0.003468340598509761,0.005208448989342734
2001,Hamburg,No migration background,2.0,0.004338394793926247,21921,0.003468340598509761,0.005208448989342734
2001,Bayern,Indirect migration background,2.0,0.003213625773278702,21921,0.002464379506738926,0.003962872039818478
2001,Bremen,No migration background,1.0,0.0030529444846147664,21921,0.0023226106997167742,0.0037832782695127586
