year,age_gr,migback,plb0050,proportion,n,lower_confidence,upper_confidence
2001,30-45 J.,kein Migrationshintergrund,Ja,0.20694108151735272,27798,0.20217868688549576,0.21170347614920967
2001,30-45 J.,kein Migrationshintergrund,Nein,0.19725585149313962,27798,0.19257793119669186,0.20193377178958738
2001,46-65 J.,kein Migrationshintergrund,Ja,0.15714285714285714,27798,0.15286453379706783,0.16142118048864645
2001,46-65 J.,kein Migrationshintergrund,Nein,0.12413236481033091,27798,0.12025612131944574,0.12800860830121608
2001,18-29 J.,kein Migrationshintergrund,Nein,0.08240516545601291,27798,0.07917256526712453,0.08563776564490129
2001,18-29 J.,kein Migrationshintergrund,Ja,0.061259079903147697,27798,0.058439999870561095,0.06407815993573429
2001,30-45 J.,direkter Migrationshintergrund,Ja,0.03220338983050847,27798,0.030128036056987054,0.034278743604029896
2001,30-45 J.,direkter Migrationshintergrund,Nein,0.02728006456820016,27798,0.02536507725405071,0.02919505188234961
2001,46-65 J.,direkter Migrationshintergrund,Ja,0.02671509281678773,27798,0.024819488739522038,0.028610696894053423
2001,46-65 J.,direkter Migrationshintergrund,Nein,0.018724778046811944,27798,0.017131274436906888,0.020318281656717
2001,18-29 J.,direkter Migrationshintergrund,Nein,0.012590799031476998,27798,0.011280034965304773,0.013901563097649223
2001,18-29 J.,indirekter Migrationshintergrund,Nein,0.012590799031476998,27798,0.011280034965304773,0.013901563097649223
2001,18-29 J.,indirekter Migrationshintergrund,Ja,0.011945117029862793,27798,0.010667987240715347,0.013222246819010238
2001,18-29 J.,direkter Migrationshintergrund,Ja,0.009685230024213076,27798,0.008533923689944479,0.010836536358481672
2001,66 und älter,kein Migrationshintergrund,Nein,0.005730427764326069,27798,0.004843077890966672,0.006617777637685466
2001,30-45 J.,indirekter Migrationshintergrund,Ja,0.005649717514124294,27798,0.004768602982941236,0.006530832045307352
2001,30-45 J.,indirekter Migrationshintergrund,Nein,0.004681194511702986,27798,0.0038787615786136974,0.005483627444792275
2001,46-65 J.,indirekter Migrationshintergrund,Ja,0.0008878127522195319,27798,0.0005376925958692049,0.0012379329085698589
2001,66 und älter,kein Migrationshintergrund,Ja,0.0008071025020177562,27798,0.00047326254788931227,0.0011409424561462
