year,regtyp,sex,plb0050,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2001,Urban regions,male,Yes,0.5768804082538274,27798,0.5710724463571208,0.5826883701505339
2001,Urban regions,male,No,0.42311959174617264,27798,0.4173116298494661,0.42892755364287916
2001,Urban regions,female,No,0.5194769817488423,27798,0.5136035821601233,0.5253503813375613
2001,Urban regions,female,Yes,0.48052301825115773,27798,0.4746496186624387,0.48639641783987675
2001,Rural regions,male,No,0.5169124024284475,27798,0.5110379050243651,0.5227868998325299
2001,Rural regions,male,Yes,0.48308759757155245,27798,0.47721310016747004,0.48896209497563486
2001,Rural regions,female,No,0.5367261280167891,27798,0.5308641448308735,0.5425881112027047
2001,Rural regions,female,Yes,0.4632738719832109,27798,0.4574118887972953,0.46913585516912654
2006,Urban regions,male,Yes,0.5601035050576335,27321,0.5542175468827871,0.5659894632324799
2006,Urban regions,male,No,0.4398964949423665,27321,0.4340105367675201,0.4457824531172129
2006,Urban regions,female,No,0.500132240148109,27321,0.49420329046229955,0.5060611898339185
2006,Urban regions,female,Yes,0.499867759851891,27321,0.4939388101660816,0.5057967095377005
2006,Rural regions,male,No,0.5367924528301887,27321,0.5308795765813481,0.5427053290790294
2006,Rural regions,male,Yes,0.46320754716981133,27321,0.45729467092097065,0.469120423418652
2006,Rural regions,female,No,0.5272073921971252,27321,0.5212872265289343,0.5331275578653161
2006,Rural regions,female,Yes,0.47279260780287474,27321,0.46687244213468393,0.47871277347106556
2011,Urban regions,male,Yes,0.5771047513198111,41903,0.5723745759679197,0.5818349266717024
2011,Urban regions,male,No,0.42289524868018896,41903,0.41816507332829755,0.42762542403208037
2011,Urban regions,female,Yes,0.522354272778721,41903,0.5175716179622628,0.5271369275951793
2011,Urban regions,female,No,0.477645727221279,41903,0.47286307240482084,0.4824283820377372
2011,Rural regions,male,Yes,0.5079760717846461,41903,0.5031892390470474,0.5127629045222448
2011,Rural regions,male,No,0.49202392821535396,41903,0.48723709547775523,0.4968107609529527
2011,Rural regions,female,Yes,0.5043301069791136,41903,0.49954284460124604,0.5091173693569812
2011,Rural regions,female,No,0.4956698930208864,41903,0.4908826306430188,0.5004571553987539
2016,Urban regions,male,Yes,0.5598892222478652,41132,0.555091907495133,0.5646865370005973
2016,Urban regions,male,No,0.44011077775213475,41132,0.43531346299940255,0.44490809250486696
2016,Urban regions,female,Yes,0.5081092616303884,41132,0.5032777944241613,0.5129407288366155
2016,Urban regions,female,No,0.4918907383696116,41132,0.48705927116338454,0.4967222055758387
2016,Rural regions,male,Yes,0.5255382017729,41132,0.5207124061141322,0.5303639974316678
2016,Rural regions,male,No,0.47446179822710005,41132,0.4696360025683322,0.4792875938858679
2016,Rural regions,female,No,0.505797680927629,41132,0.5009659030151152,0.5106294588401428
2016,Rural regions,female,Yes,0.49420231907237105,41132,0.4893705411598573,0.4990340969848848
2019,Urban regions,male,No,0.5024067388688327,42417,0.49764844708630984,0.5071650306513555
2019,Urban regions,male,Yes,0.49759326113116725,42417,0.4928349693486444,0.50235155291369
2019,Urban regions,female,No,0.5007974481658692,42417,0.4960391073105,0.5055557890212385
2019,Urban regions,female,Yes,0.49920255183413076,42417,0.4944442109787615,0.5039608926895001
2019,Rural regions,male,No,0.550582925911997,42417,0.5458489913486647,0.5553168604753292
2019,Rural regions,male,Yes,0.449417074088003,42417,0.44468313952467076,0.4541510086513353
2019,Rural regions,female,No,0.5256217030896759,42417,0.5208696077289475,0.5303737984504043
2019,Rural regions,female,Yes,0.474378296910324,42417,0.4696262015495956,0.4791303922710524
