year,plb0050,migback,sex,proportion,n,lower_confidence,upper_confidence
2001,Yes,No migration background,male,0.4804276057223707,27798,0.47455424996654855,0.48630096147819285
2001,Yes,No migration background,female,0.34963056123251063,27798,0.3440248070143624,0.35523631545065887
2001,Yes,Direct migration background,male,0.08111932086149977,27798,0.07790979404233207,0.08432884768066747
2001,Yes,Direct migration background,female,0.052821883351674266,27798,0.05019239007441057,0.05545137662893796
2001,Yes,Indirect migration background,male,0.022323534035529006,27798,0.02058681985218076,0.024060248218877252
2001,Yes,Indirect migration background,female,0.013677094796415658,27798,0.012311707732257794,0.015042481860573522
2001,No,No migration background,male,0.4280975286117101,27798,0.42228076194298264,0.4339142952804375
2001,No,No migration background,female,0.41350140985238015,27798,0.4077121735118828,0.4192906461928775
2001,No,Direct migration background,male,0.06684358931829491,27798,0.06390758696609179,0.06977959167049803
2001,No,Direct migration background,female,0.054735445347487144,27798,0.05206145207290738,0.057409438622066905
2001,No,Indirect migration background,male,0.019074473378669764,27798,0.01746644543131636,0.020682501326023166
2001,No,Indirect migration background,female,0.017747553491457953,27798,0.016195416309992217,0.01929969067292369
2006,Yes,No migration background,male,0.46663427275672176,27321,0.46071853865763346,0.47255000685581006
2006,Yes,No migration background,female,0.39212827988338195,27321,0.38633895625775005,0.39791760350901384
2006,Yes,Direct migration background,male,0.05863297700032394,27321,0.05584712372966157,0.061418830270986303
2006,Yes,Direct migration background,female,0.04405571752510528,27321,0.04162225195973213,0.04648918309047843
2006,Yes,Indirect migration background,male,0.019436345966958212,27321,0.017799329749385136,0.021073362184531288
2006,Yes,Indirect migration background,female,0.019112406867508907,27321,0.017488821653804856,0.020735992081212958
2006,No,No migration background,male,0.43655079311508604,27321,0.4306697745219216,0.44243181170825047
2006,No,No migration background,female,0.4232197097536281,27321,0.4173610817407168,0.4290783377665394
2006,No,Direct migration background,female,0.05011812352345596,27321,0.04753086409927639,0.05270538294763553
2006,No,Direct migration background,male,0.04978062774215322,27321,0.047201636304751445,0.052359619179555
2006,No,Indirect migration background,male,0.021262234222072223,27321,0.01955164631331743,0.022972822130827016
2006,No,Indirect migration background,female,0.019068511643604454,27321,0.017446755649493627,0.02069026763771528
2011,Yes,No migration background,male,0.454484153742414,41903,0.449716589312156,0.459251718172672
2011,Yes,No migration background,female,0.41351989211058665,41903,0.40880460264129603,0.41823518157987727
2011,Yes,Direct migration background,female,0.04315576534052596,41903,0.04121007578957807,0.04510145489147385
2011,Yes,Direct migration background,male,0.04231287929871881,41903,0.04038543593331163,0.044240322664125996
2011,Yes,Indirect migration background,male,0.025118004045853,41903,0.023619692587177308,0.026616315504528695
2011,Yes,Indirect migration background,female,0.02140930546190155,41903,0.02002339445784905,0.022795216465954053
2011,No,No migration background,female,0.4444874274661509,41903,0.4397295834501824,0.44924527148211935
2011,No,No migration background,male,0.41818181818181815,41903,0.4134589075200779,0.4229047288435584
2011,No,Direct migration background,female,0.048355899419729204,41903,0.04630192265918271,0.050409876180275696
2011,No,Direct migration background,male,0.04506769825918762,41903,0.0430813632646008,0.04705403325377444
2011,No,Indirect migration background,male,0.022050290135396517,41903,0.020644246081565728,0.023456334189227306
2011,No,Indirect migration background,female,0.021856866537717602,41903,0.020456864498195004,0.0232568685772402
2016,Yes,No migration background,female,0.38391877058177826,41132,0.3792186952431116,0.38861884592044493
2016,Yes,No migration background,male,0.3712952799121844,41132,0.3666260072813453,0.3759645525430235
2016,Yes,Direct migration background,male,0.09728320526893523,41132,0.09441928545173375,0.10014712508613671
2016,Yes,Direct migration background,female,0.07972008781558727,41132,0.07710244724467227,0.08233772838650227
2016,Yes,Indirect migration background,male,0.03512623490669594,41132,0.03334706588770984,0.03690540392568204
2016,Yes,Indirect migration background,female,0.03265642151481888,41132,0.030938747163000383,0.03437409586663737
2016,No,No migration background,female,0.37464020602938947,41132,0.36996244181083004,0.3793179702479489
2016,No,No migration background,male,0.3114679594000909,41132,0.30699252780030983,0.315943390999872
2016,No,Direct migration background,female,0.1292228450234813,41132,0.1259810218652417,0.1324646681817209
2016,No,Direct migration background,male,0.11589153158612331,41132,0.11279806959539344,0.11898499357685317
2016,No,Indirect migration background,female,0.03696409634903802,41132,0.03514071526980116,0.03878747742827489
2016,No,Indirect migration background,male,0.031813361611876985,41132,0.03011726541173126,0.033509457812022705
2019,Yes,No migration background,female,0.39847649067507224,42417,0.3938172649465246,0.4031357164036199
2019,Yes,No migration background,male,0.3844234305227213,42417,0.37979395212135564,0.389052908924087
2019,Yes,Direct migration background,male,0.07696348831100604,42417,0.07442697054385318,0.0795000060781589
2019,Yes,Direct migration background,female,0.07144733385868138,42417,0.06899611335317689,0.07389855436418587
2019,Yes,Indirect migration background,female,0.03493564486472288,42417,0.03318821957646652,0.03668307015297924
2019,Yes,Indirect migration background,male,0.03375361176779616,42417,0.03203495099759479,0.035472272537997535
2019,No,No migration background,male,0.3951371571072319,42417,0.39048463457201277,0.39978967964245105
2019,No,No migration background,female,0.37630922693266833,42417,0.37169877827666403,0.3809196755886726
2019,No,Direct migration background,female,0.08615960099750623,42417,0.0834892207125818,0.08882998128243066
2019,No,Direct migration background,male,0.07693266832917706,42417,0.074396616148327,0.07946872051002711
2019,No,Indirect migration background,female,0.03329177057356608,42417,0.0315845004079485,0.03499904073918366
2019,No,Indirect migration background,male,0.03216957605985037,42417,0.030490352957031196,0.03384879916266955
