"plh0164","year","bula_h","n","percent","lower_confidence","upper_confidence"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Schleswig-Holstein","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Hamburg","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Niedersachsen","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Bremen","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Nordrhein-Westfalen","34","0.00859526249999731","0.00487723746917184","0.0123132875308228"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Hessen","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Rheinland-Pfalz,Saarland","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Baden-Wuerttemberg","33","0.0132289640943403","0.00746810869388994","0.0189898194947907"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Bayern","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Saarland","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Berlin","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Brandenburg","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Mecklenburg-Vorpommern","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Sachsen","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Sachsen-Anhalt","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Thueringen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Schleswig-Holstein","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Hamburg","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Niedersachsen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Bremen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Nordrhein-Westfalen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Hessen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Rheinland-Pfalz,Saarland","","","",""
