"plh0164","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(noch) kein Abschluss","50","0.0369195263762601","0.0236094590785339","0.0502295936739863"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Hauptschulabschluss","83","0.0133417144022415","0.0100905292040258","0.0165928996004572"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Realschulabschluss","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(Fach-)Abitur","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","AkademikerInnen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(noch) kein Abschluss","41","0.0319104263240253","0.0195040492552955","0.0443168033927551"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Hauptschulabschluss","60","0.0073927911469643","0.00496536829232739","0.0098202140016012"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Realschulabschluss","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(Fach-)Abitur","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","AkademikerInnen","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(noch) kein Abschluss","59","0.0539897137789046","0.0380373757452973","0.0699420518125119"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Hauptschulabschluss","115","0.0199517695993507","0.0159892909018664","0.023914248296835"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Realschulabschluss","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(Fach-)Abitur","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","AkademikerInnen","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(noch) kein Abschluss","75","0.0669891491305932","0.0493423281456395","0.084635970115547"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Hauptschulabschluss","258","0.051880921295379","0.0455961744555248","0.0581656681352332"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Realschulabschluss","31","0.0157633735884084","0.00957043277872234","0.0219563143980945"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(Fach-)Abitur","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","AkademikerInnen","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(noch) kein Abschluss","64","0.0479509176443763","0.0328692615720069","0.0630325737167457"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Hauptschulabschluss","293","0.0586726786855057","0.0520131913762964","0.065332165994715"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Realschulabschluss","31","0.0221043534174923","0.0147945154890901","0.0294141913458945"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(Fach-)Abitur","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","AkademikerInnen","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(noch) kein Abschluss","127","0.156623381574952","0.130969092833282","0.182277670316622"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Hauptschulabschluss","926","0.200434573580725","0.189090583786053","0.211778563375397"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Realschulabschluss","181","0.120787412431169","0.104584974320458","0.13698985054188"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(Fach-)Abitur","60","0.0659620188018094","0.0477170750668135","0.0842069625368054"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","AkademikerInnen","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(noch) kein Abschluss","72","0.0957292419378716","0.074961348083633","0.11649713579211"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Hauptschulabschluss","560","0.112062441845031","0.10312375424253","0.121001129447532"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Realschulabschluss","133","0.0881874801002149","0.0740887880077317","0.102286172192698"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(Fach-)Abitur","63","0.0845976507567979","0.0641426992854138","0.105052602228182"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","AkademikerInnen","32","0.0419543423988835","0.0267166630313489","0.0571920217664182"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(noch) kein Abschluss","82","0.126403786981656","0.102947659353292","0.149859914610019"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Hauptschulabschluss","743","0.152966194186123","0.142766183936737","0.163166204435509"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Realschulabschluss","290","0.185642868092811","0.166311207099975","0.204974529085648"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(Fach-)Abitur","114","0.170743538406365","0.143084959559959","0.198402117252772"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","AkademikerInnen","48","0.0707099178585865","0.0512270409892658","0.0901927947279072"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(noch) kein Abschluss","91","0.151727839316282","0.126404490003423","0.177051188629142"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Hauptschulabschluss","865","0.189041317820161","0.177946242943576","0.200136392696747"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Realschulabschluss","407","0.272986912017318","0.250837377111779","0.295136446922857"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(Fach-)Abitur","190","0.27098872982026","0.238318211360336","0.303659248280184"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","AkademikerInnen","179","0.261256065185491","0.227865987974982","0.294646142396"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(noch) kein Abschluss","50","0.100420295611988","0.0792048834186938","0.121635707805282"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Hauptschulabschluss","337","0.0735684108664432","0.0661705719498963","0.08096624978299"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","Realschulabschluss","225","0.133995739053905","0.117059066450709","0.150932411657102"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","(Fach-)Abitur","117","0.181489340508863","0.153159050406477","0.209819630611248"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1989","AkademikerInnen","167","0.261949736554983","0.228531061986547","0.295368411123418"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoc","1989","(noch) kein Abschluss","60","0.131335721323091","0.107493961140998","0.155177481505184"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoc","1989","Hauptschulabschluss","544","0.120687186572075","0.111456058252067","0.129918314892083"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoc","1989","Realschulabschluss","230","0.145871153059304","0.128321481761194","0.163420824357413"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoc","1989","(Fach-)Abitur","113","0.163950238947995","0.136736677536524","0.191163800359465"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoc","1989","AkademikerInnen","190","0.295431894037731","0.260756017524086","0.330107770551376"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","(noch) kein Abschluss","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","Hauptschulabschluss","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","Realschulabschluss","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","(Fach-)Abitur","","","",""
