year,age_gr,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,17-29 y.,Very concerned,0.26104,832,3148,0.24569,0.27638
2008,17-29 y.,Somewhat concerned,0.47036,1665,3148,0.45292,0.48780
2008,17-29 y.,Not concerned at all,0.19261,651,3148,0.17883,0.20639
2008,30-45 y.,Very concerned,0.30718,1569,5149,0.29458,0.31978
2008,30-45 y.,Somewhat concerned,0.53520,2792,5149,0.52158,0.54883
2008,30-45 y.,Not concerned at all,0.15326,788,5149,0.14342,0.16310
2008,46-65 y.,Very concerned,0.37977,2438,6663,0.36812,0.39143
2008,46-65 y.,Somewhat concerned,0.48088,3330,6663,0.46888,0.49288
2008,46-65 y.,Not concerned at all,0.13208,895,6663,0.12395,0.14021
2008,66 and older,Very concerned,0.46232,1974,4265,0.44736,0.47729
2008,66 and older,Somewhat concerned,0.42919,1863,4265,0.41434,0.44405
2008,66 and older,Not concerned at all,0.09732,428,4265,0.08843,0.10622
2009,17-29 y.,Very concerned,0.24265,695,2835,0.22687,0.25844
2009,17-29 y.,Somewhat concerned,0.48314,1522,2835,0.46474,0.50154
2009,17-29 y.,Not concerned at all,0.20047,618,2835,0.18573,0.21521
2009,30-45 y.,Very concerned,0.29641,1361,4654,0.28329,0.30953
2009,30-45 y.,Somewhat concerned,0.53945,2524,4654,0.52513,0.55377
2009,30-45 y.,Not concerned at all,0.15827,769,4654,0.14778,0.16876
2009,46-65 y.,Very concerned,0.37324,2184,6305,0.36130,0.38518
2009,46-65 y.,Somewhat concerned,0.50146,3302,6305,0.48912,0.51380
2009,46-65 y.,Not concerned at all,0.12069,819,6305,0.11265,0.12873
2009,66 and older,Very concerned,0.44484,1834,4128,0.42968,0.46001
2009,66 and older,Somewhat concerned,0.44591,1897,4128,0.43074,0.46107
2009,66 and older,Not concerned at all,0.09737,397,4128,0.08832,0.10641
2010,17-29 y.,Very concerned,0.18926,553,2502,0.17390,0.20461
2010,17-29 y.,Somewhat concerned,0.44507,1382,2502,0.42560,0.46455
2010,17-29 y.,Not concerned at all,0.18626,567,2502,0.17101,0.20152
2010,30-45 y.,Very concerned,0.21411,1133,4091,0.20154,0.22668
2010,30-45 y.,Somewhat concerned,0.39017,2236,4091,0.37522,0.40512
2010,30-45 y.,Not concerned at all,0.15613,722,4091,0.14500,0.16725
2010,46-65 y.,Very concerned,0.35747,2129,5986,0.34533,0.36961
2010,46-65 y.,Somewhat concerned,0.47034,3027,5986,0.45770,0.48299
2010,46-65 y.,Not concerned at all,0.12850,830,5986,0.12002,0.13698
2010,66 and older,Very concerned,0.46271,1818,3979,0.44721,0.47820
2010,66 and older,Somewhat concerned,0.43534,1776,3979,0.41993,0.45075
2010,66 and older,Not concerned at all,0.09008,385,3979,0.08118,0.09898
2011,17-29 y.,Very concerned,0.21417,708,2960,0.19938,0.22895
2011,17-29 y.,Somewhat concerned,0.41031,1523,2960,0.39259,0.42804
2011,17-29 y.,Not concerned at all,0.20118,729,2960,0.18673,0.21562
2011,30-45 y.,Very concerned,0.22085,1438,4805,0.20912,0.23258
2011,30-45 y.,Somewhat concerned,0.41549,2500,4805,0.40156,0.42943
2011,30-45 y.,Not concerned at all,0.14162,867,4805,0.13177,0.15148
2011,46-65 y.,Very concerned,0.34078,2677,7700,0.33019,0.35136
2011,46-65 y.,Somewhat concerned,0.48416,3951,7700,0.47299,0.49532
