year,pgisced97,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Pre-primary Level,Very concerned,0.18567,92,353,0.14505,0.22629
2008,Pre-primary Level,Somewhat concerned,0.30235,193,353,0.25437,0.35033
2008,Pre-primary Level,Not concerned at all,0.10541,68,353,0.07333,0.13749
2008,Primary Level,Very concerned,0.39313,66,182,0.32197,0.46429
2008,Primary Level,Somewhat concerned,0.44647,79,182,0.37405,0.51890
2008,Primary Level,Not concerned at all,0.15342,37,182,0.10092,0.20593
2008,Lower Secondary Level,Very concerned,0.39027,784,1996,0.36887,0.41168
2008,Lower Secondary Level,Somewhat concerned,0.43471,909,1996,0.41296,0.45646
2008,Lower Secondary Level,Not concerned at all,0.14259,303,1996,0.12725,0.15793
2008,Upper Secondary Level,Very concerned,0.38486,3679,9681,0.37517,0.39456
2008,Upper Secondary Level,Somewhat concerned,0.48258,4750,9681,0.47263,0.49253
2008,Upper Secondary Level,Not concerned at all,0.12520,1252,9681,0.11860,0.13179
2008,Post-secondary Non-tertiary Level,Very concerned,0.31370,339,1092,0.28616,0.34123
2008,Post-secondary Non-tertiary Level,Somewhat concerned,0.54931,588,1092,0.51979,0.57884
2008,Post-secondary Non-tertiary Level,Not concerned at all,0.13475,165,1092,0.11449,0.15502
2008,First Stage of Tertiary Education,Very concerned,0.38257,521,1408,0.35717,0.40796
2008,First Stage of Tertiary Education,Somewhat concerned,0.48471,714,1408,0.45859,0.51082
2008,First Stage of Tertiary Education,Not concerned at all,0.12426,173,1408,0.10702,0.14149
2008,Second Stage of Tertiary Education,Very concerned,0.28311,1231,4180,0.26945,0.29677
2008,Second Stage of Tertiary Education,Somewhat concerned,0.52762,2264,4180,0.51249,0.54276
2008,Second Stage of Tertiary Education,Not concerned at all,0.18424,685,4180,0.17249,0.19600
2009,Pre-primary Level,Very concerned,0.16264,72,308,0.12136,0.20393
2009,Pre-primary Level,Somewhat concerned,0.31915,169,308,0.26701,0.37129
2009,Pre-primary Level,Not concerned at all,0.13849,67,308,0.09985,0.17713
2009,Primary Level,Very concerned,0.42256,65,135,0.33893,0.50620
2009,Primary Level,Somewhat concerned,0.39687,70,135,0.31403,0.47971
2009,Lower Secondary Level,Very concerned,0.37021,660,1770,0.34770,0.39271
2009,Lower Secondary Level,Somewhat concerned,0.44834,837,1770,0.42517,0.47152
2009,Lower Secondary Level,Not concerned at all,0.14740,273,1770,0.13088,0.16392
2009,Upper Secondary Level,Very concerned,0.37511,3321,9017,0.36512,0.38511
2009,Upper Secondary Level,Somewhat concerned,0.49238,4494,9017,0.48206,0.50270
2009,Upper Secondary Level,Not concerned at all,0.12579,1202,9017,0.11894,0.13263
2009,Post-secondary Non-tertiary Level,Very concerned,0.31513,298,997,0.28628,0.34398
2009,Post-secondary Non-tertiary Level,Somewhat concerned,0.54744,558,997,0.51652,0.57835
2009,Post-secondary Non-tertiary Level,Not concerned at all,0.13743,141,997,0.11605,0.15882
