year,regtyp,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Urban regions,Very concerned,0.30361,4482,12607,0.29559,0.31164
2008,Urban regions,Somewhat concerned,0.40936,6315,12607,0.40077,0.41794
2008,Urban regions,Not concerned at all,0.11942,1810,12607,0.11376,0.12508
2008,Rural regions,Very concerned,0.30656,2331,6618,0.29545,0.31767
2008,Rural regions,Somewhat concerned,0.41170,3335,6618,0.39985,0.42356
2008,Rural regions,Not concerned at all,0.12050,952,6618,0.11266,0.12835
2009,Urban regions,Very concerned,0.29684,3944,11621,0.28854,0.30515
2009,Urban regions,Somewhat concerned,0.41972,5986,11621,0.41074,0.42869
2009,Urban regions,Not concerned at all,0.11859,1691,11621,0.11271,0.12447
2009,Rural regions,Very concerned,0.29240,2130,6301,0.28117,0.30363
2009,Rural regions,Somewhat concerned,0.42927,3259,6301,0.41705,0.44149
2009,Rural regions,Not concerned at all,0.12044,912,6301,0.11240,0.12847
2010,Urban regions,Very concerned,0.26593,3636,10836,0.25761,0.27425
2010,Urban regions,Somewhat concerned,0.36963,5517,10836,0.36054,0.37871
2010,Urban regions,Not concerned at all,0.12065,1683,10836,0.11452,0.12678
2010,Rural regions,Very concerned,0.27659,1997,5722,0.26500,0.28819
2010,Rural regions,Somewhat concerned,0.37927,2904,5722,0.36670,0.39185
2010,Rural regions,Not concerned at all,0.10809,821,5722,0.10004,0.11613
2011,Urban regions,Very concerned,0.25789,4448,13223,0.25043,0.26534
2011,Urban regions,Somewhat concerned,0.37794,6683,13223,0.36968,0.38621
2011,Urban regions,Not concerned at all,0.12109,2092,13223,0.11553,0.12665
2011,Rural regions,Very concerned,0.26621,2480,7242,0.25603,0.27639
2011,Rural regions,Somewhat concerned,0.37742,3621,7242,0.36626,0.38859
2011,Rural regions,Not concerned at all,0.11039,1141,7242,0.10317,0.11761
2012,Urban regions,Very concerned,0.23193,4009,12967,0.22467,0.23920
2012,Urban regions,Somewhat concerned,0.38891,6642,12967,0.38052,0.39731
2012,Urban regions,Not concerned at all,0.14140,2316,12967,0.13540,0.14740
2012,Rural regions,Very concerned,0.24385,2325,7397,0.23406,0.25364
2012,Rural regions,Somewhat concerned,0.39241,3764,7397,0.38128,0.40354
2012,Rural regions,Not concerned at all,0.13166,1308,7397,0.12396,0.13937
2013,Urban regions,Very concerned,0.21670,3736,11988,0.20932,0.22408
2013,Urban regions,Somewhat concerned,0.34813,6041,11988,0.33960,0.35666
2013,Urban regions,Not concerned at all,0.12805,2211,11988,0.12206,0.13403
2013,Rural regions,Very concerned,0.22831,2067,6767,0.21831,0.23831
2013,Rural regions,Somewhat concerned,0.36642,3398,6767,0.35494,0.37791
2013,Rural regions,Not concerned at all,0.13891,1302,6767,0.13067,0.14715
2018,Urban regions,Very concerned,0.33092,6379,16610,0.32377,0.33808
2018,Urban regions,Somewhat concerned,0.39103,7947,16610,0.38361,0.39846
2018,Urban regions,Not concerned at all,0.11102,2284,16610,0.10624,0.11580
2018,Rural regions,Very concerned,0.36684,3748,8935,0.35684,0.37683
2018,Rural regions,Somewhat concerned,0.36699,4003,8935,0.35699,0.37698
2018,Rural regions,Not concerned at all,0.10226,1184,8935,0.09597,0.10854
