year,age_gr,pli0095_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,18-29 y.,Seldom,0.45636875439831104,14443,0.4482453603195031,0.46449214847711895
1985,18-29 y.,At least once per month,0.3110485573539761,14443,0.3034987517668416,0.31859836294111055
1985,18-29 y.,At least once per week,0.12878254750175933,14443,0.12331969902029917,0.1342453959832195
1985,18-29 y.,Never,0.10380014074595355,14443,0.09882587741395406,0.10877440407795304
1985,30-45 y.,Seldom,0.4697013627138301,14443,0.4615618476477697,0.47784087777989054
1985,30-45 y.,At least once per month,0.2899391127863149,14443,0.2825391665582627,0.2973390590143671
1985,30-45 y.,Never,0.12786314873876486,14443,0.12241696383442892,0.13330933364310082
1985,30-45 y.,At least once per week,0.11249637576109017,14443,0.10734311998210704,0.11764963154007331
1985,46-65 y.,Seldom,0.458754983134008,14443,0.4506282739529753,0.4668816923150407
1985,46-65 y.,At least once per month,0.2269242563630788,14443,0.22009334186051457,0.23375517086564304
1985,46-65 y.,Never,0.19901870591842993,14443,0.19250713909701386,0.205530272739846
1985,46-65 y.,At least once per week,0.11530205458448328,14443,0.1100931860304414,0.12051092313852517
1985,66 and older,Never,0.5055147058823529,14443,0.49736070126673765,0.5136687104979681
1985,66 and older,Seldom,0.2821691176470588,14443,0.2748291664039838,0.28950906889013384
1985,66 and older,At least once per month,0.12224264705882353,14443,0.11690037529944826,0.12758491881819878
1985,66 and older,At least once per week,0.0900735294117647,14443,0.08540447316786337,0.09474258565566604
1986,18-29 y.,Seldom,0.4683225341972642,13742,0.4599794283429717,0.47666564005155676
1986,18-29 y.,At least once per month,0.30093592512598993,13742,0.2932671392928615,0.30860471095911834
1986,18-29 y.,Never,0.13678905687544995,13742,0.1310437233457226,0.14253439040517732
1986,18-29 y.,At least once per week,0.0939524838012959,13742,0.08907427124976613,0.09883069635282565
1986,30-45 y.,Seldom,0.5425237949032853,13742,0.5341941833337601,0.5508534064728104
1986,30-45 y.,At least once per month,0.23733497083205404,13742,0.23022154376024873,0.24444839790385936
1986,30-45 y.,Never,0.1393920785999386,13742,0.13360108858643865,0.14518306861343855
1986,30-45 y.,At least once per week,0.08074915566472214,13742,0.07619385430952974,0.08530445701991454
1986,46-65 y.,Seldom,0.4810641627543036,13742,0.47271025965045643,0.48941806585815073
1986,46-65 y.,Never,0.2244131455399061,13742,0.21743772387931348,0.23138856720049872
1986,46-65 y.,At least once per month,0.20500782472613457,13742,0.19825791841172538,0.21175773104054377
1986,46-65 y.,At least once per week,0.08951486697965572,13742,0.08474160672830987,0.09428812723100156
1986,66 and older,Never,0.5339233038348082,13742,0.5255826666109107,0.5422639410587058
1986,66 and older,Seldom,0.2910521140609636,13742,0.28345718653106533,0.29864704159086186
1986,66 and older,At least once per month,0.09931170108161258,13742,0.09431114191682795,0.10431226024639721
1986,66 and older,At least once per week,0.07571288102261553,13742,0.0712898555989033,0.08013590644632776
1988,18-29 y.,Seldom,0.46963410033949454,12817,0.46099376720154805,0.47827443347744103
1988,18-29 y.,At least once per month,0.2840437570728027,12817,0.2762364952574094,0.29185101888819603
1988,18-29 y.,Never,0.14862316107129386,12817,0.1424647731504847,0.15478154899210303
1988,18-29 y.,At least once per week,0.0976989815164089,12817,0.09255873886162001,0.1028392241711978
1988,30-45 y.,Seldom,0.5233231188287368,12817,0.5146762298230462,0.5319700078344275
1988,30-45 y.,At least once per month,0.24412665985699694,12817,0.23668970752672874,0.25156361218726514
1988,30-45 y.,Never,0.15389853592100783,12817,0.14765125052134892,0.16014582132066674
1988,30-45 y.,At least once per week,0.07865168539325842,12817,0.07399122502939234,0.0833121457571245
1988,46-65 y.,Seldom,0.48489769405651184,12817,0.4762453319695589,0.49355005614346475
1988,46-65 y.,Never,0.22799610263072426,12817,0.2207327632481958,0.23525944201325272
1988,46-65 y.,At least once per month,0.19584280610587854,12817,0.18897232473238823,0.20271328747936884
1988,46-65 y.,At least once per week,0.09126339720688535,12817,0.08627765056596576,0.09624914384780495
1988,66 and older,Never,0.5323529411764706,12817,0.5237147698836299,0.5409911124693113
1988,66 and older,Seldom,0.2931372549019608,12817,0.2852565342386798,0.3010179755652418
1988,66 and older,At least once per month,0.10588235294117647,12817,0.10055548409165639,0.11120922179069655
1988,66 and older,At least once per week,0.06862745098039216,12817,0.06425048138207703,0.07300442057870729
1990,18-29 y.,Seldom,0.42144873000940736,18165,0.4142677838484835,0.4286296761703312
1990,18-29 y.,At least once per month,0.35371589840075257,18165,0.3467628156717685,0.36066898112973667
1990,18-29 y.,At least once per week,0.17968015051740358,18165,0.17409699105792142,0.18526330997688573
1990,18-29 y.,Never,0.045155221072436504,18165,0.042135556209332216,0.04817488593554079
1990,30-45 y.,Seldom,0.46082337317397076,18165,0.4535744892037795,0.468072257144162
