year,quintil_oecd,regtyp,pli0095_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,Urban regions,At least once per week,0.01680832203450806,269,10869,0.01677258069439778,0.01684406337461834
1985,1st Quintile,Urban regions,At least once per month,0.030919437246733975,442,10869,0.030871310635003906,0.030967563858464043
1985,1st Quintile,Urban regions,Seldom,0.0486003247175433,637,10869,0.04854053993690709,0.04866010949817952
1985,1st Quintile,Urban regions,Never,0.033770955586969485,349,10869,0.03372073274622292,0.03382117842771605
1985,1st Quintile,Rural regions,At least once per week,0.0036096474412391243,51,10869,0.003592973559955623,0.003626321322522626
1985,1st Quintile,Rural regions,At least once per month,0.012585875843120618,135,10869,0.012554881606495118,0.012616870079746118
1985,1st Quintile,Rural regions,Seldom,0.023304566563631095,220,10869,0.023262620650921752,0.02334651247634044
1985,1st Quintile,Rural regions,Never,0.014788592289770346,111,10869,0.014755032619198938,0.014822151960341754
1985,2nd Quintile,Urban regions,At least once per week,0.015830464617857667,207,10869,0.01579576127231126,0.015865167963404075
1985,2nd Quintile,Urban regions,At least once per month,0.03380117672931892,447,10869,0.03375093220752638,0.03385142125111146
1985,2nd Quintile,Urban regions,Seldom,0.058059278476034565,670,10869,0.0579942599441978,0.05812429700787133
1985,2nd Quintile,Urban regions,Never,0.0296014102284355,297,10869,0.029554288540989918,0.029648531915881085
1985,2nd Quintile,Rural regions,At least once per week,0.006388293250831345,56,10869,0.006366142404359589,0.006410444097303101
1985,2nd Quintile,Rural regions,At least once per month,0.01316359765658311,136,10869,0.013131909320488692,0.013195285992677528
1985,2nd Quintile,Rural regions,Seldom,0.021512337383505737,214,10869,0.021471999692725445,0.02155267507428603
1985,2nd Quintile,Rural regions,Never,0.012795415884499435,106,10869,0.012764168020201694,0.012826663748797176
1985,3rd Quintile,Urban regions,At least once per week,0.016339450139214035,207,10869,0.016304202429678973,0.016374697848749096
1985,3rd Quintile,Urban regions,At least once per month,0.03655457751930076,447,10869,0.03650240113281419,0.03660675390578733
1985,3rd Quintile,Urban regions,Seldom,0.067913346038474,757,10869,0.06784339482317432,0.06798329725377368
1985,3rd Quintile,Urban regions,Never,0.029887665461838426,304,10869,0.02984032346576096,0.029935007457915892
