year,quintil_oecd,sampreg,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,West,At least once per week,0.11321,330,2222,0.10003,0.12639
1985,1st Quintile,West,At least once per month,0.23306,577,2222,0.21547,0.25064
1985,1st Quintile,West,Seldom,0.39109,858,2222,0.37080,0.41139
1985,1st Quintile,West,Never,0.26264,457,2222,0.24434,0.28095
1985,2nd Quintile,West,At least once per week,0.11407,255,2132,0.10057,0.12757
1985,2nd Quintile,West,At least once per month,0.24859,584,2132,0.23024,0.26694
1985,2nd Quintile,West,Seldom,0.41461,890,2132,0.39369,0.43552
1985,2nd Quintile,West,Never,0.22274,403,2132,0.20507,0.24040
1985,3rd Quintile,West,At least once per week,0.10709,263,2186,0.09413,0.12006
1985,3rd Quintile,West,At least once per month,0.24240,563,2186,0.22443,0.26037
1985,3rd Quintile,West,Seldom,0.46318,985,2186,0.44227,0.48409
1985,3rd Quintile,West,Never,0.18733,375,2186,0.17097,0.20369
1985,4th Quintile,West,At least once per week,0.08974,217,2193,0.07778,0.10171
1985,4th Quintile,West,At least once per month,0.26515,606,2193,0.24668,0.28363
1985,4th Quintile,West,Seldom,0.46992,1027,2193,0.44902,0.49081
1985,4th Quintile,West,Never,0.17519,343,2193,0.15927,0.19110
1985,5th Quintile,West,At least once per week,0.07821,185,2162,0.06689,0.08953
1985,5th Quintile,West,At least once per month,0.21864,501,2162,0.20121,0.23606
1985,5th Quintile,West,Seldom,0.50057,1072,2162,0.47949,0.52165
1985,5th Quintile,West,Never,0.20258,404,2162,0.18563,0.21953
1986,1st Quintile,West,At least once per week,0.10494,230,2063,0.09172,0.11817
1986,1st Quintile,West,At least once per month,0.20441,512,2063,0.18701,0.22182
1986,1st Quintile,West,Seldom,0.39368,821,2063,0.37260,0.41477
1986,1st Quintile,West,Never,0.29696,500,2063,0.27724,0.31668
1986,2nd Quintile,West,At least once per week,0.07695,192,2078,0.06549,0.08841
1986,2nd Quintile,West,At least once per month,0.20001,483,2078,0.18281,0.21721
1986,2nd Quintile,West,Seldom,0.46214,953,2078,0.44069,0.48358
1986,2nd Quintile,West,Never,0.26091,450,2078,0.24202,0.27979
1986,3rd Quintile,West,At least once per week,0.08432,196,2081,0.07238,0.09626
1986,3rd Quintile,West,At least once per month,0.21315,471,2081,0.19555,0.23075
1986,3rd Quintile,West,Seldom,0.50738,1054,2081,0.48590,0.52887
1986,3rd Quintile,West,Never,0.19514,360,2081,0.17811,0.21218
1986,4th Quintile,West,At least once per week,0.06212,144,2208,0.05205,0.07219
1986,4th Quintile,West,At least once per month,0.23152,548,2208,0.21392,0.24912
1986,4th Quintile,West,Seldom,0.49923,1091,2208,0.47837,0.52010
1986,4th Quintile,West,Never,0.20712,425,2208,0.19021,0.22403
1986,5th Quintile,West,At least once per week,0.07126,149,2073,0.06018,0.08234
1986,5th Quintile,West,At least once per month,0.18768,418,2073,0.17087,0.20449
1986,5th Quintile,West,Seldom,0.53784,1109,2073,0.51637,0.55931
1986,5th Quintile,West,Never,0.20322,397,2073,0.18589,0.22054
1988,1st Quintile,West,At least once per week,0.09314,219,1961,0.08028,0.10601
1988,1st Quintile,West,At least once per month,0.19823,431,1961,0.18058,0.21588
1988,1st Quintile,West,Seldom,0.38120,766,1961,0.35970,0.40271
1988,1st Quintile,West,Never,0.32742,545,1961,0.30665,0.34820
1988,2nd Quintile,West,At least once per week,0.08201,190,1970,0.06989,0.09412
1988,2nd Quintile,West,At least once per month,0.21464,469,1970,0.19650,0.23277
1988,2nd Quintile,West,Seldom,0.45608,907,1970,0.43408,0.47808
1988,2nd Quintile,West,Never,0.24728,404,1970,0.22823,0.26634
1988,3rd Quintile,West,At least once per week,0.06416,168,1990,0.05339,0.07493
1988,3rd Quintile,West,At least once per month,0.21194,465,1990,0.19398,0.22991
1988,3rd Quintile,West,Seldom,0.51439,987,1990,0.49243,0.53636
1988,3rd Quintile,West,Never,0.20950,370,1990,0.19162,0.22739
1988,4th Quintile,West,At least once per week,0.07199,168,2049,0.06080,0.08319
1988,4th Quintile,West,At least once per month,0.22936,476,2049,0.21116,0.24757
1988,4th Quintile,West,Seldom,0.50517,993,2049,0.48352,0.52682
1988,4th Quintile,West,Never,0.19347,412,2049,0.17636,0.21058
1988,5th Quintile,West,At least once per week,0.05645,118,1928,0.04614,0.06675
1988,5th Quintile,West,At least once per month,0.18989,383,1928,0.17238,0.20740
1988,5th Quintile,West,Seldom,0.53936,1023,1928,0.51710,0.56161
1988,5th Quintile,West,Never,0.21431,404,1928,0.19599,0.23263
1992,1st Quintile,West,At least once per week,0.12481,147,1147,0.10567,0.14394
1992,1st Quintile,West,At least once per month,0.22039,298,1147,0.19639,0.24439
1992,1st Quintile,West,Seldom,0.33804,411,1147,0.31066,0.36543
1992,1st Quintile,West,Never,0.31676,291,1147,0.28982,0.34369
1992,1st Quintile,East,At least once per week,0.10793,152,1583,0.09264,0.12322
1992,1st Quintile,East,At least once per month,0.24690,412,1583,0.22565,0.26815
1992,1st Quintile,East,Seldom,0.46417,805,1583,0.43960,0.48875
1992,1st Quintile,East,Never,0.18100,214,1583,0.16203,0.19998
1992,2nd Quintile,West,At least once per week,0.10119,203,1634,0.08657,0.11582
1992,2nd Quintile,West,At least once per month,0.27756,486,1634,0.25584,0.29928
1992,2nd Quintile,West,Seldom,0.41692,677,1634,0.39300,0.44083
1992,2nd Quintile,West,Never,0.20433,268,1634,0.18477,0.22388
1992,2nd Quintile,East,At least once per week,0.06530,83,1212,0.05139,0.07922
1992,2nd Quintile,East,At least once per month,0.30906,377,1212,0.28303,0.33509
1992,2nd Quintile,East,Seldom,0.52674,653,1212,0.49862,0.55486
1992,2nd Quintile,East,Never,0.09890,99,1212,0.08208,0.11571
1992,3rd Quintile,West,At least once per week,0.10232,209,1936,0.08882,0.11582
1992,3rd Quintile,West,At least once per month,0.26631,563,1936,0.24661,0.28600
1992,3rd Quintile,West,Seldom,0.48290,903,1936,0.46064,0.50517
1992,3rd Quintile,West,Never,0.14847,261,1936,0.13263,0.16431
1992,3rd Quintile,East,At least once per week,0.06774,51,707,0.04920,0.08627
1992,3rd Quintile,East,At least once per month,0.29454,198,707,0.26092,0.32817
1992,3rd Quintile,East,Seldom,0.56163,409,707,0.52503,0.59823
1992,3rd Quintile,East,Never,0.07609,49,707,0.05653,0.09565
1992,4th Quintile,West,At least once per week,0.08684,223,2274,0.07526,0.09842
1992,4th Quintile,West,At least once per month,0.27760,656,2274,0.25919,0.29601
1992,4th Quintile,West,Seldom,0.49773,1107,2274,0.47717,0.51828
1992,4th Quintile,West,Never,0.13783,288,2274,0.12366,0.15200
1992,4th Quintile,East,At least once per month,0.20013,64,266,0.15195,0.24830
1992,4th Quintile,East,Seldom,0.62581,202,266,0.56755,0.68408
1992,5th Quintile,West,At least once per week,0.06945,169,2236,0.05892,0.07999
1992,5th Quintile,West,At least once per month,0.24055,575,2236,0.22283,0.25827
1992,5th Quintile,West,Seldom,0.54252,1176,2236,0.52186,0.56317
1992,5th Quintile,West,Never,0.14748,316,2236,0.13278,0.16218
1992,5th Quintile,East,At least once per month,0.23798,32,119,0.16115,0.31482
1992,5th Quintile,East,Seldom,0.64531,87,119,0.55899,0.73163
1994,1st Quintile,West,At least once per week,0.11263,184,1541,0.09684,0.12842
1994,1st Quintile,West,At least once per month,0.22238,397,1541,0.20161,0.24315
1994,1st Quintile,West,Seldom,0.42779,678,1541,0.40307,0.45250
1994,1st Quintile,West,Never,0.23721,282,1541,0.21596,0.25845
1994,1st Quintile,East,At least once per week,0.11411,104,963,0.09402,0.13420
1994,1st Quintile,East,At least once per month,0.25003,240,963,0.22266,0.27739
1994,1st Quintile,East,Seldom,0.42120,458,963,0.39000,0.45240
1994,1st Quintile,East,Never,0.21466,161,963,0.18872,0.24061
1994,2nd Quintile,West,At least once per week,0.08973,166,1578,0.07562,0.10383
1994,2nd Quintile,West,At least once per month,0.28245,473,1578,0.26023,0.30467
1994,2nd Quintile,West,Seldom,0.44395,694,1578,0.41942,0.46847
1994,2nd Quintile,West,Never,0.18387,245,1578,0.16475,0.20299
1994,2nd Quintile,East,At least once per week,0.09591,104,1074,0.07829,0.11353
1994,2nd Quintile,East,At least once per month,0.27324,301,1074,0.24657,0.29990
1994,2nd Quintile,East,Seldom,0.51017,572,1074,0.48026,0.54008
1994,2nd Quintile,East,Never,0.12069,97,1074,0.10120,0.14018
1994,3rd Quintile,West,At least once per week,0.09545,185,1800,0.08187,0.10903
1994,3rd Quintile,West,At least once per month,0.26717,537,1800,0.24672,0.28761
1994,3rd Quintile,West,Seldom,0.50348,860,1800,0.48038,0.52659
1994,3rd Quintile,West,Never,0.13390,218,1800,0.11816,0.14964
1994,3rd Quintile,East,At least once per week,0.06517,60,888,0.04893,0.08142
1994,3rd Quintile,East,At least once per month,0.29014,255,888,0.26027,0.32000
1994,3rd Quintile,East,Seldom,0.54173,499,888,0.50894,0.57452
1994,3rd Quintile,East,Never,0.10296,74,888,0.08296,0.12296
1994,4th Quintile,West,At least once per week,0.08523,182,1977,0.07292,0.09755
1994,4th Quintile,West,At least once per month,0.26964,573,1977,0.25008,0.28921
1994,4th Quintile,West,Seldom,0.51869,1006,1977,0.49666,0.54072
1994,4th Quintile,West,Never,0.12643,216,1977,0.11178,0.14109
1994,4th Quintile,East,At least once per week,0.09507,48,549,0.07051,0.11962
1994,4th Quintile,East,At least once per month,0.24915,138,549,0.21293,0.28536
1994,4th Quintile,East,Seldom,0.59450,328,549,0.55339,0.63561
1994,4th Quintile,East,Never,0.06129,35,549,0.04121,0.08137
1994,5th Quintile,West,At least once per week,0.07530,171,2132,0.06410,0.08651
1994,5th Quintile,West,At least once per month,0.24642,543,2132,0.22813,0.26472
1994,5th Quintile,West,Seldom,0.53873,1132,2132,0.51756,0.55989
1994,5th Quintile,West,Never,0.13954,286,2132,0.12483,0.15426
1994,5th Quintile,East,At least once per month,0.24441,68,232,0.18899,0.29983
1994,5th Quintile,East,Seldom,0.55796,164,232,0.49392,0.62200
1996,1st Quintile,West,At least once per week,0.12949,227,1785,0.11391,0.14507
1996,1st Quintile,West,At least once per month,0.30391,580,1785,0.28257,0.32525
1996,1st Quintile,West,Seldom,0.37772,689,1785,0.35522,0.40022
1996,1st Quintile,West,Never,0.18888,289,1785,0.17071,0.20704
1996,1st Quintile,East,At least once per week,0.16261,112,773,0.13658,0.18864
1996,1st Quintile,East,At least once per month,0.29016,239,773,0.25815,0.32217
1996,1st Quintile,East,Seldom,0.38828,329,773,0.35390,0.42266
1996,1st Quintile,East,Never,0.15895,93,773,0.13315,0.18474
1996,2nd Quintile,West,At least once per week,0.11697,232,1689,0.10164,0.13230
1996,2nd Quintile,West,At least once per month,0.30348,559,1689,0.28155,0.32541
1996,2nd Quintile,West,Seldom,0.42014,688,1689,0.39660,0.44369
1996,2nd Quintile,West,Never,0.15941,210,1689,0.14195,0.17687
1996,2nd Quintile,East,At least once per week,0.11278,97,928,0.09241,0.13314
1996,2nd Quintile,East,At least once per month,0.31958,316,928,0.28956,0.34960
1996,2nd Quintile,East,Seldom,0.47776,450,928,0.44560,0.50991
1996,2nd Quintile,East,Never,0.08988,65,928,0.07147,0.10830
1996,3rd Quintile,West,At least once per week,0.12131,237,1771,0.10610,0.13652
1996,3rd Quintile,West,At least once per month,0.32051,614,1771,0.29877,0.34225
1996,3rd Quintile,West,Seldom,0.44534,750,1771,0.42219,0.46850
1996,3rd Quintile,West,Never,0.11284,170,1771,0.09810,0.12758
1996,3rd Quintile,East,At least once per week,0.09865,95,907,0.07923,0.11807
1996,3rd Quintile,East,At least once per month,0.34037,326,907,0.30952,0.37123
1996,3rd Quintile,East,Seldom,0.48099,436,907,0.44846,0.51353
1996,3rd Quintile,East,Never,0.07998,50,907,0.06232,0.09765
1996,4th Quintile,West,At least once per week,0.11167,248,2014,0.09791,0.12543
1996,4th Quintile,West,At least once per month,0.29138,620,2014,0.27153,0.31123
1996,4th Quintile,West,Seldom,0.48898,970,2014,0.46714,0.51082
1996,4th Quintile,West,Never,0.10797,176,2014,0.09441,0.12153
1996,4th Quintile,East,At least once per week,0.09841,68,669,0.07582,0.12099
1996,4th Quintile,East,At least once per month,0.32403,217,669,0.28854,0.35952
1996,4th Quintile,East,Seldom,0.54694,384,669,0.50919,0.58469
1996,5th Quintile,West,At least once per week,0.11907,224,2057,0.10507,0.13307
1996,5th Quintile,West,At least once per month,0.25815,560,2057,0.23923,0.27706
1996,5th Quintile,West,Seldom,0.50710,1049,2057,0.48548,0.52871
1996,5th Quintile,West,Never,0.11569,224,2057,0.10187,0.12952
1996,5th Quintile,East,At least once per week,0.10421,39,358,0.07252,0.13591
1996,5th Quintile,East,At least once per month,0.33437,123,358,0.28543,0.38331
1996,5th Quintile,East,Seldom,0.50715,196,358,0.45529,0.55901
1997,1st Quintile,West,At least once per week,0.13223,242,1659,0.11593,0.14854
1997,1st Quintile,West,At least once per month,0.26243,472,1659,0.24125,0.28361
1997,1st Quintile,West,Seldom,0.40905,669,1659,0.38538,0.43272
1997,1st Quintile,West,Never,0.19629,276,1659,0.17717,0.21541
