"pli0095_h","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","1985","(noch) kein Abschluss","maennlich","74","0.100207810309125","0.0737285095641178","0.126687111054133"
"Min 1x pro Woche","1985","(noch) kein Abschluss","weiblich","83","0.121613076112554","0.095082487737501","0.148143664487607"
"Min 1x pro Woche","1985","Hauptschule","maennlich","351","0.0952785554025254","0.0849332584668892","0.105623852338162"
"Min 1x pro Woche","1985","Hauptschule","weiblich","365","0.0985762997822353","0.0883732941836999","0.108779305380771"
"Min 1x pro Woche","1985","Realschule","maennlich","68","0.0865917618945347","0.0664104484536122","0.106773075335457"
"Min 1x pro Woche","1985","Realschule","weiblich","97","0.0982146434552903","0.0801794020272454","0.116249884883335"
"Min 1x pro Woche","1985","(Fach-)Abitur","maennlich","73","0.134809158803573","0.103565822447263","0.166052495159883"
"Min 1x pro Woche","1985","(Fach-)Abitur","weiblich","43","0.146783171408709","0.107887401639892","0.185678941177527"
"Min 1x pro Woche","1985","AkademikerIn","maennlich","41","0.071116013245535","0.0486995629996124","0.0935324634914577"
"Min 1x pro Woche","1985","AkademikerIn","weiblich","31","0.13757691464738","0.0939070234457273","0.181246805849034"
"Min 1x pro Monat","1985","(noch) kein Abschluss","maennlich","151","0.273429500703016","0.234124647241787","0.312734354164245"
"Min 1x pro Monat","1985","(noch) kein Abschluss","weiblich","140","0.188870699910596","0.157098948691011","0.220642451130181"
"Min 1x pro Monat","1985","Hauptschule","maennlich","922","0.272807952394296","0.257113686372056","0.288502218416536"
"Min 1x pro Monat","1985","Hauptschule","weiblich","717","0.205058616246128","0.191239382998961","0.218877849493295"
"Min 1x pro Monat","1985","Realschule","maennlich","221","0.280594482140875","0.248353733124631","0.312835231157119"
"Min 1x pro Monat","1985","Realschule","weiblich","255","0.235257615074725","0.209552966286194","0.260962263863256"
"Min 1x pro Monat","1985","(Fach-)Abitur","maennlich","135","0.288890061122183","0.247425562062718","0.330354560181648"
"Min 1x pro Monat","1985","(Fach-)Abitur","weiblich","93","0.259917388418078","0.211712364952408","0.308122411883749"
"Min 1x pro Monat","1985","AkademikerIn","maennlich","114","0.23208284422841","0.195263071275476","0.268902617181343"
"Min 1x pro Monat","1985","AkademikerIn","weiblich","55","0.220037667074604","0.1675164875161","0.272558846633108"
"Seltener","1985","(noch) kein Abschluss","maennlich","192","0.453306150173729","0.409407363554154","0.497204936793304"
"Seltener","1985","(noch) kein Abschluss","weiblich","220","0.447178466563114","0.406818877982065","0.487538055144162"
"Seltener","1985","Hauptschule","maennlich","1331","0.450981394525819","0.433448210944832","0.468514578106806"
"Seltener","1985","Hauptschule","weiblich","1436","0.421113511228989","0.40421401816635","0.438013004291629"
"Seltener","1985","Realschule","maennlich","354","0.479868013577721","0.444017419266345","0.515718607889096"
"Seltener","1985","Realschule","weiblich","532","0.488358105184707","0.458065648324491","0.518650562044924"
"Seltener","1985","(Fach-)Abitur","maennlich","192","0.423842402812626","0.378634475481698","0.469050330143554"
"Seltener","1985","(Fach-)Abitur","weiblich","132","0.424202735876991","0.369883198552819","0.478522273201164"
"Seltener","1985","AkademikerIn","maennlich","270","0.528604852400133","0.485067649026166","0.5721420557741"
"Seltener","1985","AkademikerIn","weiblich","123","0.482822062673272","0.419469718559547","0.546174406786997"
"Nie","1985","(noch) kein Abschluss","maennlich","77","0.17305653881413","0.139697269305132","0.206415808323128"
"Nie","1985","(noch) kein Abschluss","weiblich","140","0.242337757413736","0.207555146512723","0.27712036831475"
"Nie","1985","Hauptschule","maennlich","490","0.18093209767736","0.167367538047874","0.194496657306845"
"Nie","1985","Hauptschule","weiblich","761","0.275251572742648","0.259964091821331","0.290539053663965"
"Nie","1985","Realschule","maennlich","103","0.15294574238687","0.127117016213442","0.178774468560298"
"Nie","1985","Realschule","weiblich","162","0.178169636285277","0.154980200242957","0.201359072327598"
"Nie","1985","(Fach-)Abitur","maennlich","59","0.152458377261618","0.119573372241077","0.185343382282159"
"Nie","1985","(Fach-)Abitur","weiblich","50","0.169096704296221","0.127898589496749","0.210294819095693"
"Nie","1985","AkademikerIn","maennlich","80","0.168196290125923","0.135573505068986","0.20081907518286"
"Nie","1985","AkademikerIn","weiblich","30","0.159563355604744","0.113136613288579","0.205990097920909"
"Min 1x pro Woche","1986","(noch) kein Abschluss","maennlich","58","0.0999735940261809","0.0729695256807481","0.126977662371614"
"Min 1x pro Woche","1986","(noch) kein Abschluss","weiblich","65","0.0654537978194725","0.0447085043221528","0.0861990913167923"
"Min 1x pro Woche","1986","Hauptschule","maennlich","243","0.0687285927589251","0.0596037954134608","0.0778533901043894"
"Min 1x pro Woche","1986","Hauptschule","weiblich","281","0.0888419598591224","0.07881025439734","0.0988736653209048"
"Min 1x pro Woche","1986","Realschule","maennlich","44","0.0587559059950944","0.0417777217244784","0.0757340902657103"
"Min 1x pro Woche","1986","Realschule","weiblich","69","0.0792702976501239","0.0627474769358146","0.0957931183644333"
"Min 1x pro Woche","1986","(Fach-)Abitur","maennlich","43","0.0766909819199348","0.052530765483713","0.100851198356157"
"Min 1x pro Woche","1986","(Fach-)Abitur","weiblich","34","0.115444889984051","0.0812252455607338","0.149664534407369"
"Min 1x pro Woche","1986","AkademikerIn","maennlich","32","0.0569861711189647","0.0367276439503318","0.0772446982875976"
"Min 1x pro Woche","1986","AkademikerIn","weiblich","32","0.123151119357985","0.0818343351417137","0.164467903574256"
"Min 1x pro Monat","1986","(noch) kein Abschluss","maennlich","128","0.231487997251272","0.193517307496827","0.269458687005717"
"Min 1x pro Monat","1986","(noch) kein Abschluss","weiblich","122","0.205378443303803","0.171493296633759","0.239263589973846"
"Min 1x pro Monat","1986","Hauptschule","maennlich","796","0.24219245506315","0.226740759787614","0.257644150338687"
"Min 1x pro Monat","1986","Hauptschule","weiblich","563","0.159116247281493","0.146219087042771","0.172013407520215"
"Min 1x pro Monat","1986","Realschule","maennlich","193","0.244409891108352","0.213384528363359","0.275435253853346"
"Min 1x pro Monat","1986","Realschule","weiblich","225","0.196969033797338","0.172645425956469","0.221292641638206"
"Min 1x pro Monat","1986","(Fach-)Abitur","maennlich","139","0.285705428583253","0.244689452271943","0.326721404894562"
"Min 1x pro Monat","1986","(Fach-)Abitur","weiblich","86","0.25051497850336","0.204114333742291","0.296915623264429"
"Min 1x pro Monat","1986","AkademikerIn","maennlich","100","0.2026773268497","0.16754687470537","0.23780777899403"
"Min 1x pro Monat","1986","AkademikerIn","weiblich","46","0.179338210981952","0.131103078346638","0.227573343617265"
"Seltener","1986","(noch) kein Abschluss","maennlich","185","0.418023889889509","0.373620916814534","0.462426862964484"
"Seltener","1986","(noch) kein Abschluss","weiblich","220","0.445243857737467","0.403556746816608","0.486930968658326"
"Seltener","1986","Hauptschule","maennlich","1406","0.494561933735962","0.47652923679536","0.512594630676564"
"Seltener","1986","Hauptschule","weiblich","1467","0.452511800661445","0.434962040433954","0.470061560888937"
"Seltener","1986","Realschule","maennlich","396","0.545014805175416","0.509063295702401","0.58096631464843"
"Seltener","1986","Realschule","weiblich","538","0.500227448213483","0.469647775805161","0.530807120621806"
"Seltener","1986","(Fach-)Abitur","maennlich","223","0.490405902867993","0.445017471726635","0.53579433400935"
"Seltener","1986","(Fach-)Abitur","weiblich","152","0.458868037778546","0.405507378729196","0.512228696827896"
"Seltener","1986","AkademikerIn","maennlich","263","0.51308817320666","0.469407908426868","0.556768437986452"
"Seltener","1986","AkademikerIn","weiblich","125","0.494957696036827","0.432095018710995","0.557820373362659"
"Nie","1986","(noch) kein Abschluss","maennlich","103","0.250514518833038","0.211506222534157","0.289522815131919"
"Nie","1986","(noch) kein Abschluss","weiblich","139","0.283923901139258","0.246102959662356","0.32174484261616"
"Nie","1986","Hauptschule","maennlich","508","0.194517018441963","0.180240465700803","0.208793571183123"
"Nie","1986","Hauptschule","weiblich","779","0.299529992197939","0.283379573670669","0.315680410725209"
"Nie","1986","Realschule","maennlich","104","0.151819397721138","0.125912098136125","0.177726697306151"
